Player,Age,Pos,Comp,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Sh,SoT,FK,TotDist,PrgDist,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,KP,pass13,PPA,CrsPA,Prog,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD,Past_VD,Press_Succ,P_D3,P_M3,P_A3,Sh_Blk,ShSv,Pass_Blk,Clr,Err,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Num_DrPast,Megs,Carries,Cr_TotDist,Cr_PrgDist,Targ,Rec,Miscon,Dispos,Fls,PKwon,PKcon,Recov,AD_Won,AD_Lost,Game,overall
Stefano Okaka,29.0,FW,Serie A,33,28,2415,8,2,0,0,10,0,59.0,14.0,0.0,7127.0,1290.0,275.0,332.0,147.0,193.0,32.0,44.0,25.0,36.0,13.0,1.0,38.0,16.0,6.0,10.0,9.0,5.0,23.0,128.0,66.0,269.0,223.0,6.0,0.0,19.0,23.0,0.0,33.0,91.0,564.0,431.0,135.0,984.0,44.0,74.0,48.0,1.0,746.0,3696.0,1749.0,1286.0,780.0,73.0,76.0,69,0.0,0.0,108.0,58.0,101.0,FIFA 21,75
Stefano Sabelli,26.0,DF,Serie A,36,36,3168,0,3,0,0,5,0,14.0,4.0,2.0,27735.0,14401.0,555.0,637.0,701.0,865.0,165.0,389.0,38.0,149.0,54.0,22.0,212.0,60.0,61.0,37.0,6.0,48.0,91.0,182.0,411.0,244.0,64.0,15.0,1.0,79.0,95.0,0.0,158.0,900.0,1101.0,595.0,24.0,1990.0,27.0,49.0,29.0,2.0,1343.0,8210.0,5340.0,1381.0,1277.0,28.0,26.0,34,0.0,0.0,337.0,43.0,31.0,FIFA 21,72
Stefano Sensi,23.0,MF,Serie A,12,9,723,3,2,0,0,2,0,29.0,10.0,4.0,7649.0,1867.0,194.0,209.0,161.0,185.0,51.0,95.0,15.0,37.0,17.0,1.0,52.0,11.0,7.0,7.0,1.0,7.0,19.0,51.0,48.0,68.0,65.0,1.0,0.0,17.0,3.0,0.0,3.0,70.0,303.0,291.0,23.0,567.0,13.0,21.0,15.0,1.0,422.0,2028.0,1089.0,514.0,449.0,12.0,14.0,14,1.0,0.0,67.0,3.0,4.0,FIFA 21,78
Stefano Sturaro,26.0,MF,Serie A,16,15,1252,1,2,0,0,7,0,18.0,6.0,2.0,6949.0,2030.0,164.0,199.0,127.0,164.0,61.0,112.0,11.0,31.0,10.0,3.0,37.0,26.0,11.0,17.0,7.0,9.0,29.0,86.0,104.0,133.0,48.0,4.0,0.0,23.0,30.0,0.0,53.0,184.0,368.0,187.0,29.0,668.0,16.0,30.0,18.0,0.0,444.0,2040.0,926.0,527.0,433.0,21.0,30.0,38,2.0,0.0,122.0,24.0,35.0,FIFA 21,72
Stephy Mavididi,21.0,FW,Ligue 1,24,16,1391,5,1,0,0,0,0,26.0,11.0,0.0,4064.0,929.0,177.0,202.0,90.0,110.0,10.0,14.0,6.0,14.0,9.0,2.0,26.0,14.0,12.0,7.0,3.0,8.0,15.0,101.0,82.0,152.0,111.0,1.0,0.0,18.0,4.0,0.0,10.0,97.0,308.0,244.0,55.0,574.0,39.0,76.0,46.0,2.0,472.0,2494.0,1410.0,645.0,417.0,45.0,49.0,23,0.0,0.0,95.0,7.0,26.0,FIFA 21,75
Stevan Jovetić,29.0,FW,Ligue 1,9,5,473,2,0,0,0,2,1,22.0,9.0,2.0,2333.0,714.0,73.0,95.0,44.0,65.0,15.0,35.0,5.0,13.0,6.0,1.0,22.0,1.0,0.0,1.0,0.0,0.0,6.0,17.0,14.0,31.0,26.0,1.0,0.0,4.0,3.0,0.0,3.0,27.0,137.0,140.0,31.0,267.0,15.0,24.0,15.0,0.0,204.0,1057.0,631.0,304.0,222.0,10.0,10.0,10,0.0,0.0,31.0,7.0,10.0,FIFA 21,77
Steve Cook,28.0,DF,Premier League,29,28,2428,1,0,0,0,6,1,13.0,2.0,0.0,22720.0,7506.0,204.0,235.0,584.0,653.0,199.0,312.0,3.0,49.0,3.0,0.0,56.0,13.0,15.0,7.0,0.0,9.0,14.0,55.0,111.0,44.0,9.0,28.0,0.0,19.0,222.0,1.0,262.0,944.0,619.0,69.0,26.0,1500.0,4.0,4.0,4.0,0.0,823.0,4411.0,2064.0,923.0,891.0,6.0,4.0,17,0.0,1.0,287.0,108.0,61.0,FIFA 21,75
Steven Alzate,20.0,MF,Premier League,19,12,1188,0,0,0,0,1,0,13.0,3.0,0.0,8968.0,2602.0,292.0,326.0,233.0,268.0,28.0,42.0,13.0,32.0,16.0,2.0,56.0,23.0,23.0,3.0,2.0,10.0,12.0,77.0,99.0,94.0,42.0,3.0,0.0,23.0,14.0,0.0,31.0,216.0,406.0,272.0,44.0,787.0,33.0,50.0,35.0,4.0,618.0,3218.0,1757.0,638.0,557.0,20.0,28.0,17,0.0,0.0,137.0,14.0,11.0,FIFA 21,68
Steven Bergwijn,21.0,FW,Premier League,14,8,704,3,1,0,0,2,0,9.0,4.0,0.0,3150.0,545.0,140.0,155.0,67.0,76.0,8.0,13.0,13.0,10.0,11.0,4.0,12.0,4.0,1.0,3.0,1.0,2.0,8.0,34.0,26.0,68.0,23.0,0.0,0.0,11.0,7.0,0.0,4.0,53.0,171.0,160.0,27.0,339.0,10.0,26.0,13.0,0.0,235.0,1429.0,846.0,342.0,233.0,12.0,16.0,7,1.0,0.0,71.0,6.0,8.0,FIFA 21,83
Steven Moreira,24.0,DF,Ligue 1,17,16,1389,0,0,0,0,3,2,6.0,0.0,0.0,10401.0,4877.0,252.0,290.0,239.0,288.0,70.0,127.0,14.0,36.0,13.0,6.0,41.0,27.0,25.0,14.0,3.0,22.0,8.0,71.0,119.0,95.0,38.0,4.0,0.0,22.0,42.0,0.0,67.0,315.0,398.0,222.0,6.0,730.0,11.0,16.0,12.0,1.0,523.0,3052.0,1818.0,497.0,466.0,12.0,16.0,29,0.0,0.0,137.0,8.0,18.0,FIFA 21,71
Steven Nzonzi,30.0,MF,Ligue 1,5,4,386,0,0,0,0,0,0,2.0,1.0,0.0,5364.0,1109.0,89.0,95.0,141.0,153.0,39.0,46.0,1.0,19.0,0.0,0.0,10.0,7.0,3.0,2.0,2.0,4.0,4.0,13.0,11.0,17.0,6.0,2.0,0.0,0.0,23.0,0.0,32.0,99.0,225.0,35.0,2.0,334.0,2.0,3.0,2.0,0.0,214.0,1008.0,493.0,259.0,248.0,0.0,1.0,3,0.0,0.0,47.0,20.0,9.0,FIFA 21,79
Steven Skrzybski,26.0,FW,Bundesliga,11,6,530,1,2,0,0,0,0,14.0,1.0,0.0,1243.0,349.0,46.0,56.0,27.0,41.0,6.0,14.0,7.0,9.0,3.0,1.0,12.0,3.0,0.0,5.0,1.0,3.0,13.0,55.0,30.0,82.0,55.0,2.0,0.0,11.0,3.0,0.0,5.0,29.0,94.0,105.0,18.0,218.0,7.0,13.0,8.0,0.0,155.0,646.0,354.0,251.0,146.0,16.0,13.0,3,0.0,0.0,33.0,1.0,13.0,FIFA 21,71
Steven Zuber,27.0,DF,Bundesliga,14,10,749,2,0,0,1,1,0,9.0,3.0,0.0,6328.0,2043.0,140.0,163.0,172.0,193.0,35.0,54.0,6.0,14.0,6.0,3.0,27.0,6.0,8.0,4.0,0.0,8.0,10.0,27.0,38.0,23.0,14.0,1.0,0.0,10.0,14.0,0.0,29.0,170.0,242.0,119.0,18.0,440.0,11.0,16.0,12.0,0.0,313.0,1539.0,882.0,350.0,318.0,8.0,7.0,7,0.0,0.0,77.0,2.0,4.0,FIFA 21,74
Stiven Mendoza,27.0,FW,Ligue 1,15,12,1101,5,0,0,0,2,0,23.0,9.0,1.0,4287.0,1306.0,148.0,185.0,87.0,116.0,22.0,45.0,6.0,27.0,9.0,2.0,35.0,11.0,6.0,9.0,3.0,3.0,17.0,68.0,35.0,142.0,88.0,2.0,1.0,19.0,5.0,1.0,7.0,66.0,313.0,249.0,33.0,559.0,27.0,46.0,29.0,2.0,456.0,2268.0,1442.0,569.0,413.0,42.0,35.0,21,0.0,0.0,72.0,8.0,19.0,FIFA 21,76
Stoppila Sunzu,30.0,DF,Ligue 1,17,14,1352,0,0,0,0,2,1,5.0,0.0,0.0,9900.0,3153.0,130.0,137.0,233.0,247.0,84.0,122.0,0.0,14.0,0.0,0.0,10.0,12.0,17.0,4.0,0.0,6.0,10.0,33.0,89.0,32.0,1.0,15.0,0.0,12.0,91.0,0.0,116.0,443.0,252.0,11.0,6.0,668.0,2.0,3.0,3.0,0.0,412.0,1497.0,574.0,403.0,390.0,1.0,3.0,17,0.0,1.0,118.0,35.0,22.0,FIFA 21,72
Streli Mamba,25.0,FW,Bundesliga,24,18,1521,5,2,0,0,5,0,25.0,10.0,0.0,3088.0,459.0,122.0,151.0,66.0,84.0,11.0,17.0,8.0,12.0,1.0,0.0,9.0,11.0,2.0,7.0,6.0,5.0,8.0,105.0,20.0,212.0,215.0,4.0,0.0,11.0,8.0,0.0,8.0,50.0,254.0,196.0,55.0,434.0,16.0,29.0,18.0,1.0,314.0,1547.0,850.0,575.0,299.0,43.0,33.0,36,1.0,0.0,70.0,17.0,27.0,FIFA 21,67
Stuart Armstrong,27.0,MF,Premier League,30,19,1715,5,3,0,0,4,0,46.0,19.0,0.0,7275.0,2375.0,255.0,301.0,157.0,199.0,37.0,63.0,16.0,33.0,24.0,4.0,60.0,25.0,27.0,14.0,8.0,13.0,33.0,129.0,115.0,187.0,106.0,5.0,0.0,19.0,22.0,1.0,48.0,167.0,412.0,368.0,49.0,863.0,31.0,53.0,33.0,2.0,593.0,3466.0,1879.0,732.0,560.0,37.0,29.0,26,0.0,0.0,169.0,10.0,29.0,FIFA 21,76
Stéphane Bahoken,27.0,FW,Ligue 1,20,10,907,4,0,1,1,3,0,20.0,9.0,0.0,2245.0,323.0,91.0,110.0,41.0,59.0,10.0,20.0,10.0,7.0,5.0,3.0,6.0,4.0,0.0,3.0,4.0,0.0,4.0,40.0,7.0,103.0,100.0,1.0,0.0,3.0,6.0,0.0,5.0,19.0,164.0,171.0,54.0,321.0,3.0,13.0,4.0,0.0,232.0,1064.0,438.0,473.0,254.0,36.0,27.0,24,0.0,0.0,34.0,10.0,36.0,FIFA 21,73
Suat Serdar,22.0,MF,Bundesliga,20,19,1599,7,0,0,0,2,0,37.0,15.0,0.0,7356.0,1735.0,163.0,193.0,149.0,184.0,60.0,84.0,9.0,41.0,9.0,0.0,47.0,46.0,20.0,32.0,12.0,16.0,47.0,131.0,120.0,217.0,76.0,8.0,0.0,30.0,11.0,0.0,23.0,167.0,476.0,215.0,34.0,774.0,46.0,72.0,49.0,2.0,588.0,3231.0,1805.0,536.0,437.0,24.0,51.0,29,0.0,0.0,179.0,15.0,15.0,FIFA 21,78
Suleiman Abdullahi,22.0,FW,Bundesliga,6,1,157,1,0,0,0,1,0,6.0,3.0,0.0,316.0,132.0,12.0,20.0,4.0,12.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,9.0,9.0,11.0,5.0,1.0,0.0,2.0,2.0,0.0,1.0,9.0,22.0,33.0,10.0,62.0,2.0,4.0,3.0,1.0,37.0,169.0,91.0,77.0,39.0,6.0,2.0,0,0.0,0.0,15.0,6.0,11.0,FIFA 21,70
Sven Bender,30.0,DF,Bundesliga,33,33,2726,2,1,0,0,3,0,18.0,4.0,0.0,49836.0,12098.0,581.0,623.0,1354.0,1417.0,364.0,433.0,3.0,72.0,4.0,0.0,88.0,44.0,37.0,28.0,6.0,27.0,28.0,137.0,161.0,154.0,21.0,15.0,0.0,45.0,169.0,3.0,235.0,1405.0,1552.0,80.0,30.0,2812.0,5.0,5.0,5.0,1.0,1987.0,9425.0,3788.0,2086.0,2046.0,6.0,8.0,25,0.0,0.0,389.0,121.0,59.0,FIFA 21,81
Sven Michel,29.0,FW,Bundesliga,29,13,1376,5,1,0,0,7,0,43.0,19.0,0.0,3650.0,796.0,136.0,182.0,77.0,122.0,16.0,30.0,21.0,15.0,7.0,1.0,27.0,7.0,3.0,5.0,9.0,5.0,14.0,88.0,31.0,146.0,172.0,3.0,0.0,15.0,7.0,0.0,8.0,42.0,276.0,331.0,71.0,584.0,24.0,53.0,31.0,3.0,410.0,1745.0,870.0,737.0,445.0,55.0,54.0,30,0.0,0.0,78.0,28.0,50.0,FIFA 21,69
Szymon Żurkowski,21.0,MF,Serie A,2,0,12,0,0,0,0,0,0,1.0,0.0,0.0,54.0,4.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,6.0,5.0,0.0,2.0,1,0.0,0.0,2.0,1.0,0.0,FIFA 21,70
Séamus Coleman,30.0,DF,Premier League,27,21,1839,0,1,0,0,5,1,8.0,3.0,0.0,14398.0,6119.0,388.0,432.0,339.0,429.0,76.0,143.0,8.0,66.0,13.0,4.0,80.0,31.0,30.0,17.0,3.0,21.0,14.0,78.0,113.0,81.0,22.0,10.0,0.0,33.0,56.0,1.0,87.0,434.0,633.0,329.0,30.0,1089.0,38.0,62.0,44.0,6.0,783.0,4137.0,2237.0,782.0,691.0,24.0,17.0,19,0.0,0.0,211.0,30.0,22.0,FIFA 21,79
Sébastien Corchia,28.0,DF,La Liga,3,3,269,0,0,0,0,1,0,3.0,1.0,0.0,2694.0,969.0,63.0,70.0,73.0,80.0,12.0,26.0,7.0,6.0,7.0,3.0,17.0,0.0,2.0,0.0,0.0,1.0,2.0,5.0,7.0,5.0,5.0,1.0,0.0,11.0,6.0,0.0,8.0,47.0,95.0,100.0,4.0,198.0,6.0,10.0,6.0,0.0,155.0,614.0,341.0,175.0,159.0,3.0,6.0,4,0.0,0.0,12.0,0.0,0.0,FIFA 21,75
Sébastien Haller,25.0,FW,Premier League,32,24,2266,7,1,0,0,1,0,55.0,27.0,0.0,7370.0,1480.0,312.0,436.0,151.0,222.0,33.0,49.0,24.0,48.0,14.0,2.0,45.0,17.0,10.0,9.0,2.0,3.0,25.0,126.0,44.0,303.0,224.0,7.0,0.0,27.0,24.0,1.0,31.0,96.0,609.0,403.0,122.0,1029.0,24.0,38.0,25.0,2.0,580.0,1924.0,859.0,1520.0,809.0,70.0,40.0,46,1.0,0.0,121.0,200.0,195.0,FIFA 21,81
Tahith Chong,19.0,FW,Premier League,3,0,37,0,0,0,0,0,0,1.0,0.0,0.0,136.0,36.0,4.0,6.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,10.0,2.0,20.0,1.0,3.0,1.0,0.0,20.0,99.0,52.0,23.0,17.0,2.0,0.0,2,0.0,0.0,2.0,0.0,2.0,FIFA 21,66
Takashi Inui,31.0,MF,La Liga,29,23,1960,2,3,0,0,2,0,38.0,11.0,0.0,6951.0,1449.0,247.0,297.0,152.0,208.0,29.0,62.0,19.0,24.0,11.0,3.0,36.0,17.0,8.0,13.0,7.0,11.0,31.0,101.0,86.0,193.0,134.0,5.0,0.0,28.0,14.0,0.0,13.0,100.0,368.0,430.0,70.0,822.0,18.0,40.0,19.0,3.0,613.0,3556.0,2131.0,806.0,567.0,38.0,38.0,31,1.0,0.0,143.0,15.0,29.0,FIFA 21,78
Takefusa Kubo,18.0,MF,La Liga,35,23,2312,4,4,0,0,4,0,54.0,25.0,6.0,8493.0,2565.0,284.0,349.0,207.0,272.0,34.0,84.0,34.0,40.0,33.0,8.0,77.0,25.0,16.0,14.0,5.0,16.0,34.0,126.0,130.0,236.0,126.0,1.0,0.0,31.0,11.0,0.0,15.0,156.0,492.0,617.0,103.0,1119.0,72.0,120.0,81.0,2.0,951.0,5738.0,3707.0,1060.0,841.0,61.0,75.0,35,2.0,0.0,148.0,9.0,25.0,FIFA 21,75
Takehiro Tomiyasu,20.0,DF,Serie A,29,29,2528,1,3,0,0,8,0,17.0,3.0,0.0,24691.0,10129.0,583.0,635.0,625.0,718.0,140.0,235.0,14.0,139.0,14.0,4.0,151.0,28.0,29.0,11.0,8.0,24.0,22.0,128.0,201.0,152.0,67.0,11.0,1.0,54.0,107.0,3.0,141.0,677.0,1001.0,448.0,29.0,1715.0,30.0,47.0,30.0,2.0,1177.0,7379.0,4419.0,1232.0,1165.0,23.0,18.0,37,0.0,0.0,267.0,52.0,50.0,FIFA 21,72
Takumi Minamino,24.0,FW,Premier League,10,2,249,0,0,0,0,0,0,9.0,2.0,0.0,1465.0,186.0,54.0,60.0,35.0,39.0,5.0,7.0,1.0,3.0,4.0,1.0,5.0,3.0,1.0,3.0,0.0,1.0,6.0,20.0,11.0,27.0,25.0,0.0,0.0,3.0,2.0,0.0,3.0,11.0,76.0,83.0,20.0,155.0,4.0,8.0,4.0,0.0,123.0,520.0,198.0,169.0,130.0,9.0,9.0,7,0.0,0.0,11.0,5.0,5.0,FIFA 21,77
Tammy Abraham,21.0,FW,Premier League,34,25,2215,15,3,0,0,2,0,88.0,35.0,0.0,4213.0,811.0,159.0,222.0,77.0,101.0,26.0,35.0,18.0,16.0,5.0,0.0,31.0,10.0,4.0,5.0,5.0,4.0,12.0,130.0,19.0,170.0,241.0,5.0,0.0,18.0,26.0,0.0,31.0,59.0,354.0,352.0,165.0,688.0,21.0,36.0,22.0,0.0,427.0,1627.0,826.0,1076.0,495.0,71.0,47.0,17,1.0,0.0,95.0,67.0,110.0,FIFA 21,78
Tanguy Ndombele,22.0,MF,Premier League,21,12,1009,2,2,0,0,3,0,9.0,4.0,0.0,9408.0,2731.0,228.0,261.0,229.0,256.0,58.0,81.0,13.0,49.0,10.0,0.0,60.0,19.0,12.0,14.0,1.0,10.0,17.0,56.0,79.0,107.0,40.0,4.0,0.0,23.0,8.0,0.0,20.0,142.0,460.0,219.0,26.0,758.0,36.0,50.0,38.0,2.0,614.0,2758.0,1617.0,611.0,563.0,15.0,16.0,14,0.0,0.0,109.0,5.0,7.0,FIFA 21,80
Tariq Lamptey,18.0,DF,Premier League,9,7,620,0,1,0,0,2,0,2.0,0.0,0.0,3140.0,922.0,87.0,105.0,85.0,111.0,12.0,23.0,5.0,11.0,7.0,5.0,14.0,3.0,9.0,2.0,0.0,2.0,9.0,20.0,40.0,33.0,21.0,1.0,0.0,12.0,15.0,1.0,22.0,113.0,145.0,117.0,12.0,293.0,23.0,30.0,24.0,1.0,219.0,1087.0,692.0,201.0,176.0,11.0,14.0,13,0.0,0.0,63.0,4.0,8.0,FIFA 21,66
Teemu Pukki,29.0,FW,Premier League,36,33,2886,11,3,2,2,3,0,80.0,32.0,0.0,5884.0,667.0,263.0,297.0,116.0,145.0,22.0,31.0,28.0,14.0,6.0,2.0,16.0,12.0,4.0,5.0,8.0,2.0,35.0,160.0,48.0,247.0,307.0,3.0,0.0,19.0,9.0,0.0,14.0,70.0,316.0,453.0,177.0,725.0,27.0,46.0,28.0,6.0,507.0,2622.0,1433.0,1143.0,531.0,50.0,37.0,23,0.0,0.0,113.0,6.0,50.0,FIFA 21,76
Theo Hernández,21.0,DF,Serie A,33,32,2817,6,3,0,0,10,0,49.0,17.0,0.0,28699.0,9321.0,877.0,977.0,636.0,742.0,143.0,221.0,40.0,106.0,40.0,14.0,159.0,48.0,47.0,21.0,7.0,27.0,35.0,165.0,229.0,182.0,77.0,8.0,0.0,58.0,53.0,1.0,102.0,658.0,1231.0,753.0,95.0,2101.0,59.0,94.0,60.0,6.0,1640.0,9457.0,6438.0,1714.0,1576.0,29.0,43.0,33,1.0,1.0,270.0,42.0,21.0,FIFA 21,80
Theo Walcott,30.0,MF,Premier League,25,17,1287,2,3,0,0,1,0,28.0,10.0,0.0,4309.0,1263.0,146.0,192.0,95.0,135.0,21.0,46.0,19.0,19.0,18.0,6.0,34.0,8.0,10.0,5.0,2.0,5.0,9.0,45.0,53.0,85.0,51.0,1.0,0.0,17.0,5.0,0.0,8.0,76.0,220.0,312.0,77.0,564.0,21.0,36.0,24.0,2.0,416.0,1854.0,1098.0,566.0,397.0,28.0,29.0,9,0.0,0.0,101.0,7.0,18.0,FIFA 21,76
Theodor Gebre Selassie,32.0,DF,Bundesliga,28,28,2427,2,2,0,0,2,0,11.0,3.0,0.0,19319.0,7571.0,512.0,577.0,473.0,549.0,111.0,162.0,18.0,70.0,22.0,9.0,102.0,30.0,23.0,16.0,5.0,19.0,23.0,113.0,161.0,131.0,48.0,7.0,0.0,43.0,113.0,1.0,121.0,512.0,868.0,341.0,44.0,1406.0,7.0,19.0,9.0,0.0,916.0,4219.0,2168.0,1087.0,981.0,22.0,15.0,24,1.0,0.0,173.0,61.0,42.0,FIFA 21,76
Thibaut Vargas,19.0,DF,Ligue 1,3,2,151,0,0,0,0,0,0,0.0,0.0,0.0,875.0,236.0,22.0,28.0,18.0,25.0,6.0,12.0,2.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,6.0,16.0,11.0,6.0,2.0,0.0,0.0,3.0,0.0,4.0,27.0,30.0,38.0,2.0,74.0,1.0,4.0,1.0,0.0,50.0,285.0,139.0,55.0,47.0,6.0,3.0,2,0.0,0.0,17.0,0.0,2.0,FIFA 21,60
Thierry Ambrose,22.0,FW,Ligue 1,18,4,548,0,0,0,0,1,0,23.0,4.0,0.0,2513.0,752.0,66.0,83.0,56.0,74.0,15.0,25.0,11.0,20.0,7.0,3.0,17.0,5.0,1.0,4.0,2.0,1.0,7.0,37.0,25.0,53.0,44.0,0.0,0.0,5.0,3.0,0.0,4.0,30.0,138.0,174.0,34.0,310.0,24.0,45.0,27.0,1.0,256.0,1602.0,1067.0,304.0,229.0,20.0,25.0,7,0.0,0.0,50.0,21.0,18.0,FIFA 21,68
Thilo Kehrer,22.0,DF,Ligue 1,7,5,480,1,0,0,0,0,0,4.0,3.0,0.0,6697.0,1550.0,161.0,172.0,181.0,189.0,30.0,33.0,2.0,19.0,2.0,0.0,16.0,6.0,4.0,3.0,3.0,3.0,6.0,16.0,19.0,23.0,11.0,1.0,0.0,2.0,5.0,0.0,25.0,145.0,256.0,59.0,5.0,407.0,0.0,2.0,0.0,0.0,326.0,1771.0,896.0,345.0,335.0,0.0,2.0,6,0.0,0.0,52.0,12.0,10.0,FIFA 21,77
Thomas Basila,20.0,DF,Ligue 1,7,3,415,0,0,0,0,1,0,1.0,0.0,0.0,4086.0,1411.0,77.0,88.0,104.0,117.0,27.0,42.0,1.0,11.0,1.0,1.0,8.0,1.0,2.0,4.0,0.0,4.0,1.0,12.0,16.0,12.0,0.0,1.0,0.0,2.0,27.0,0.0,15.0,93.0,170.0,35.0,3.0,267.0,1.0,1.0,1.0,0.0,166.0,602.0,236.0,182.0,176.0,1.0,2.0,3,0.0,0.0,51.0,3.0,3.0,FIFA 21,64
Thomas Delaine,27.0,DF,Ligue 1,16,14,1254,0,0,0,0,4,0,7.0,4.0,0.0,7868.0,3182.0,234.0,260.0,187.0,273.0,41.0,110.0,11.0,37.0,11.0,6.0,33.0,14.0,20.0,6.0,1.0,9.0,12.0,48.0,103.0,79.0,22.0,2.0,0.0,26.0,28.0,0.0,31.0,232.0,398.0,280.0,22.0,684.0,18.0,32.0,19.0,2.0,522.0,3687.0,2435.0,541.0,473.0,18.0,17.0,21,0.0,0.0,105.0,3.0,16.0,FIFA 21,73
Thomas Delaney,27.0,MF,Bundesliga,11,11,830,0,0,0,0,4,0,3.0,0.0,0.0,9520.0,1767.0,216.0,234.0,218.0,243.0,64.0,92.0,1.0,38.0,0.0,0.0,30.0,16.0,11.0,12.0,2.0,6.0,9.0,50.0,55.0,84.0,16.0,7.0,0.0,9.0,38.0,0.0,37.0,205.0,451.0,89.0,9.0,696.0,4.0,7.0,4.0,1.0,439.0,1539.0,670.0,504.0,477.0,3.0,6.0,20,0.0,0.0,105.0,22.0,14.0,FIFA 21,81
Thomas Foket,24.0,DF,Ligue 1,27,27,2430,0,1,0,0,3,0,8.0,1.0,0.0,19557.0,6427.0,448.0,507.0,460.0,538.0,128.0,206.0,24.0,55.0,25.0,13.0,82.0,36.0,31.0,17.0,7.0,24.0,21.0,103.0,138.0,117.0,45.0,5.0,0.0,32.0,84.0,1.0,89.0,569.0,735.0,374.0,29.0,1264.0,15.0,28.0,16.0,0.0,849.0,5537.0,3448.0,934.0,829.0,13.0,14.0,26,0.0,1.0,214.0,22.0,32.0,FIFA 21,77
Thomas Lemar,23.0,MF,La Liga,22,10,925,0,0,0,0,2,0,11.0,3.0,3.0,5903.0,1759.0,147.0,170.0,122.0,143.0,42.0,70.0,6.0,29.0,10.0,2.0,47.0,9.0,5.0,5.0,2.0,4.0,8.0,48.0,66.0,97.0,33.0,0.0,0.0,18.0,3.0,0.0,7.0,68.0,301.0,205.0,11.0,486.0,21.0,38.0,23.0,1.0,374.0,2175.0,1183.0,420.0,353.0,24.0,10.0,7,0.0,0.0,77.0,9.0,8.0,FIFA 21,81
Thomas Mangani,32.0,MF,Ligue 1,24,21,1871,2,2,0,0,0,0,30.0,6.0,4.0,19695.0,7316.0,507.0,569.0,403.0,474.0,146.0,285.0,52.0,94.0,35.0,14.0,135.0,23.0,14.0,16.0,4.0,13.0,47.0,122.0,119.0,307.0,71.0,3.0,0.0,26.0,31.0,1.0,34.0,304.0,923.0,437.0,35.0,1404.0,23.0,28.0,24.0,1.0,1021.0,4706.0,2222.0,1161.0,1070.0,19.0,25.0,25,0.0,0.0,209.0,18.0,27.0,FIFA 21,75
Thomas Meunier,27.0,DF,Ligue 1,16,14,1242,0,1,0,0,3,0,4.0,2.0,0.0,14310.0,3483.0,335.0,381.0,331.0,380.0,95.0,129.0,18.0,42.0,18.0,9.0,55.0,16.0,8.0,14.0,6.0,15.0,17.0,58.0,76.0,68.0,42.0,5.0,0.0,25.0,25.0,0.0,30.0,247.0,499.0,364.0,36.0,918.0,9.0,19.0,11.0,2.0,665.0,3484.0,1982.0,736.0,671.0,6.0,7.0,20,0.0,0.0,143.0,14.0,13.0,FIFA 21,81
Thomas Monconduit,28.0,MF,Ligue 1,19,15,1364,0,0,0,0,8,0,11.0,2.0,0.0,11118.0,3669.0,214.0,246.0,228.0,269.0,95.0,164.0,10.0,66.0,4.0,1.0,68.0,14.0,6.0,16.0,1.0,8.0,21.0,77.0,82.0,184.0,44.0,3.0,0.0,13.0,31.0,0.0,37.0,151.0,582.0,174.0,9.0,795.0,11.0,17.0,12.0,0.0,536.0,2658.0,1431.0,619.0,550.0,21.0,17.0,32,0.0,0.0,149.0,23.0,16.0,FIFA 21,72
Thomas Müller,29.0,MF,Bundesliga,33,26,2255,8,21,0,0,5,0,53.0,20.0,0.0,17967.0,4485.0,453.0,551.0,436.0,545.0,102.0,177.0,82.0,91.0,75.0,27.0,149.0,40.0,9.0,31.0,10.0,20.0,55.0,212.0,85.0,270.0,215.0,5.0,0.0,34.0,12.0,0.0,12.0,112.0,768.0,848.0,172.0,1578.0,23.0,45.0,26.0,0.0,1084.0,4608.0,2723.0,1652.0,1280.0,57.0,25.0,17,0.0,0.0,158.0,37.0,48.0,FIFA 21,86
