Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_S,Att_S,Cmp%_S,Cmp_M,Att_M,Cmp%_M,Cmp_L,Att_L,Cmp%_L,Ast,KP,pass13,PPA,CrsPA,Prog
1414,Lukas Lerager\Lukas-Lerager,dk DEN,MF,Bordeaux,fr Ligue 1,24,1993,36.5,1247,1626,76.7,22538,6623,28,71,39.4,983,1198,82.1,236,357,66.1,1,22,127,26,4,164
1415,Mehdi Léris\Mehdi-Leris,fr FRA,MFFW,Chievo,it Serie A,19,1998,0.5,9,14,64.3,131,12,0,0,,8,10,80,1,4,25,0,0,0,0,0,0
1416,Jefferson Lerma\Jefferson-Lerma,co COL,MF,Levante,es La Liga,22,1994,23.7,891,1098,81.1,16466,4254,8,17,47.1,714,842,84.8,169,239,70.7,1,16,92,8,0,92
1417,Maxime Lestienne\Maxime-Lestienne,be BEL,MFFW,Málaga,es La Liga,25,1992,7.4,159,232,68.5,2720,757,2,9,22.2,131,166,78.9,26,57,45.6,1,8,7,5,3,20
1418,Alexandre Letellier\Alexandre-Letellier,fr FRA,GK,Angers,fr Ligue 1,26,1990,13,161,256,62.9,6538,4913,0,0,,55,56,98.2,106,200,53,0,0,7,0,0,0
1419,Gaetano Letizia\Gaetano-Letizia,it ITA,DF,Benevento,it Serie A,27,1990,23.8,993,1285,77.3,19929,6454,14,42,33.3,746,871,85.6,233,372,62.6,0,22,74,18,10,127
1420,Timo Letschert\Timo-Letschert,nl NED,DF,Sassuolo,it Serie A,24,1993,4.6,175,217,80.6,3216,1465,3,5,60,138,157,87.9,34,55,61.8,0,1,12,0,0,21
1421,Robert Lewandowski\Robert-Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,28,1988,24.1,480,613,78.3,7081,1146,18,40,45,411,504,81.5,51,69,73.9,2,23,28,18,0,39
1422,Igor Lewczuk\Igor-Lewczuk,pl POL,DF,Bordeaux,fr Ligue 1,32,1985,4.9,143,185,77.3,2729,1064,1,5,20,110,129,85.3,32,51,62.7,0,6,10,5,3,17
1423,Stephan Lichtsteiner\Stephan-Lichtsteiner,ch SUI,DF,Juventus,it Serie A,33,1984,18.9,1009,1239,81.4,18526,7105,12,36,33.3,803,905,88.7,194,298,65.1,2,8,87,16,9,107
1424,Dimitri Liénard\Dimitri-Lienard,fr FRA,MF,Strasbourg,fr Ligue 1,29,1988,28.9,1210,1679,72.1,26799,7452,16,56,28.6,800,911,87.8,394,712,55.3,5,65,114,30,16,203
1425,Philipp Lienhart\Philipp-Lienhart,at AUT,DF,Freiburg,de Bundesliga,21,1996,9.6,323,405,79.8,7010,2444,0,5,0,217,233,93.1,106,167,63.5,0,1,21,0,0,25
1426,Lucas Lima\Lucas-Lima,br BRA,DFFW,Nantes,fr Ligue 1,25,1991,29.5,957,1516,63.1,18210,11170,19,68,27.9,715,922,77.5,223,526,42.4,3,55,104,48,27,264
1427,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,eng Premier League,23,1994,14.3,693,771,89.9,13128,4610,15,23,65.2,526,566,92.9,152,182,83.5,0,2,37,2,0,45
1428,Karol Linetty\Karol-Linetty,pl POL,MF,Sampdoria,it Serie A,22,1995,23.8,839,1040,80.7,13149,3703,34,66,51.5,701,818,85.7,104,156,66.7,1,24,70,30,2,112
1429,Jesse Lingard\Jesse-Lingard,eng ENG,MFFW,Manchester Utd,eng Premier League,24,1992,20.2,821,974,84.3,12034,2616,50,73,68.5,663,754,87.9,108,147,73.5,5,27,63,23,1,76
1430,Pol Lirola\Pol-Lirola,es ESP,DFMF,Sassuolo,it Serie A,19,1997,22.5,636,941,67.6,11516,5496,10,34,29.4,502,619,81.1,124,288,43.1,2,22,66,16,13,110
1431,Jake Livermore\Jake-Livermore,eng ENG,MF,West Brom,eng Premier League,27,1989,29.7,871,1126,77.4,17576,4609,11,39,28.2,628,748,84,232,339,68.4,2,20,119,11,5,114
1432,Raúl Lizoain\Raul-Lizoain,es ESP,GK,Las Palmas,es La Liga,26,1991,11,207,267,77.5,5348,3276,1,1,100,124,127,97.6,82,139,59,0,0,0,0,0,0
1433,Adem Ljajić\Adem-Ljajic,rs SRB,MFFW,Torino,it Serie A,25,1991,24.1,1009,1276,79.1,16207,5248,13,41,31.7,856,997,85.9,140,238,58.8,10,67,80,61,6,177
1434,Diego Llorente\Diego-Llorente,es ESP,DF,Real Sociedad,es La Liga,23,1993,25.8,1329,1524,87.2,29693,8604,5,15,33.3,875,954,91.7,449,555,80.9,1,1,115,5,0,88
1435,Fernando Llorente\Fernando-Llorente,es ESP,FWDF,Tottenham,eng Premier League,32,1985,2.6,56,83,67.5,624,116,2,5,40,53,73,72.6,1,5,20,0,5,1,2,0,5
1436,Marcos Llorente\Marcos-Llorente,es ESP,MF,Real Madrid,es La Liga,22,1995,6.2,392,428,91.6,7429,1485,5,10,50,304,325,93.5,83,93,89.2,0,3,46,3,0,24
1437,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,eng Premier League,30,1986,36,748,956,78.2,22373,12440,2,3,66.7,343,344,99.7,403,609,66.2,0,0,6,1,0,0
1438,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MF,Paris S-G,fr Ligue 1,21,1996,19.7,1387,1549,89.5,25487,5369,43,67,64.2,1030,1126,91.5,314,356,88.2,2,14,104,32,3,126
1439,Simone Lo Faso\Simone-Lo-Faso,it ITA,FW,Fiorentina,it Serie A,19,1998,0.4,29,31,93.5,480,36,1,2,50,22,23,95.7,6,6,100,0,1,1,0,0,1
1440,Stanislav Lobotka\Stanislav-Lobotka,sk SVK,MF,Celta Vigo,es La Liga,22,1994,34,1858,2065,90,35542,9686,18,29,62.1,1431,1565,91.4,409,471,86.8,0,10,169,10,0,157
1441,Jürgen Locadia\Jurgen-Locadia,nl NED,FWMF,Brighton,eng Premier League,23,1993,2.5,35,50,70,677,180,3,7,42.9,23,33,69.7,9,10,90,1,1,4,0,0,5
1442,Manuel Locatelli\Manuel-Locatelli,it ITA,MF,Milan,it Serie A,19,1998,7.6,462,544,84.9,8709,2096,7,10,70,367,403,91.1,88,131,67.2,0,10,38,7,0,47
1443,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MFFW,Crystal Palace,eng Premier League,21,1996,20.8,582,711,81.9,8808,2729,25,51,49,488,558,87.5,69,102,67.6,3,23,58,30,2,81
1444,Enzo Loiodice\Enzo-Loiodice,fr FRA,MF,Dijon,fr Ligue 1,16,2000,1.9,80,97,82.5,1449,208,0,2,0,68,77,88.3,12,18,66.7,0,0,8,0,0,8
1445,Joe Lolley\Joe-Lolley,eng ENG,MFFW,Huddersfield,eng Premier League,24,1992,2.5,51,76,67.1,916,333,0,2,0,40,54,74.1,11,20,55,0,1,10,2,1,10
1446,David Lombán\David-Lomban,es ESP,DF,Eibar,es La Liga,30,1987,11.1,370,471,78.6,9331,3186,1,5,20,210,253,83,159,213,74.6,0,1,38,0,0,36
1447,Cristiano Lombardi\Cristiano-Lombardi,it ITA,DFMF,Benevento,it Serie A,21,1995,12.4,248,356,69.7,4196,1026,3,29,10.3,206,263,78.3,39,64,60.9,2,15,12,12,11,26
1448,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,eng Premier League,26,1990,16,400,581,68.8,9725,3532,4,16,25,244,324,75.3,152,241,63.1,2,2,29,1,0,29
1449,Shane Long\Shane-Long,ie IRL,FW,Southampton,eng Premier League,30,1987,17.6,269,418,64.4,3923,646,11,36,30.6,228,319,71.5,30,63,47.6,1,19,15,7,4,24
1450,Ademola Lookman\Ademola-Lookman,eng ENG,MFFW,Everton,eng Premier League,19,1997,1.8,38,48,79.2,572,134,0,3,0,32,38,84.2,6,7,85.7,0,2,2,0,0,4
1451,Ademola Lookman\Ademola-Lookman,eng ENG,MFFW,RB Leipzig,de Bundesliga,19,1997,6.4,176,236,74.6,2641,819,2,11,18.2,155,189,82,19,36,52.8,3,17,13,7,0,29
1452,Anthony Lopes\Anthony-Lopes,pt POR,GK,Lyon,fr Ligue 1,26,1990,34,632,811,77.9,18290,9058,2,2,100,292,292,100,338,517,65.4,0,0,4,1,0,1
1453,Rony Lopes\Rony-Lopes,pt POR,FWMF,Monaco,fr Ligue 1,21,1995,28.1,579,841,68.8,8700,2530,17,60,28.3,491,618,79.4,71,163,43.6,6,39,40,43,11,81
1454,Pedro López Muñoz\Pedro-Lopez-Munoz,es ESP,DF,Levante,es La Liga,33,1983,17.7,588,799,73.6,10837,5655,2,14,14.3,475,580,81.9,111,205,54.1,0,10,45,15,8,141
1455,Adrián López\Adrian-Lopez,es ESP,FWMF,La Coruña,es La Liga,29,1988,26,620,921,67.3,9557,2995,3,26,11.5,544,746,72.9,73,149,49,6,34,48,29,4,100
1456,Alberto López\Alberto-Lopez,es ESP,DF,Málaga,es La Liga,22,1995,0.5,15,22,68.2,163,62,1,1,100,14,18,77.8,0,3,0,0,0,3,0,0,0
1457,Andoni López\Andoni-Lopez,es ESP,DF,Athletic Club,es La Liga,21,1996,1,33,43,76.7,734,146,0,1,0,24,29,82.8,9,13,69.2,0,0,0,0,0,2
1458,David López\David-Lopez,es ESP,DFMF,Espanyol,es La Liga,27,1989,37,1539,1917,80.3,33310,12871,15,35,42.9,1034,1181,87.6,490,701,69.9,0,8,108,6,1,113
1459,Diego López\Diego-Lopez,es ESP,GK,Espanyol,es La Liga,35,1981,10.5,113,204,55.4,4289,3086,0,0,,35,37,94.6,78,167,46.7,0,0,0,0,0,0
1460,Iván López\Ivan-Lopez,es ESP,DF,Levante,es La Liga,23,1993,1.9,75,98,76.5,1544,796,0,1,0,60,66,90.9,15,31,48.4,1,1,3,5,1,21
1461,Javi López\Javi-Lopez,es ESP,DF,Espanyol,es La Liga,31,1986,10.7,435,601,72.4,7596,3433,3,15,20,365,455,80.2,67,131,51.1,0,6,28,7,3,72
1462,Lisandro López\Lisandro-Lopez,ar ARG,DF,Inter,it Serie A,27,1989,0.5,24,26,92.3,448,112,0,1,0,21,21,100,3,4,75,0,0,0,0,0,0
1463,Maxi López\Maxi-Lopez,ar ARG,FW,Udinese,it Serie A,33,1984,18.7,249,363,68.6,3363,944,11,28,39.3,215,291,73.9,23,44,52.3,2,18,18,14,0,38
1464,Maxime Lopez\Maxime-Lopez,fr FRA,MF,Marseille,fr Ligue 1,19,1997,15.3,1238,1396,88.7,21119,6850,24,37,64.9,997,1071,93.1,217,288,75.3,0,32,134,22,10,157
1465,Pau López\Pau-Lopez,es ESP,GK,Espanyol,es La Liga,22,1994,27.5,342,628,54.5,13396,9458,3,4,75,118,122,96.7,221,502,44,0,3,9,0,0,0
1466,Pedro López\Pedro-Lopez,es ESP,GK,Betis,es La Liga,22,1995,4.6,113,143,79,2953,2084,0,0,,65,65,100,48,78,61.5,0,0,0,0,0,0
1467,Víctor López\Victor-Lopez,es ESP,MFFW,Alavés,es La Liga,20,1997,0.7,10,18,55.6,261,138,0,2,0,5,8,62.5,5,8,62.5,0,3,0,2,1,3
1468,Jonas Lössl\Jonas-Lossl,dk DEN,GK,Huddersfield,eng Premier League,28,1989,38,689,1173,58.7,29232,21386,1,1,100,191,195,97.9,497,977,50.9,1,4,37,2,2,4
1469,Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,eng Premier League,28,1989,23.6,1546,1758,87.9,33092,10274,12,20,60,1057,1144,92.4,477,594,80.3,1,7,92,9,2,86
1470,Chris Löwe\Chris-Lowe,de GER,DF,Huddersfield,eng Premier League,28,1989,17.6,575,841,68.4,11200,4680,4,28,14.3,428,530,80.8,143,283,50.5,0,5,44,7,4,90
1471,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,eng Premier League,28,1989,25.5,766,1153,66.4,16595,6964,7,36,19.4,513,646,79.4,246,471,52.2,3,14,65,23,13,144
1472,Anthony Lozano\Anthony-Lozano,hn HON,FWMF,Girona,es La Liga,24,1993,5.3,75,114,65.8,1221,292,1,2,50,59,84,70.2,15,28,53.6,0,4,5,2,2,11
1473,Fabio Lucioni\Fabio-Lucioni,it ITA,DF,Benevento,it Serie A,29,1987,8,219,295,74.2,5794,2041,0,1,0,122,145,84.1,97,149,65.1,0,1,12,0,0,14
1474,José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,es La Liga,22,1995,32.4,1259,1614,78,22756,8579,10,33,30.3,1047,1220,85.8,202,361,56,2,38,99,40,18,163
1475,José Luis Morales\Jose-Luis-Morales,es ESP,MFFW,Levante,es La Liga,30,1987,33.9,640,1011,63.3,12067,3983,4,56,7.1,507,703,72.1,129,252,51.2,8,47,60,56,16,133
1476,José Luis Palomino\Jose-Luis-Palomino,ar ARG,DF,Atalanta,it Serie A,27,1990,22,949,1128,84.1,20236,6487,3,17,17.6,640,727,88,306,384,79.7,0,2,55,5,4,70
1477,Filipe Luís\Filipe-Luis,br BRA,DF,Atlético Madrid,es La Liga,31,1985,18.4,904,1132,79.9,14905,6068,13,36,36.1,783,895,87.5,108,201,53.7,2,19,62,19,7,117
1478,Luisinho\Luisinho,pt POR,DF,La Coruña,es La Liga,32,1985,29.1,1141,1517,75.2,21105,9666,7,29,24.1,939,1111,84.5,195,377,51.7,1,19,86,23,16,153
1479,David Luiz\David-Luiz,br BRA,DFMF,Chelsea,eng Premier League,30,1987,9.3,412,494,83.4,9930,2710,2,6,33.3,240,268,89.6,170,220,77.3,0,2,36,2,0,27
1480,Douglas Luiz\Douglas-Luiz,br BRA,MFFW,Girona,es La Liga,19,1998,3.6,110,143,76.9,1971,508,1,3,33.3,89,106,84,20,34,58.8,0,5,13,2,1,14
1481,Everton Luiz\Everton-Luiz,br BRA,MF,SPAL,it Serie A,29,1988,7.1,194,236,82.2,3243,721,0,7,0,167,189,88.4,27,40,67.5,0,4,12,2,1,16
1482,Jordan Lukaku\Jordan-Lukaku,be BEL,DFMF,Lazio,it Serie A,23,1994,15.1,593,752,78.9,9308,3223,11,36,30.6,512,596,85.9,70,120,58.3,1,22,25,26,17,70
1483,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Manchester Utd,eng Premier League,24,1993,31.9,495,747,66.3,6960,1582,26,67,38.8,419,585,71.6,50,95,52.6,7,32,35,36,6,62
1484,Lars Lukas Mai\Lars-Lukas-Mai,de GER,DF,Bayern Munich,de Bundesliga,17,2000,2,101,114,88.6,1963,483,1,2,50,77,83,92.8,23,29,79.3,0,0,1,0,0,2
1485,Dodi Lukebakio\Dodi-Lukebakio,cd COD,MF,Watford,eng Premier League,19,1997,0.2,6,8,75,126,47,0,0,,3,3,100,3,5,60,0,1,2,0,0,2
1486,Saša Lukić\Sasa-Lukic,rs SRB,MF,Levante,es La Liga,20,1996,11,301,367,82,5346,1443,0,4,0,251,294,85.4,50,69,72.5,2,10,18,4,0,33
1487,Senad Lulić\Senad-Lulic,ba BIH,DFMF,Lazio,it Serie A,31,1986,27,1101,1475,74.6,21186,7073,23,61,37.7,817,1008,81.1,261,406,64.3,4,35,79,38,22,172
1488,Levi Lumeka\Levi-Lumeka,eng ENG,FW,Crystal Palace,eng Premier League,18,1998,0.3,5,11,45.5,48,21,0,2,0,5,6,83.3,0,3,0,0,0,1,0,0,1
1489,Antonio Luna\Antonio-Luna,es ESP,DF,Levante,es La Liga,26,1991,22.5,656,963,68.1,12714,6531,7,16,43.8,511,636,80.3,138,311,44.4,2,16,51,26,10,148
1490,Arnaud Lusamba\Arnaud-Lusamba,fr FRA,MF,Nice,fr Ligue 1,20,1997,1.8,72,86,83.7,1288,280,1,4,25,55,64,85.9,16,18,88.9,0,3,5,1,0,5
1491,Fabian Lustenberger\Fabian-Lustenberger,ch SUI,MFDF,Hertha BSC,de Bundesliga,29,1988,17.6,701,846,82.9,15924,3438,5,12,41.7,433,498,86.9,263,336,78.3,0,7,40,5,1,56
1492,Andreas Luthe\Andreas-Luthe,de GER,GK,Augsburg,de Bundesliga,30,1987,2,64,80,80,1963,1008,1,1,100,25,25,100,38,54,70.4,0,0,0,0,0,0
1493,Lyanco\Lyanco,br BRA,DF,Torino,it Serie A,20,1997,3.5,138,162,85.2,3063,1173,0,1,0,92,97,94.8,46,64,71.9,0,0,10,1,0,17
1494,Charalambos Lykogiannis\Charalambos-Lykogiannis,gr GRE,DF,Cagliari,it Serie A,23,1993,7.6,167,290,57.6,3101,1520,2,14,14.3,126,180,70,39,96,40.6,1,2,9,5,3,41
1495,Cheikh M'Bengue\Cheikh-MBengue,sn SEN,DF,Saint-Étienne,fr Ligue 1,29,1988,5.4,158,211,74.9,3129,1577,7,10,70,106,128,82.8,45,73,61.6,1,1,22,3,0,30
1496,Raïs M'Bolhi\Rais-MBolhi,dz ALG,GK,Rennes,fr Ligue 1,31,1986,1,8,20,40,286,158,0,0,,4,4,100,4,16,25,0,0,1,0,0,0
1497,Yann M'Vila\Yann-MVila,fr FRA,MF,Saint-Étienne,fr Ligue 1,27,1990,16.4,1100,1276,86.2,23751,7440,13,23,56.5,738,809,91.2,349,444,78.6,0,5,124,11,2,115
1498,Zinédine Machach\Zinedine-Machach,fr FRA,FWMF,Toulouse,fr Ligue 1,21,1996,2.1,30,48,62.5,529,196,1,5,20,24,33,72.7,5,10,50,0,1,2,1,1,5
1499,Pablo Maffeo\Pablo-Maffeo,es ESP,MFDF,Girona,es La Liga,20,1997,29.4,838,1216,68.9,15685,4889,10,30,33.3,651,821,79.3,177,365,48.5,0,27,59,38,21,125
1500,Christian Maggio\Christian-Maggio,it ITA,DF,Napoli,it Serie A,35,1982,7.1,386,464,83.2,6222,1931,2,8,25,343,398,86.2,41,58,70.7,0,4,21,5,2,38
1501,Francesco Magnanelli\Francesco-Magnanelli,it ITA,MF,Sassuolo,it Serie A,32,1984,27.7,1361,1674,81.3,29541,7970,27,43,62.8,923,1045,88.3,411,586,70.1,0,27,143,23,2,177
1502,Harry Maguire\Harry-Maguire,eng ENG,DF,Leicester City,eng Premier League,24,1993,38,1337,1727,77.4,31638,11313,12,36,33.3,802,963,83.3,523,728,71.8,4,13,150,7,1,117
1503,Hicham Mahou\Hicham-Mahou,fr FRA,FWMF,Nice,fr Ligue 1,18,1999,0.6,20,25,80,327,42,1,2,50,15,16,93.8,4,7,57.1,0,0,0,1,0,2
1504,Riyad Mahrez\Riyad-Mahrez,dz ALG,MFFW,Leicester City,eng Premier League,26,1991,32.8,1059,1447,73.2,21119,6903,34,81,42,757,920,82.3,268,446,60.1,10,62,122,50,7,210
1505,Thiago Maia\Thiago-Maia,br BRA,MFDF,Lille,fr Ligue 1,20,1997,27.4,1449,1718,84.3,28506,8540,29,61,47.5,1036,1160,89.3,384,497,77.3,0,14,153,12,2,166
1506,Arne Maier\Arne-Maier,de GER,MF,Hertha BSC,de Bundesliga,18,1999,13.6,529,640,82.7,9723,2199,8,26,30.8,394,453,87,127,161,78.9,1,8,41,6,0,51
1507,Sebastian Maier\Sebastian-Maier,de GER,MF,Hannover 96,de Bundesliga,23,1993,2.9,89,132,67.4,1724,616,6,9,66.7,60,80,75,23,43,53.5,0,3,7,4,1,18
1508,Domenico Maietta\Domenico-Maietta,it ITA,DF,Bologna,it Serie A,34,1982,5.2,210,246,85.4,4902,1663,0,1,0,121,131,92.4,89,114,78.1,0,0,17,2,0,15
1509,Habib Maïga\Habib-Maiga,ci CIV,MFDF,Saint-Étienne,fr Ligue 1,21,1996,7.9,278,369,75.3,5038,1733,3,16,18.8,218,249,87.6,57,104,54.8,0,9,28,5,1,32
1510,Mike Maignan\Mike-Maignan,fr FRA,GK,Lille,fr Ligue 1,21,1995,33.7,670,864,77.5,18261,11115,3,4,75,388,393,98.7,279,467,59.7,0,0,6,0,0,0
1511,Linton Maina\Linton-Maina,de GER,MF,Hannover 96,de Bundesliga,18,1999,0.1,16,18,88.9,227,92,0,0,,15,17,88.2,1,1,100,1,3,1,1,0,3
1512,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DFMF,Arsenal,eng Premier League,19,1997,10.2,501,600,83.5,8376,2765,9,25,36,410,462,88.7,82,113,72.6,0,6,31,17,3,46
1513,Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,FWMF,Nice,fr Ligue 1,19,1998,2.7,95,106,89.6,1480,262,2,3,66.7,84,89,94.4,9,14,64.3,0,0,4,2,1,7
1514,Nemanja Maksimović\Nemanja-Maksimovic,rs SRB,MFFW,Valencia,es La Liga,22,1995,6.2,217,262,82.8,3791,893,1,1,100,184,210,87.6,32,51,62.7,0,9,15,6,1,21
1515,Nikola Maksimović\Nikola-Maksimovic,rs SRB,DF,Napoli,it Serie A,25,1991,1.1,56,59,94.9,1332,356,0,0,,37,39,94.9,19,20,95,0,0,8,0,0,4
1516,Malcom\Malcom,br BRA,FWMF,Bordeaux,fr Ligue 1,20,1997,31.7,1146,1531,74.9,19929,5753,24,62,38.7,903,1060,85.2,219,409,53.5,7,86,84,71,12,200
1517,Kévin Malcuit\Kevin-Malcuit,ma MAR,DF,Lille,fr Ligue 1,26,1991,20.2,900,1150,78.3,14652,6735,28,56,50,739,865,85.4,133,229,58.1,5,24,61,21,13,138
1518,Yunus Mallı\Yunus-Malli,tr TUR,FWMF,Wolfsburg,de Bundesliga,25,1992,24.9,653,859,76,10565,3160,10,37,27,549,651,84.3,94,171,55,4,30,61,40,8,112
1519,Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,es La Liga,26,1991,33.3,1575,2152,73.2,29218,12184,19,72,26.4,1261,1497,84.2,295,583,50.6,5,30,109,44,20,252
1520,Scott Malone\Scott-Malone,eng ENG,DF,Huddersfield,eng Premier League,26,1991,12.4,459,671,68.4,8825,3702,8,32,25,349,454,76.9,102,185,55.1,1,10,33,12,4,70
1521,Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,fr Ligue 1,28,1989,33,1285,1717,74.8,23502,10742,20,79,25.3,1018,1185,85.9,247,453,54.5,0,22,89,27,8,227
1522,Gianluca Mancini\Gianluca-Mancini,it ITA,DF,Atalanta,it Serie A,21,1996,7.6,278,341,81.5,6113,2022,2,4,50,184,211,87.2,92,126,73,0,0,21,2,0,30
1523,Steve Mandanda\Steve-Mandanda,fr FRA,GK,Marseille,fr Ligue 1,32,1985,29.8,487,709,68.7,15482,9429,1,4,25,234,237,98.7,252,468,53.8,0,0,12,0,0,0
1524,Aïssa Mandi\Aissa-Mandi,dz ALG,DF,Betis,es La Liga,25,1991,33.6,1931,2128,90.7,38632,14810,6,14,42.9,1448,1566,92.5,477,548,87,0,5,163,1,0,135
1525,Georges Mandjeck\Georges-Mandjeck,cm CMR,MFDF,Metz,fr Ligue 1,28,1988,10.7,342,442,77.4,6962,2173,5,12,41.7,253,304,83.2,84,126,66.7,0,5,48,3,0,43
1526,Rolando Mandragora\Rolando-Mandragora,it ITA,MF,Crotone,it Serie A,20,1997,36,1076,1378,78.1,20023,5546,19,46,41.3,831,1000,83.1,226,332,68.1,0,24,114,16,3,136
1527,Mario Mandžukić\Mario-Mandzukic,hr CRO,FW,Juventus,it Serie A,31,1986,25.8,750,984,76.2,12503,2391,14,45,31.1,635,787,80.7,101,152,66.4,1,29,36,17,2,66
1528,Sadio Mané\Sadio-Mane,sn SEN,FWMF,Liverpool,eng Premier League,25,1992,24.3,766,967,79.2,12390,2510,18,53,34,644,768,83.9,104,146,71.2,7,45,42,59,9,103
1529,Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Manchester City,eng Premier League,26,1991,5.4,308,341,90.3,5938,1900,4,8,50,227,236,96.2,77,97,79.4,0,2,17,1,1,17
1530,Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Everton,eng Premier League,26,1991,1.5,58,68,85.3,1409,361,0,1,0,35,40,87.5,23,27,85.2,0,0,5,0,0,5
1531,Orel Mangala\Orel-Mangala,be BEL,MF,Stuttgart,de Bundesliga,19,1998,8.7,280,360,77.8,4624,1029,5,16,31.3,235,281,83.6,40,63,63.5,0,2,21,4,1,20
1532,Kader Mangane\Kader-Mangane,sn SEN,DF,Strasbourg,fr Ligue 1,34,1983,19.1,504,704,71.6,12630,5582,2,14,14.3,294,356,82.6,208,334,62.3,0,2,49,8,3,41
1533,Thomas Mangani\Thomas-Mangani,fr FRA,MF,Angers,fr Ligue 1,30,1987,33.6,1496,2088,71.6,30758,12183,20,78,25.6,1064,1285,82.8,412,725,56.8,4,64,206,29,6,292
1534,Kostas Manolas\Kostas-Manolas,gr GRE,DF,Roma,it Serie A,26,1991,26,1192,1371,86.9,25041,8280,5,14,35.7,835,913,91.5,352,444,79.3,0,4,94,5,0,94
1535,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,23,1994,19.5,532,744,71.5,8729,3631,13,34,38.2,445,553,80.5,74,157,47.1,1,10,34,8,5,92
1536,Martín Mantovani\Martin-Mantovani,ar ARG,DF,Leganés,es La Liga,33,1984,11.3,300,401,74.8,6141,2215,3,7,42.9,213,269,79.2,84,125,67.2,0,2,17,1,0,20
1537,José Manuel Jurado\Jose-Manuel-Jurado,es ESP,MFFW,Espanyol,es La Liga,31,1986,16.7,498,631,78.9,8225,2107,3,11,27.3,416,496,83.9,79,124,63.7,3,14,30,11,3,48
1538,Harrison Manzala\Harrison-Manzala,cd COD,FWMF,Amiens,fr Ligue 1,23,1994,20.7,477,665,71.7,7174,1649,17,46,37,411,517,79.5,49,102,48,3,10,19,9,4,31
1539,Myziane Maolida\Myziane-Maolida,fr FRA,FW,Lyon,fr Ligue 1,18,1999,3.7,108,137,78.8,1421,318,8,17,47.1,90,108,83.3,10,12,83.3,0,8,7,4,1,9
1540,Faitout Maouassa\Faitout-Maouassa,fr FRA,MFFW,Rennes,fr Ligue 1,19,1998,10.7,186,264,70.5,2986,906,3,12,25,157,196,80.1,26,56,46.4,3,10,13,6,3,25
1541,Fernando Marçal\Fernando-Marcal,br BRA,DF,Lyon,fr Ligue 1,28,1989,14.4,808,986,81.9,14302,5090,16,35,45.7,642,727,88.3,150,224,67,3,17,53,9,4,87
1542,Vincent Marcel\Vincent-Marcel,fr FRA,FW,Nice,fr Ligue 1,20,1997,0.5,15,18,83.3,236,38,1,2,50,12,14,85.7,2,2,100,0,0,1,1,0,3
1543,Marcelo\Marcelo,br BRA,DF,Lyon,fr Ligue 1,30,1987,34.5,1906,2221,85.8,46862,14688,31,54,57.4,1040,1136,91.5,835,1031,81,1,4,151,6,0,121
1544,Marcelo\Marcelo,br BRA,DF,Real Madrid,es La Liga,29,1988,25.1,1496,1882,79.5,26132,11114,16,47,34,1232,1385,89,248,450,55.1,6,60,150,72,23,256
1545,Solly March\Solly-March,eng ENG,MFFW,Brighton,eng Premier League,23,1994,20.6,519,741,70,9420,2753,13,57,22.8,403,492,81.9,103,192,53.6,1,16,26,21,9,60
1546,Gabriele Marchegiani\Gabriele-Marchegiani,it ITA,GK,SPAL,it Serie A,21,1996,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0
1547,Claudio Marchisio\Claudio-Marchisio,it ITA,MF,Juventus,it Serie A,31,1986,9.1,607,685,88.6,13114,2563,3,8,37.5,415,456,91,189,221,85.5,1,6,54,6,1,55
1548,Gian Marco Ferrari\Gian-Marco-Ferrari,it ITA,DF,Sampdoria,it Serie A,25,1992,29.4,1488,1703,87.4,30739,9961,18,30,60,1083,1167,92.8,387,506,76.5,0,3,104,6,0,128
1549,Óscar de Marcos\Oscar-de-Marcos,es ESP,DFMF,Athletic Club,es La Liga,28,1989,18.4,643,866,74.2,11804,4130,3,26,11.5,529,646,81.9,111,194,57.2,3,21,61,26,12,115
