Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD,Att_VD,Tkl%_VD,Past_VD,Press,Press_Succ,Press%,P_D3,P_M3,P_A3,Blocks,Sh_Blk,ShSv,Pass_Blk,Int,Tkl+Int,Clr,Err
1306,Kalidou Koulibaly\Kalidou-Koulibaly,sn SEN,DF,Napoli,it Serie A,27,1991,34.8,61,39,38,19,4,20,43,46.5,23,296,103,34.8,166,108,22,80,40,2,40,43,104,136,0
1307,Jules Koundé\Jules-Kounde,fr FRA,DF,Bordeaux,fr Ligue 1,19,1998,37,48,23,36,11,1,21,38,55.3,17,305,106,34.8,208,91,6,64,24,1,40,48,96,188,4
1308,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,MF,Crystal Palace,eng Premier League,28,1989,21.1,54,34,26,23,5,10,34,29.4,24,448,112,25,213,186,49,46,13,0,33,17,71,43,1
1309,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,Chelsea,eng Premier League,24,1994,19.3,49,34,22,21,6,7,28,25,21,510,130,25.5,124,254,132,18,2,0,16,9,58,14,0
1310,Dawid Kownacki\Dawid-Kownacki,pl POL,FW,Sampdoria,it Serie A,21,1997,1.9,1,1,0,0,1,0,2,0,2,48,13,27.1,5,19,24,1,0,0,1,0,1,0,0
1311,Dawid Kownacki\Dawid-Kownacki,pl POL,MFFW,Düsseldorf,de Bundesliga,21,1997,6.4,10,4,6,3,1,5,20,25,15,158,33,20.9,49,72,37,13,1,0,12,4,14,9,0
1312,Thomas Kraft\Thomas-Kraft,de GER,GK,Hertha BSC,de Bundesliga,30,1988,3.5,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
1313,Emil Krafth\Emil-Krafth,se SWE,DF,Amiens,fr Ligue 1,23,1994,33,62,38,39,18,5,26,74,35.1,48,448,126,28.1,255,140,53,66,14,1,52,22,84,105,0
1314,Luka Krajnc\Luka-Krajnc,si SVN,DF,Frosinone,it Serie A,23,1994,8.8,12,10,7,5,0,6,9,66.7,3,99,33,33.3,64,34,1,12,1,0,11,10,22,39,0
1315,Andrej Kramarić\Andrej-Kramaric,hr CRO,MFFW,Hoffenheim,de Bundesliga,27,1991,26.6,16,11,4,5,7,8,31,25.8,23,385,89,23.1,53,220,112,21,5,0,16,12,28,14,0
1316,Christoph Kramer\Christoph-Kramer,de GER,MF,M'gladbach,de Bundesliga,27,1991,12.6,54,33,27,23,4,18,53,34,35,285,74,26,100,155,30,21,3,0,18,23,77,24,0
1317,Vasyl Kravets\Vasyl-Kravets,ua UKR,DF,Leganés,es La Liga,20,1997,5.3,20,10,11,8,1,6,12,50,6,65,19,29.2,30,24,11,8,1,0,7,4,24,13,1
1318,Ladislav Krejčí\Ladislav-Krejci,cz CZE,MFDF,Bologna,it Serie A,26,1992,11.8,13,6,4,7,2,7,19,36.8,12,209,59,28.2,89,93,27,28,2,0,26,8,21,19,1
1319,Rene Krhin\Rene-Krhin,si SVN,MF,Nantes,fr Ligue 1,28,1990,11.7,17,13,6,10,1,5,24,20.8,19,159,59,37.1,64,80,15,18,6,0,12,22,39,30,0
1320,Toni Kroos\Toni-Kroos,de GER,MF,Real Madrid,es La Liga,28,1990,24.7,56,42,17,26,13,17,61,27.9,44,576,147,25.5,97,376,103,32,4,0,28,14,70,16,1
1321,Rade Krunić\Rade-Krunic,ba BIH,MF,Empoli,it Serie A,24,1993,30.8,46,28,23,14,9,17,66,25.8,49,499,98,19.6,137,263,99,44,11,0,33,24,70,30,2
1322,Max Kruse\Max-Kruse,de GER,FWMF,Werder Bremen,de Bundesliga,30,1988,31.5,12,8,4,7,1,5,33,15.2,28,610,142,23.3,70,348,192,14,0,0,14,10,22,10,0
1323,Lukas Kübler\Lukas-Kubler,de GER,DF,Freiburg,de Bundesliga,25,1992,13.2,34,19,25,8,1,11,35,31.4,24,192,58,30.2,110,71,11,21,5,0,16,32,66,45,0
1324,Yuya Kubo\Yuya-Kubo,jp JPN,FWMF,Nürnberg,de Bundesliga,24,1993,15.1,20,11,10,6,4,9,29,31,20,376,77,20.5,135,167,74,17,1,0,16,10,30,2,0
1325,Juraj Kucka\Juraj-Kucka,sk SVK,MF,Parma,it Serie A,31,1987,17.1,56,41,25,27,4,26,64,40.6,38,477,111,23.3,168,251,58,35,8,0,27,18,74,45,1
1326,Dejan Kulusevski\Dejan-Kulusevski,se SWE,DFMF,Atalanta,it Serie A,18,2000,1.2,3,2,0,2,1,2,3,66.7,1,28,9,32.1,1,16,11,1,0,0,1,0,3,0,0
1327,Pierre Kunde\Pierre-Kunde,cm CMR,MF,Mainz 05,de Bundesliga,23,1995,21.2,50,35,19,28,3,10,27,37,17,268,84,31.3,110,127,31,29,12,0,17,28,78,56,0
1328,Jasmin Kurtić\Jasmin-Kurtic,si SVN,MF,SPAL,it Serie A,29,1989,28.4,37,16,19,13,5,19,62,30.6,43,568,134,23.6,163,293,112,33,1,0,32,20,57,50,0
1329,Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DFMF,Paris S-G,fr Ligue 1,25,1992,11.2,22,14,6,6,10,7,19,36.8,12,214,69,32.2,47,108,59,15,1,0,14,10,32,23,0
1330,Rafał Kurzawa\Rafal-Kurzawa,pl POL,FWMF,Amiens,fr Ligue 1,25,1993,2.7,5,3,2,2,1,2,7,28.6,5,59,19,32.2,15,33,11,1,0,0,1,3,8,1,0
1331,Ahmed Kutucu\Ahmed-Kutucu,tr TUR,FWMF,Schalke 04,de Bundesliga,18,2000,4.7,5,2,2,2,1,3,5,60,2,129,26,20.2,12,79,38,1,0,0,1,1,6,0,0
1332,Enock Kwateng\Enock-Kwateng,fr FRA,DF,Nantes,fr Ligue 1,21,1997,22.7,64,32,35,22,7,22,65,33.8,43,367,103,28.1,176,142,49,50,5,0,45,75,139,60,0
1333,Grejohn Kyei\Grejohn-Kyei,fr FRA,FW,Reims,fr Ligue 1,22,1995,0,0,0,0,0,0,0,0,,0,1,1,100,0,1,0,0,0,0,0,0,0,0,0
1334,Antonino La Gumina\Antonino-La-Gumina,it ITA,FW,Empoli,it Serie A,22,1996,12.1,10,8,3,4,3,1,5,20,4,233,49,21,22,102,109,13,3,0,10,6,16,5,0
1335,Rajiv van La Parra\Rajiv-van-La-Parra,nl NED,MFFW,Huddersfield,eng Premier League,27,1991,4.5,8,6,4,4,0,1,7,14.3,6,70,20,28.6,23,37,10,3,0,0,3,4,12,0,0
1336,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FW,Bordeaux,fr Ligue 1,24,1994,1,3,2,0,0,3,1,2,50,1,22,5,22.7,2,9,11,0,0,0,0,0,3,0,0
1337,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FWMF,Montpellier,fr Ligue 1,24,1994,32.2,34,20,7,13,14,10,36,27.8,26,599,126,21,57,293,249,19,2,1,17,9,43,26,0
1338,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,eng Premier League,27,1991,27.8,35,28,8,15,12,4,20,20,16,545,135,24.8,54,257,234,30,4,0,26,15,50,22,0
1339,Alban Lafont\Alban-Lafont,fr FRA,GK,Fiorentina,it Serie A,19,1999,33.5,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,0,0,0,1,1,1,2
1340,Víctor Laguardia\Victor-Laguardia,es ESP,DF,Alavés,es La Liga,28,1989,36,41,25,29,12,0,22,41,53.7,19,221,74,33.5,160,58,3,74,20,0,54,54,95,256,0
1341,Abdou Lahat Diakhate\Abdou-Lahat-Diakhate,sn SEN,FW,Parma,it Serie A,19,1998,0,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1342,Konrad Laimer\Konrad-Laimer,at AUT,MFDF,RB Leipzig,de Bundesliga,21,1997,20.8,74,43,23,32,19,28,92,30.4,64,648,195,30.1,158,355,135,64,3,0,61,33,107,16,0
1343,Diego Lainez\Diego-Lainez,mx MEX,MFFW,Betis,es La Liga,18,2000,3.9,4,2,0,3,1,1,2,50,1,54,9,16.7,13,25,16,4,0,0,4,1,5,1,0
1344,Kenny Lala\Kenny-Lala,fr FRA,DFMF,Strasbourg,fr Ligue 1,26,1991,34,62,43,42,14,6,21,51,41.2,30,529,147,27.8,254,187,88,55,9,2,46,30,92,47,1
1345,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Liverpool,eng Premier League,30,1988,5.2,16,11,7,6,3,5,13,38.5,8,140,53,37.9,32,67,41,16,0,0,16,3,19,4,0
1346,Érik Lamela\Erik-Lamela,ar ARG,FWMF,Tottenham,eng Premier League,26,1992,10.8,21,15,5,8,8,6,13,46.2,7,225,62,27.6,28,117,80,15,0,0,15,8,29,2,0
1347,Mohamed Lamine Diaby\Mohamed-Lamine-Diaby,fr FRA,FW,Nice,fr Ligue 1,17,2001,1.8,2,1,0,2,0,0,2,0,2,42,9,21.4,0,17,25,2,0,0,2,1,3,0,0
1348,Loïck Landre\Loick-Landre,fr FRA,DF,Nîmes,fr Ligue 1,26,1992,17.7,40,28,34,6,0,13,20,65,7,143,46,32.2,106,33,4,32,16,0,16,36,76,85,1
1349,Michael Lang\Michael-Lang,ch SUI,DF,M'gladbach,de Bundesliga,27,1991,13.9,11,2,7,3,1,4,13,30.8,9,118,21,17.8,61,42,15,23,4,0,19,17,28,37,0
1350,Sebastian Langkamp\Sebastian-Langkamp,de GER,DF,Werder Bremen,de Bundesliga,30,1988,15.7,30,16,23,7,0,4,11,36.4,7,140,38,27.1,88,48,4,23,10,0,13,21,51,93,0
1351,Manuel Lanzini\Manuel-Lanzini,ar ARG,MF,West Ham,eng Premier League,25,1993,7.6,10,9,4,5,1,5,19,26.3,14,179,32,17.9,37,104,38,7,1,0,6,7,17,3,0
1352,Gianluca Lapadula\Gianluca-Lapadula,it ITA,FWMF,Genoa,it Serie A,28,1990,4.5,5,4,1,1,3,3,7,42.9,4,84,24,28.6,11,42,31,4,0,0,4,1,6,0,0
1353,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,eng Premier League,24,1994,34,44,27,29,13,2,20,36,55.6,16,216,71,32.9,117,87,12,29,10,0,19,38,82,124,0
1354,Danilo Larangeira\Danilo-Larangeira,br BRA,DF,Bologna,it Serie A,34,1984,34.2,39,17,31,7,1,19,31,61.3,12,251,79,31.5,190,57,4,61,37,1,24,39,78,196,3
1355,Johan Larsson\Johan-Larsson,se SWE,DF,Guingamp,fr Ligue 1,28,1990,1,1,1,0,1,0,1,2,50,1,7,1,14.3,5,2,0,0,0,0,0,1,2,0,0
1356,Kevin Lasagna\Kevin-Lasagna,it ITA,FW,Udinese,it Serie A,25,1992,27.3,11,7,1,4,6,2,24,8.3,22,558,117,21,36,296,226,28,6,0,22,8,19,36,0
1357,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,24,1993,30.5,35,16,28,5,2,10,18,55.6,8,199,53,26.6,157,37,5,65,25,0,40,39,74,199,1
1358,Paul Lasne\Paul-Lasne,fr FRA,MFDF,Montpellier,fr Ligue 1,29,1989,19.9,52,33,29,19,4,26,54,48.1,28,382,91,23.8,153,185,44,24,2,0,22,23,75,27,1
1359,Toni Lato\Toni-Lato,es ESP,DF,Valencia,es La Liga,20,1997,3,6,3,4,0,2,4,9,44.4,5,64,12,18.8,48,12,4,15,3,0,12,6,12,9,0
1360,Danny Latza\Danny-Latza,de GER,MF,Mainz 05,de Bundesliga,28,1989,20.7,39,17,15,17,7,14,68,20.6,54,465,101,21.7,143,233,89,46,9,0,37,23,62,33,0
1361,Alexandre Lauray\Alexandre-Lauray,fr FRA,DF,Bordeaux,fr Ligue 1,21,1997,2.9,10,5,8,2,0,4,8,50,4,32,9,28.1,22,8,2,2,0,0,2,4,14,16,0
1362,Armand Lauriente\Armand-Lauriente,fr FRA,FW,Rennes,fr Ligue 1,19,1998,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
1363,Vincent Laurini\Vincent-Laurini,fr FRA,DF,Fiorentina,it Serie A,29,1989,10.2,26,19,16,7,3,10,15,66.7,5,199,56,28.1,91,91,17,19,4,0,15,12,38,36,0
1364,Wesley Lautoa\Wesley-Lautoa,nc NCL,DFMF,Dijon,fr Ligue 1,30,1987,33.6,77,50,48,27,2,29,86,33.7,57,401,118,29.4,240,142,19,66,21,1,45,87,164,123,3
1365,Diego Laxalt\Diego-Laxalt,uy URU,DFMF,Milan,it Serie A,25,1993,7.2,24,19,13,6,5,15,28,53.6,13,177,50,28.2,63,75,39,21,3,0,18,8,32,12,0
1366,Miguel Layún\Miguel-Layun,mx MEX,MFDF,Villarreal,es La Liga,30,1988,5.6,4,3,0,4,0,1,6,16.7,5,133,22,16.5,34,74,25,11,1,0,10,1,5,5,0
1367,Valentino Lazaro\Valentino-Lazaro,at AUT,DFMF,Hertha BSC,de Bundesliga,22,1996,30.5,52,30,26,19,7,23,66,34.8,43,577,144,25,251,216,110,73,10,0,63,43,95,41,0
1368,Darko Lazović\Darko-Lazovic,rs SRB,MFDF,Genoa,it Serie A,27,1990,28.2,31,15,15,6,10,18,41,43.9,23,351,93,26.5,109,139,103,33,4,0,29,22,53,36,0
1369,Manuel Lazzari\Manuel-Lazzari,it ITA,MFDF,SPAL,it Serie A,24,1993,31.5,35,21,18,13,4,18,48,37.5,30,294,86,29.3,118,116,60,46,4,0,42,22,57,35,2
1370,Mickaël Le Bihan\Mickael-Le-Bihan,fr FRA,FW,Nice,fr Ligue 1,28,1990,2.3,2,1,1,0,1,0,2,0,2,44,11,25,4,22,18,1,0,0,1,1,3,2,0
1371,Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Fulham,eng Premier League,28,1989,25,58,30,43,13,2,11,34,32.4,23,307,93,30.3,207,87,13,48,18,0,30,55,113,138,1
1372,Robin Le Normand\Robin-Le-Normand,fr FRA,DF,Real Sociedad,es La Liga,21,1996,3.2,6,4,4,2,0,2,5,40,3,19,3,15.8,9,10,0,5,0,0,5,4,10,15,1
1373,Damien Le Tallec\Damien-Le-Tallec,fr FRA,MF,Montpellier,fr Ligue 1,28,1990,31.2,83,46,37,37,9,33,102,32.4,69,719,191,26.6,210,438,71,54,10,0,44,58,141,75,1
1374,James Lea Siliki\James-Lea-Siliki,fr FRA,MFFW,Rennes,fr Ligue 1,22,1996,13.6,24,15,9,11,4,7,31,22.6,24,305,69,22.6,106,141,58,17,2,0,15,11,35,9,1
1375,Rafael Leão\Rafael-Leao,pt POR,FW,Lille,fr Ligue 1,19,1999,14.3,7,4,0,6,1,2,14,14.3,12,256,43,16.8,8,136,112,16,3,0,13,4,11,12,0
1376,Mathew Leckie\Mathew-Leckie,au AUS,FWMF,Hertha BSC,de Bundesliga,27,1991,10.5,16,13,6,7,3,4,14,28.6,10,206,55,26.7,49,102,55,16,1,0,15,14,30,11,0
1377,Benjamin Lecomte\Benjamin-Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,27,1991,37,0,0,0,0,0,0,3,0,3,4,1,25,3,0,1,0,0,0,0,3,3,3,2
1378,Pierre Lees-Melou\Pierre-Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,25,1993,26.6,73,49,37,28,8,21,78,26.9,57,633,158,25,168,337,128,56,8,1,48,37,110,31,0
1379,Jordan Lefort\Jordan-Lefort,fr FRA,DFMF,Amiens,fr Ligue 1,24,1993,20,29,17,20,6,3,13,29,44.8,16,181,51,28.2,125,35,21,37,11,0,26,49,78,126,0
1380,Wu Lei\Wu-Lei,cn CHN,FWMF,Espanyol,es La Liga,26,1991,11.8,10,8,3,5,2,4,18,22.2,14,202,38,18.8,47,96,59,15,1,0,14,7,17,8,0
1381,Tim Leibold\Tim-Leibold,de GER,DF,Nürnberg,de Bundesliga,24,1993,30.7,69,48,48,16,5,34,75,45.3,41,347,108,31.1,226,90,31,39,5,1,34,41,110,64,0
1382,Lucas Leiva\Lucas-Leiva,br BRA,MF,Lazio,it Serie A,31,1987,22.1,84,59,36,45,3,33,95,34.7,62,413,137,33.2,168,217,28,35,8,0,27,50,134,43,1
1383,Florian Lejeune\Florian-Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,27,1991,11.7,29,14,19,9,1,13,29,44.8,16,173,51,29.5,113,54,6,29,7,1,22,20,49,58,1
1384,Iñigo Lekue\Inigo-Lekue,es ESP,DF,Athletic Club,es La Liga,25,1993,2.3,4,4,4,0,0,1,3,33.3,2,28,8,28.6,12,12,4,6,0,0,6,4,8,14,0
1385,Thomas Lemar\Thomas-Lemar,fr FRA,MFFW,Atlético Madrid,es La Liga,22,1995,20.2,30,15,17,11,2,12,41,29.3,29,630,109,17.3,171,337,122,36,1,0,35,22,52,4,0
1386,Mario Lemina\Mario-Lemina,ga GAB,MF,Southampton,eng Premier League,24,1993,17.9,51,40,27,20,4,12,29,41.4,17,326,90,27.6,111,165,50,25,4,1,21,42,93,23,0
1387,Mauricio Lemos\Mauricio-Lemos,uy URU,DF,Sassuolo,it Serie A,22,1995,2,2,1,2,0,0,1,2,50,1,19,8,42.1,10,8,1,5,1,0,4,3,5,8,0
1388,Clément Lenglet\Clement-Lenglet,fr FRA,DF,Barcelona,es La Liga,23,1995,21.5,59,43,33,23,3,20,42,47.6,22,256,85,33.2,131,113,12,42,22,0,20,21,80,78,0
1389,Aaron Lennon\Aaron-Lennon,eng ENG,FWMF,Burnley,eng Premier League,31,1987,13.5,33,20,15,15,3,9,21,42.9,12,234,56,23.9,95,95,44,29,1,0,28,8,41,8,0
1390,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,eng Premier League,26,1992,31.5,0,0,0,0,0,0,3,0,3,4,1,25,4,0,0,0,0,0,0,3,3,0,2
1391,Pedro León\Pedro-Leon,es ESP,MFFW,Eibar,es La Liga,31,1986,4.7,9,7,2,3,4,3,8,37.5,5,77,19,24.7,17,29,31,10,0,0,10,4,13,2,0
1392,Sergio León\Sergio-Leon,es ESP,FWMF,Betis,es La Liga,29,1989,7.1,2,1,0,2,0,1,7,14.3,6,87,18,20.7,12,45,30,8,1,0,7,2,4,3,0
1393,Lukas Lerager\Lukas-Lerager,dk DEN,MF,Bordeaux,fr Ligue 1,25,1993,14.4,33,25,13,18,2,9,38,23.7,29,309,71,23,79,177,53,27,11,0,16,31,64,30,0
1394,Lukas Lerager\Lukas-Lerager,dk DEN,MF,Genoa,it Serie A,25,1993,12.5,44,28,17,23,4,17,51,33.3,34,411,91,22.1,96,242,73,19,1,0,18,19,63,19,0
1395,Mehdi Léris\Mehdi-Leris,fr FRA,MFFW,Chievo,it Serie A,20,1998,17.9,56,37,28,18,10,24,56,42.9,32,552,128,23.2,198,272,82,46,2,0,44,26,82,14,0
1396,Jefferson Lerma\Jefferson-Lerma,co COL,MF,Bournemouth,eng Premier League,23,1994,27.8,46,35,24,18,4,11,44,25,33,526,131,24.9,215,259,52,51,18,0,33,55,101,84,0
1397,Robert Lewandowski\Robert-Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,29,1988,32.9,12,9,1,6,5,2,10,20,8,418,138,33,8,126,284,16,6,0,10,5,17,15,0
1398,Igor Lewczuk\Igor-Lewczuk,pl POL,DF,Bordeaux,fr Ligue 1,33,1985,5,11,4,6,4,1,3,7,42.9,4,34,10,29.4,26,7,1,4,1,0,3,5,16,26,0
1399,Aaron Leya Iseka\Aaron-Leya-Iseka,be BEL,FW,Toulouse,fr Ligue 1,20,1997,16,3,2,1,1,1,0,3,0,3,257,56,21.8,20,131,106,7,2,0,5,2,5,10,0
1400,Stephan Lichtsteiner\Stephan-Lichtsteiner,ch SUI,DF,Arsenal,eng Premier League,34,1984,10.4,12,5,6,3,3,7,21,33.3,14,123,30,24.4,62,44,17,19,7,0,12,8,20,29,1
1401,Dimitri Liénard\Dimitri-Lienard,fr FRA,MFDF,Strasbourg,fr Ligue 1,30,1988,14.3,32,18,20,9,3,14,45,31.1,31,298,78,26.2,132,128,38,21,1,0,20,20,52,17,0
1402,Philipp Lienhart\Philipp-Lienhart,at AUT,DF,Freiburg,de Bundesliga,22,1996,6.8,8,6,5,3,0,3,6,50,3,42,14,33.3,30,11,1,10,5,0,5,11,19,47,0
1403,Lucas Lima\Lucas-Lima,br BRA,DFFW,Nantes,fr Ligue 1,26,1991,27.7,57,34,29,18,10,21,65,32.3,44,492,137,27.8,211,205,76,44,1,1,43,29,86,54,0
1404,Anthony Limbombe\Anthony-Limbombe,be BEL,FW,Nantes,fr Ligue 1,24,1994,13.7,14,10,7,4,3,4,21,19,17,155,44,28.4,41,58,56,14,1,0,13,5,19,8,0
1405,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,eng Premier League,24,1994,28.9,34,21,22,12,0,12,20,60,8,242,67,27.7,152,85,5,35,14,0,21,24,58,139,0
1406,Karol Linetty\Karol-Linetty,pl POL,MF,Sampdoria,it Serie A,23,1995,27.9,77,49,31,30,16,23,90,25.6,67,628,162,25.8,176,322,130,51,5,0,46,28,105,13,0
1407,Jesse Lingard\Jesse-Lingard,eng ENG,FWMF,Manchester Utd,eng Premier League,25,1992,18.5,20,10,6,7,7,4,33,12.1,29,535,140,26.2,78,257,200,23,3,0,20,10,30,6,0
1408,Pol Lirola\Pol-Lirola,es ESP,DFMF,Sassuolo,it Serie A,20,1997,33.1,35,24,20,10,5,15,38,39.5,23,283,77,27.2,147,86,50,44,6,1,38,32,67,78,1
1409,Adem Ljajić\Adem-Ljajic,rs SRB,FW,Torino,it Serie A,26,1991,0.3,0,0,0,0,0,0,1,0,1,3,0,0,0,1,2,0,0,0,0,0,0,0,0
1410,Diego Llorente\Diego-Llorente,es ESP,DF,Real Sociedad,es La Liga,24,1993,19.5,33,24,23,10,0,17,34,50,17,164,62,37.8,95,64,5,32,15,0,17,26,59,115,0
1411,Fernando Llorente\Fernando-Llorente,es ESP,FW,Tottenham,eng Premier League,33,1985,7.7,4,3,2,2,0,2,5,40,3,113,27,23.9,17,46,50,8,3,0,5,2,6,14,0
1412,Marcos Llorente\Marcos-Llorente,es ESP,MF,Real Madrid,es La Liga,23,1995,6,16,10,8,7,1,4,14,28.6,10,115,30,26.1,33,62,20,8,0,0,8,7,23,11,0
1413,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,eng Premier League,31,1986,33,0,0,0,0,0,0,3,0,3,0,0,,0,0,0,0,0,0,0,3,3,2,0
1414,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MF,Paris S-G,fr Ligue 1,22,1996,0.1,2,2,0,1,1,0,0,,0,3,1,33.3,0,3,0,0,0,0,0,0,2,0,0
1415,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MFFW,Betis,es La Liga,22,1996,26.6,55,46,17,29,9,14,46,30.4,32,500,137,27.4,99,268,133,36,1,0,35,17,72,11,1
1416,Stanislav Lobotka\Stanislav-Lobotka,sk SVK,MF,Celta Vigo,es La Liga,23,1994,27.7,42,34,12,22,8,10,45,22.2,35,670,151,22.5,221,364,85,23,1,0,22,26,68,17,0
1417,Jürgen Locadia\Jurgen-Locadia,nl NED,FWMF,Brighton,eng Premier League,24,1993,13.7,22,14,10,7,5,3,9,33.3,6,287,59,20.6,81,135,71,16,1,0,15,9,31,11,0
1418,Manuel Locatelli\Manuel-Locatelli,it ITA,MF,Sassuolo,it Serie A,20,1998,20.5,43,32,21,17,5,13,34,38.2,21,313,78,24.9,110,133,70,23,3,0,20,29,72,34,1
1419,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MFFW,Chelsea,eng Premier League,22,1996,11.1,18,15,7,6,5,3,11,27.3,8,191,63,33,44,94,53,17,4,0,13,13,31,6,0
1420,Enzo Loiodice\Enzo-Loiodice,fr FRA,MF,Dijon,fr Ligue 1,17,2000,9.4,21,16,6,15,0,5,18,27.8,13,147,40,27.2,38,87,22,12,0,0,12,9,30,6,0
1421,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,eng Premier League,27,1990,5.7,21,13,12,9,0,8,16,50,8,53,14,26.4,32,19,2,12,7,0,5,6,27,27,0
1422,Shane Long\Shane-Long,ie IRL,FWMF,Southampton,eng Premier League,31,1987,14.1,11,5,4,4,3,1,11,9.1,10,287,68,23.7,30,141,116,13,3,0,10,5,16,16,0
1423,Samuele Longo\Samuele-Longo,it ITA,FWMF,Huesca,es La Liga,26,1992,6.2,5,5,1,3,1,0,7,0,7,183,39,21.3,18,115,50,7,2,0,5,1,6,6,0
1424,Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,20,1997,7.6,25,19,11,12,2,11,27,40.7,16,234,74,31.6,71,143,20,19,4,0,15,8,33,12,0
1425,Ademola Lookman\Ademola-Lookman,eng ENG,FWMF,Everton,eng Premier League,20,1997,6.9,15,8,7,6,2,7,8,87.5,1,138,40,29,51,55,32,11,1,0,10,8,23,2,0
1426,Anthony Lopes\Anthony-Lopes,pt POR,GK,Lyon,fr Ligue 1,27,1990,34,0,0,0,0,0,0,3,0,3,3,1,33.3,3,0,0,1,0,0,1,4,4,1,1
1427,Rony Lopes\Rony-Lopes,pt POR,FWMF,Monaco,fr Ligue 1,22,1995,20.5,38,26,13,18,7,9,24,37.5,15,438,100,22.8,92,219,127,24,1,0,23,10,48,12,0
1428,Pedro López Muñoz\Pedro-Lopez-Munoz,es ESP,DF,Levante,es La Liga,34,1983,5.2,6,4,5,1,0,2,6,33.3,4,76,18,23.7,52,16,8,9,1,0,8,8,14,8,0
1429,Alejandro López\Alejandro-Lopez,es ESP,MF,Espanyol,es La Liga,21,1997,1.2,2,1,1,1,0,2,6,33.3,4,48,8,16.7,16,29,3,0,0,0,0,3,5,2,0
1430,Cristian López\Cristian-Lopez,es ESP,FW,Angers,fr Ligue 1,29,1989,4.1,11,10,2,3,6,6,18,33.3,12,108,28,25.9,7,49,52,3,0,0,3,1,12,2,0
1431,David López\David-Lopez,es ESP,DF,Espanyol,es La Liga,28,1989,20.2,30,24,17,11,2,14,26,53.8,12,152,44,28.9,94,47,11,23,11,0,12,28,58,93,2
1432,Diego López\Diego-Lopez,es ESP,GK,Espanyol,es La Liga,36,1981,38,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,2,2,2,1
1433,Javi López\Javi-Lopez,es ESP,DF,Espanyol,es La Liga,32,1986,21.6,71,43,44,22,5,24,67,35.8,43,308,80,26,169,105,34,46,3,0,43,40,111,73,0
1434,Lluis López\Lluis-Lopez,es ESP,DF,Espanyol,es La Liga,21,1997,5.8,1,1,1,0,0,1,2,50,1,52,16,30.8,35,17,0,11,1,0,10,7,8,29,0
1435,Maxime Lopez\Maxime-Lopez,fr FRA,MF,Marseille,fr Ligue 1,20,1997,24.2,46,28,18,22,6,21,71,29.6,50,529,142,26.8,157,287,85,20,3,0,17,23,69,11,0
1436,Pau López\Pau-Lopez,es ESP,GK,Betis,es La Liga,23,1994,33,0,0,0,0,0,0,3,0,3,3,1,33.3,3,0,0,1,0,0,1,2,2,3,1
1437,Roberto López\Roberto-Lopez,es ESP,MF,Real Sociedad,es La Liga,18,2000,0.3,0,0,0,0,0,0,1,0,1,5,2,40,3,1,1,1,0,0,1,1,1,1,0
1438,Unai López\Unai-Lopez,es ESP,MF,Athletic Club,es La Liga,22,1995,3.6,5,3,3,0,2,1,15,6.7,14,62,19,30.6,18,35,9,11,3,0,8,1,6,4,0
1439,Jonas Lössl\Jonas-Lossl,dk DEN,GK,Huddersfield,eng Premier League,29,1989,30.9,0,0,0,0,0,0,2,0,2,0,0,,0,0,0,1,0,0,1,1,1,2,1
