Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD,Att_VD,Tkl%_VD,Past_VD,Press,Press_Succ,Press%,P_D3,P_M3,P_A3,Blocks,Sh_Blk,ShSv,Pass_Blk,Int,Tkl+Int,Clr,Err
136,Emil Audero\Emil-Audero,it ITA,GK,Sampdoria,it Serie A,21,1997,36,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,1,0,2
137,Jean-Kévin Augustin\Jean-Kevin-Augustin,fr FRA,FW,RB Leipzig,de Bundesliga,21,1997,5.1,0,0,0,0,0,0,2,0,2,98,37,37.8,8,29,61,8,0,0,8,4,4,0,0
138,Ludwig Augustinsson\Ludwig-Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,24,1994,33.6,55,31,29,19,7,20,47,42.6,27,432,114,26.4,218,156,58,57,9,0,48,41,96,75,0
139,Serge Aurier\Serge-Aurier,ci CIV,DFMF,Tottenham,eng Premier League,25,1992,6.3,22,12,16,5,1,5,12,41.7,7,131,45,34.4,57,52,22,14,2,0,12,8,30,16,1
140,Charlie Austin\Charlie-Austin,eng ENG,FW,Southampton,eng Premier League,29,1989,10.9,10,5,3,3,4,5,8,62.5,3,277,55,19.9,24,115,138,11,2,0,9,2,12,14,0
141,Ezequiel Ávila\Ezequiel-Avila,ar ARG,FWMF,Huesca,es La Liga,24,1994,22.2,21,15,9,9,3,7,34,20.6,27,423,95,22.5,55,200,168,22,4,1,18,13,34,34,0
142,Jordan Ayew\Jordan-Ayew,gh GHA,FW,Crystal Palace,eng Premier League,26,1991,13.1,42,28,11,23,8,10,23,43.5,13,574,139,24.2,62,337,175,24,2,0,22,7,49,3,0
143,Kaan Ayhan\Kaan-Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,23,1994,27.2,61,40,49,12,0,20,45,44.4,25,218,94,43.1,164,47,7,42,18,0,24,63,124,132,0
144,Floyd Ayité\Floyd-Ayite,tg TOG,FWMF,Fulham,eng Premier League,29,1988,5.3,9,6,3,4,2,4,8,50,4,88,21,23.9,32,37,19,13,2,0,11,7,16,5,0
145,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,eng Premier League,28,1989,37.8,98,56,52,35,11,28,65,43.1,37,626,171,27.3,311,234,81,78,18,1,60,44,142,92,0
146,Abdoulaye Ba\Abdoulaye-Ba,sn SEN,DF,Rayo Vallecano,es La Liga,27,1991,23.4,48,28,39,7,2,22,37,59.5,15,191,52,27.2,133,53,5,46,19,1,27,29,77,180,5
147,Florian Baak\Florian-Baak,de GER,MF,Hertha BSC,de Bundesliga,19,1999,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
148,Ludovic Baal\Ludovic-Baal,gf GUF,DF,Rennes,fr Ligue 1,32,1986,1.4,3,1,3,0,0,0,1,0,1,20,8,40,13,5,2,1,0,0,1,2,5,2,0
149,Khouma Babacar\Khouma-Babacar,sn SEN,FW,Sassuolo,it Serie A,25,1993,16.5,8,8,2,5,1,1,13,7.7,12,293,58,19.8,19,128,146,7,3,0,4,3,11,23,0
150,Ryan Babel\Ryan-Babel,nl NED,FW,Fulham,eng Premier League,31,1986,13.9,10,7,6,2,2,3,8,37.5,5,219,56,25.6,67,91,61,18,0,0,18,5,15,10,0
151,Carlos Bacca\Carlos-Bacca,co COL,FW,Villarreal,es La Liga,31,1986,14.1,6,5,3,1,2,2,10,20,8,176,28,15.9,14,95,67,5,0,0,5,8,14,4,0
152,Juninho Bacuna\Juninho-Bacuna,cw CUW,MFDF,Huddersfield,eng Premier League,20,1997,15.7,41,26,21,15,5,19,59,32.2,40,402,103,25.6,136,216,50,32,1,0,31,24,65,14,0
153,Leandro Bacuna\Leandro-Bacuna,cw CUW,MFDF,Cardiff City,eng Premier League,26,1991,6.2,15,9,8,5,2,6,22,27.3,16,177,36,20.3,69,93,15,11,2,0,9,13,28,16,0
154,Milan Badelj\Milan-Badelj,hr CRO,MF,Lazio,it Serie A,29,1989,12.7,35,21,11,19,5,9,31,29,22,234,59,25.2,75,132,27,36,9,0,27,33,68,14,0
155,Holger Badstuber\Holger-Badstuber,de GER,DF,Stuttgart,de Bundesliga,29,1989,5.8,9,5,8,1,0,2,4,50,2,48,16,33.3,33,14,1,9,3,0,6,10,19,23,0
156,Stéphane Bahoken\Stephane-Bahoken,cm CMR,FW,Angers,fr Ligue 1,26,1992,27.4,16,12,1,7,8,1,22,4.5,21,543,114,21,23,280,240,41,3,0,38,8,24,4,0
157,Daniel Baier\Daniel-Baier,de GER,MF,Augsburg,de Bundesliga,34,1984,31.3,65,38,30,28,7,22,70,31.4,48,473,118,24.9,197,234,42,43,7,0,36,67,132,68,0
158,Leon Bailey\Leon-Bailey,jm JAM,FWMF,Leverkusen,de Bundesliga,20,1997,21.3,19,12,11,4,4,6,18,33.3,12,357,102,28.6,96,160,101,29,1,0,28,16,35,8,0
159,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,eng Premier League,24,1994,7.1,14,7,13,1,0,5,6,83.3,1,66,22,33.3,40,25,1,14,4,0,10,14,28,32,0
160,Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,eng Premier League,33,1984,4.2,7,4,4,3,0,4,6,66.7,2,37,7,18.9,15,11,11,5,0,0,5,4,11,4,1
161,Marvin Bakalorz\Marvin-Bakalorz,de GER,MF,Hannover 96,de Bundesliga,28,1989,16.3,25,17,11,11,3,6,40,15,34,252,70,27.8,81,134,37,30,4,0,26,30,55,52,0
162,Tiemoué Bakayoko\Tiemoue-Bakayoko,fr FRA,MF,Milan,it Serie A,23,1994,25.6,80,60,36,35,9,22,59,37.3,37,572,170,29.7,182,325,65,38,5,0,33,51,131,51,0
163,Ridle Baku\Ridle-Baku,de GER,MF,Mainz 05,de Bundesliga,20,1998,10.4,12,8,5,6,1,0,10,0,10,208,45,21.6,56,115,37,16,2,0,14,9,21,8,0
164,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,eng Premier League,26,1991,22.4,36,27,30,6,0,11,40,27.5,29,176,65,36.9,129,41,6,34,15,0,19,55,91,167,1
165,Keita Baldé\Keita-Balde,sn SEN,FWMF,Inter,it Serie A,23,1995,9.9,10,7,3,1,6,3,10,30,7,194,42,21.6,29,83,82,10,0,0,10,2,12,2,0
166,Gareth Bale\Gareth-Bale,wal WAL,FW,Real Madrid,es La Liga,29,1989,19.8,14,12,5,6,3,2,19,10.5,17,241,58,24.1,26,116,99,27,3,0,24,11,25,9,0
167,Mikel Balenziaga\Mikel-Balenziaga,es ESP,DF,Athletic Club,es La Liga,30,1988,5.8,11,9,7,2,2,4,10,40,6,108,16,14.8,62,41,5,10,2,0,8,2,13,17,0
168,Andrija Balić\Andrija-Balic,hr CRO,FWMF,Udinese,it Serie A,20,1997,0.3,1,0,0,0,1,1,1,100,0,11,1,9.1,4,6,1,1,0,0,1,0,1,0,0
169,Fodé Ballo-Touré\Fode-Ballo-Toure,fr FRA,DF,Lille,fr Ligue 1,21,1997,17.7,46,26,29,15,2,29,40,72.5,11,238,77,32.4,129,87,22,43,5,0,38,26,72,34,2
170,Fodé Ballo-Touré\Fode-Ballo-Toure,fr FRA,DF,Monaco,fr Ligue 1,21,1997,17.7,56,32,36,15,5,23,54,42.6,31,316,86,27.2,148,134,34,39,3,0,36,26,82,50,1
171,Florent Balmont\Florent-Balmont,fr FRA,MF,Dijon,fr Ligue 1,38,1980,12,28,21,15,11,2,6,36,16.7,30,234,75,32.1,84,121,29,14,2,0,12,6,34,8,0
172,Leon Balogun\Leon-Balogun,ng NGA,DF,Brighton,eng Premier League,30,1988,6.6,14,7,11,3,0,5,10,50,5,52,18,34.6,39,11,2,10,4,0,6,15,29,40,0
173,Mario Balotelli\Mario-Balotelli,it ITA,FW,Nice,fr Ligue 1,27,1990,8.4,0,0,0,0,0,0,3,0,3,78,19,24.4,4,32,42,5,0,0,5,1,1,6,0
174,Mario Balotelli\Mario-Balotelli,it ITA,FW,Marseille,fr Ligue 1,27,1990,10.4,9,8,2,6,1,5,13,38.5,8,111,28,25.2,10,50,51,5,2,0,3,3,12,6,0
175,Abdoulaye Bamba\Abdoulaye-Bamba,ci CIV,DF,Angers,fr Ligue 1,28,1990,28.6,47,30,30,11,6,22,54,40.7,32,430,133,30.9,278,114,38,47,4,0,43,31,78,79,0
176,Jonathan Bamba\Jonathan-Bamba,fr FRA,FWMF,Lille,fr Ligue 1,22,1996,33.4,28,20,5,15,8,10,48,20.8,38,576,134,23.3,158,288,130,50,3,0,47,37,65,10,0
177,Sol Bamba\Sol-Bamba,ci CIV,DF,Cardiff City,eng Premier League,33,1985,27.5,74,34,47,27,0,27,57,47.4,30,355,109,30.7,214,133,8,90,30,2,60,84,158,159,1
178,Yacine Bammou\Yacine-Bammou,ma MAR,FWMF,Caen,fr Ligue 1,26,1991,10.3,12,6,6,4,2,2,6,33.3,4,145,39,26.9,44,65,36,20,3,0,17,7,19,15,0
179,Éver Banega\Ever-Banega,ar ARG,MF,Sevilla,es La Liga,30,1988,29.6,64,44,32,28,4,16,70,22.9,54,574,141,24.6,224,295,55,31,4,0,27,28,92,32,0
180,Mattia Bani\Mattia-Bani,it ITA,DF,Chievo,it Serie A,24,1993,29,65,39,45,20,0,25,45,55.6,20,389,114,29.3,257,116,16,59,36,0,23,62,127,174,2
181,Léo Baptistão\Leo-Baptistao,br BRA,FWMF,Espanyol,es La Liga,25,1992,13.7,23,14,12,5,6,10,31,32.3,21,336,72,21.4,78,152,106,17,0,0,17,8,31,11,0
182,Antonín Barák\Antonin-Barak,cz CZE,MFFW,Udinese,it Serie A,23,1994,3.7,10,8,5,5,0,1,8,12.5,7,87,19,21.8,24,47,16,3,0,0,3,2,12,1,0
183,Federico Barba\Federico-Barba,it ITA,DF,Chievo,it Serie A,24,1993,27.6,36,28,25,10,1,11,23,47.8,12,319,93,29.2,188,111,20,54,13,0,41,68,104,124,0
184,Danilo Barbosa\Danilo-Barbosa,br BRA,MF,Nice,fr Ligue 1,22,1996,17.2,33,20,11,16,6,9,27,33.3,18,364,97,26.6,113,190,61,23,3,0,20,15,48,24,0
185,Enis Bardhi\Enis-Bardhi,mk MKD,MF,Levante,es La Liga,23,1995,31.5,65,45,24,33,8,21,84,25,63,732,175,23.9,217,383,132,44,3,0,41,31,96,31,0
186,Francesco Bardi\Francesco-Bardi,it ITA,GK,Frosinone,it Serie A,26,1992,3,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
187,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,eng Premier League,33,1985,18.6,36,19,21,14,1,13,31,41.9,18,209,58,27.8,121,67,21,30,12,2,18,27,63,85,1
188,Nicolò Barella\Nicolo-Barella,it ITA,MFFW,Cagliari,it Serie A,21,1997,34.5,101,61,43,30,28,30,90,33.3,60,752,208,27.7,219,356,177,65,3,0,62,39,140,30,0
189,Philipp Bargfrede\Philipp-Bargfrede,de GER,MFDF,Werder Bremen,de Bundesliga,29,1989,12,18,14,6,11,1,6,27,22.2,21,141,38,27,53,80,8,35,11,0,24,33,51,45,1
190,Antonino Barillà\Antonino-Barilla,it ITA,MF,Parma,it Serie A,30,1988,29.1,62,48,39,20,3,16,67,23.9,51,767,186,24.3,352,342,73,66,12,0,54,37,99,37,0
191,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,eng Premier League,24,1993,13.8,12,11,3,8,1,5,21,23.8,16,250,60,24,50,134,66,14,1,0,13,9,21,16,1
192,Aymen Barkok\Aymen-Barkok,de GER,MF,Düsseldorf,de Bundesliga,20,1998,5.7,11,7,4,7,0,1,17,5.9,16,174,51,29.3,45,112,17,8,2,0,6,5,16,3,0
193,Ashley Barnes\Ashley-Barnes,at AUT,FW,Burnley,eng Premier League,28,1989,26.5,26,14,5,14,7,5,40,12.5,35,727,168,23.1,69,372,286,31,8,0,23,3,29,24,1
194,Harvey Barnes\Harvey-Barnes,eng ENG,FWMF,Leicester City,eng Premier League,20,1997,11.2,8,4,4,3,1,2,9,22.2,7,163,43,26.4,44,82,37,10,2,0,8,3,11,4,0
195,Antonio Barragán\Antonio-Barragan,es ESP,DFMF,Betis,es La Liga,31,1987,10.4,17,8,13,3,1,3,16,18.8,13,130,36,27.7,62,49,19,17,1,0,16,5,22,17,3
196,Antonio Barreca\Antonio-Barreca,it ITA,DF,Newcastle Utd,eng Premier League,23,1995,0.1,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
197,Antonio Barreca\Antonio-Barreca,it ITA,DF,Monaco,fr Ligue 1,23,1995,6.6,9,3,6,3,0,4,8,50,4,71,15,21.1,37,27,7,7,2,0,5,6,15,6,0
198,Leandro Barreiro Martins\Leandro-Barreiro-Martins,lu LUX,MF,Mainz 05,de Bundesliga,18,2000,1,5,4,2,1,2,2,2,100,0,24,5,20.8,5,14,5,0,0,0,0,2,7,1,0
199,Ander Barrenetxea\Ander-Barrenetxea,es ESP,FWMF,Real Sociedad,es La Liga,16,2001,4.4,8,6,3,0,5,2,8,25,6,115,26,22.6,28,52,35,11,0,0,11,4,12,3,0
200,Édgar Barreto\Edgar-Barreto,py PAR,MF,Sampdoria,it Serie A,34,1984,8.7,20,12,9,5,6,9,32,28.1,23,145,38,26.2,37,71,37,19,2,0,17,15,35,5,0
201,Musa Barrow\Musa-Barrow,gm GAM,FWMF,Atalanta,it Serie A,19,1998,6.7,10,6,7,2,1,2,6,33.3,4,135,38,28.1,12,54,69,5,2,0,3,0,10,1,0
202,Fin Bartels\Fin-Bartels,de GER,FW,Werder Bremen,de Bundesliga,31,1987,0.3,0,0,0,0,0,0,1,0,1,8,2,25,4,2,2,1,0,0,1,1,1,0,0
203,Marc Bartra\Marc-Bartra,es ESP,DF,Betis,es La Liga,27,1991,32.5,86,55,50,32,4,24,67,35.8,43,393,123,31.3,223,147,23,60,23,1,37,60,146,156,3
204,Andrea Barzagli\Andrea-Barzagli,it ITA,DF,Juventus,it Serie A,37,1981,2.9,3,3,1,2,0,1,4,25,3,20,5,25,13,7,0,3,3,0,0,4,7,6,0
205,Daniele Baselli\Daniele-Baselli,it ITA,MF,Torino,it Serie A,26,1992,26.4,65,44,27,30,8,14,59,23.7,45,514,138,26.8,143,258,113,48,8,0,40,34,99,28,0
206,Toma Bašić\Toma-Basic,hr CRO,MF,Bordeaux,fr Ligue 1,21,1996,14.8,29,17,5,18,6,9,38,23.7,29,442,123,27.8,115,252,75,16,3,0,13,13,42,21,0
207,Thomas Basila\Thomas-Basila,fr FRA,DF,Nantes,fr Ligue 1,19,1999,1,2,2,1,1,0,0,0,,0,11,3,27.3,9,2,0,2,1,0,1,0,2,8,0
208,Borja Bastón\Borja-Baston,es ESP,FW,Alavés,es La Liga,25,1992,16,15,9,1,12,2,2,28,7.1,26,441,69,15.6,35,248,158,18,5,0,13,4,19,8,0
209,Alessandro Bastoni\Alessandro-Bastoni,it ITA,DF,Parma,it Serie A,19,1999,18.8,32,18,22,9,1,7,16,43.8,9,180,56,31.1,125,46,9,44,18,0,26,22,54,116,0
210,Bastos\Bastos,ao ANG,DF,Lazio,it Serie A,27,1991,12.7,27,20,21,5,1,16,29,55.2,13,151,43,28.5,100,38,13,23,9,0,14,6,33,56,1
211,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,eng Premier League,24,1993,8.3,2,1,0,0,2,1,4,25,3,170,32,18.8,14,98,58,9,5,0,4,3,5,1,0
212,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Valencia,es La Liga,24,1993,5.9,1,1,0,1,0,0,5,0,5,110,23,20.9,10,63,37,7,3,0,4,0,1,3,0
213,Robert Bauer\Robert-Bauer,de GER,DF,Nürnberg,de Bundesliga,23,1995,19.1,46,20,35,10,1,18,36,50,18,225,59,26.2,153,54,18,40,7,0,33,28,74,71,0
214,Oliver Baumann\Oliver-Baumann,de GER,GK,Hoffenheim,de Bundesliga,28,1990,33,0,0,0,0,0,0,0,,0,2,1,50,2,0,0,1,0,0,1,4,4,1,1
215,Timo Baumgartl\Timo-Baumgartl,de GER,DF,Stuttgart,de Bundesliga,22,1996,18,36,22,25,11,0,9,22,40.9,13,154,51,33.1,104,46,4,40,16,1,24,29,65,102,0
216,Julian Baumgartlinger\Julian-Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,30,1988,17.3,54,34,27,22,5,19,47,40.4,28,325,102,31.4,90,196,39,29,5,0,24,27,81,28,0
217,Christoph Baumgartner\Christoph-Baumgartner,at AUT,MF,Hoffenheim,de Bundesliga,18,1999,0.9,2,1,0,1,1,1,3,33.3,2,21,5,23.8,5,11,5,2,0,0,2,0,2,0,0
218,Jon Bautista\Jon-Bautista,es ESP,FW,Real Sociedad,es La Liga,23,1995,6.6,8,5,0,3,5,2,9,22.2,7,143,33,23.1,6,73,64,5,1,0,4,5,13,7,0
219,Paul Baysse\Paul-Baysse,fr FRA,DF,Bordeaux,fr Ligue 1,30,1988,0.8,1,1,1,0,0,0,1,0,1,8,2,25,7,1,0,0,0,0,0,1,2,4,0
220,Paul Baysse\Paul-Baysse,fr FRA,DF,Caen,fr Ligue 1,30,1988,19.9,24,15,20,4,0,11,17,64.7,6,125,38,30.4,89,33,3,34,17,1,17,29,53,130,0
221,Noah Joel Sarenren Bazee\Noah-Joel-Sarenren-Bazee,ng NGA,FW,Hannover 96,de Bundesliga,21,1996,1.7,2,0,1,1,0,1,1,100,0,37,4,10.8,8,23,6,1,0,0,1,1,3,2,0
222,Claudio Beauvue\Claudio-Beauvue,GPE,FW,Caen,fr Ligue 1,30,1988,16.7,15,12,5,7,3,3,23,13,20,228,58,25.4,37,119,72,17,1,0,16,7,22,20,0
223,Bebé\Bebe,pt POR,FWMF,Rayo Vallecano,es La Liga,28,1990,14.5,25,21,13,7,5,11,21,52.4,10,228,70,30.7,76,105,47,20,1,0,19,9,34,15,0
224,Bebé\Bebe,pt POR,MF,Eibar,es La Liga,28,1990,0.7,0,0,0,0,0,0,0,,0,14,7,50,1,7,6,1,0,0,1,1,1,0,0
225,Ihlas Bebou\Ihlas-Bebou,tg TOG,FWMF,Hannover 96,de Bundesliga,24,1994,11.8,17,15,6,9,2,6,14,42.9,8,228,51,22.4,64,112,52,17,2,0,15,10,27,6,0
226,Uffe Bech\Uffe-Bech,dk DEN,FW,Hannover 96,de Bundesliga,25,1993,0.2,0,0,0,0,0,0,1,0,1,4,0,0,0,3,1,0,0,0,0,0,0,2,0
227,Andreas Beck\Andreas-Beck,de GER,DFMF,Stuttgart,de Bundesliga,31,1987,19.7,39,23,21,12,6,10,31,32.3,21,318,81,25.5,159,116,43,38,4,0,34,22,61,50,0
228,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,eng Premier League,22,1996,23.9,43,28,25,16,2,18,36,50,18,266,70,26.3,172,88,6,57,25,2,32,64,107,172,0
229,Andrea Beghetto\Andrea-Beghetto,it ITA,DFMF,Frosinone,it Serie A,23,1994,24.7,29,19,16,9,4,10,24,41.7,14,380,95,25,197,126,57,42,5,0,37,19,48,57,1
230,Asmir Begović\Asmir-Begovic,ba BIH,GK,Bournemouth,eng Premier League,31,1987,24,0,0,0,0,0,0,4,0,4,1,0,0,1,0,0,0,0,0,0,0,0,1,1
231,Valon Behrami\Valon-Behrami,ch SUI,MF,Udinese,it Serie A,33,1985,15.1,68,41,31,30,7,25,61,41,36,521,129,24.8,178,310,33,37,12,0,25,19,87,26,0
232,Hanno Behrens\Hanno-Behrens,de GER,MF,Nürnberg,de Bundesliga,28,1990,29.3,43,25,23,19,1,11,48,22.9,37,581,128,22,221,272,88,56,12,0,44,36,79,66,0
233,Ishak Belfodil\Ishak-Belfodil,dz ALG,FW,Hoffenheim,de Bundesliga,26,1992,20.7,16,9,4,8,4,3,14,21.4,11,205,56,27.3,23,94,88,18,6,0,12,3,19,11,0
234,Stefan Bell\Stefan-Bell,de GER,DF,Mainz 05,de Bundesliga,26,1991,25,36,19,22,13,1,15,35,42.9,20,184,73,39.7,110,64,10,38,12,0,26,58,94,144,1
235,Karim Bellarabi\Karim-Bellarabi,de GER,FWMF,Leverkusen,de Bundesliga,28,1990,11.7,14,10,9,2,3,6,15,40,9,185,58,31.4,46,75,64,14,0,0,14,11,25,7,0
236,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,eng Premier League,23,1995,17,13,9,8,4,1,7,18,38.9,11,195,50,25.6,92,76,27,31,4,0,27,18,31,29,0
237,Andrea Belotti\Andrea-Belotti,it ITA,FW,Torino,it Serie A,24,1993,36.7,28,18,9,10,9,6,29,20.7,23,505,131,25.9,29,236,240,54,11,0,43,15,43,22,0
238,Fran Beltrán\Fran-Beltran,es ESP,MF,Celta Vigo,es La Liga,19,1999,16.9,28,16,12,13,3,16,49,32.7,33,506,124,24.5,135,266,105,19,2,0,17,19,47,18,1
239,Hatem Ben Arfa\Hatem-Ben-Arfa,fr FRA,MFFW,Rennes,fr Ligue 1,31,1987,22.6,16,7,5,7,4,8,23,34.8,15,294,61,20.7,27,164,103,10,0,0,10,4,20,3,0
240,Wissam Ben Yedder\Wissam-Ben-Yedder,fr FRA,FW,Sevilla,es La Liga,27,1990,31.2,20,18,3,11,6,1,14,7.1,13,614,157,25.6,39,257,318,25,0,0,25,11,31,5,0
241,Diego Benaglio\Diego-Benaglio,ch SUI,GK,Monaco,fr Ligue 1,34,1983,22.9,0,0,0,0,0,0,0,,0,3,1,33.3,3,0,0,0,0,0,0,0,0,2,1
242,Marco Benassi\Marco-Benassi,it ITA,MF,Fiorentina,it Serie A,23,1994,25.4,25,16,6,15,4,10,46,21.7,36,344,89,25.9,75,151,118,26,5,2,21,9,34,27,0
243,Medhi Benatia\Medhi-Benatia,ma MAR,DF,Juventus,it Serie A,31,1987,5,7,6,6,1,0,3,5,60,2,34,7,20.6,14,15,5,11,5,0,6,15,22,22,0
244,Lars Bender\Lars-Bender,de GER,DFMF,Leverkusen,de Bundesliga,29,1989,15.1,43,31,21,18,4,14,34,41.2,20,266,98,36.8,98,131,37,35,5,1,30,26,69,26,0
245,Sven Bender\Sven-Bender,de GER,DF,Leverkusen,de Bundesliga,29,1989,22.1,38,23,24,14,0,16,29,55.2,13,191,67,35.1,114,68,9,35,11,0,24,54,92,123,1
246,László Bénes\Laszlo-Benes,sk SVK,MF,M'gladbach,de Bundesliga,20,1997,0.3,1,1,1,0,0,1,2,50,1,15,5,33.3,12,3,0,3,0,0,3,1,2,2,0
247,Nicolas Benezet\Nicolas-Benezet,fr FRA,MFFW,Guingamp,fr Ligue 1,27,1991,18.5,37,28,14,16,7,5,31,16.1,26,374,104,27.8,77,180,117,16,1,0,15,17,54,0,0
248,Walter Benítez\Walter-Benitez,ar ARG,GK,Nice,fr Ligue 1,25,1993,35,0,0,0,0,0,0,2,0,2,3,1,33.3,3,0,0,0,0,0,0,2,2,0,1
249,Ismaël Bennacer\Ismael-Bennacer,dz ALG,MF,Empoli,it Serie A,20,1997,32.9,96,68,47,40,9,30,78,38.5,48,783,208,26.6,351,343,89,62,10,0,52,55,151,35,0
250,Joe Bennett\Joe-Bennett,eng ENG,DF,Cardiff City,eng Premier League,28,1990,29.3,50,27,33,16,1,13,35,37.1,22,437,122,27.9,237,179,21,68,9,0,59,57,107,74,0
251,Ryan Bennett\Ryan-Bennett,eng ENG,DF,Wolves,eng Premier League,28,1990,34,68,36,47,18,3,21,32,65.6,11,302,82,27.2,217,77,8,72,25,1,47,46,114,142,1
252,Yassine Benrahou\Yassine-Benrahou,fr FRA,MFDF,Bordeaux,fr Ligue 1,19,1999,2,7,3,0,6,1,1,5,20,4,70,18,25.7,18,33,19,3,0,0,3,2,9,1,0
253,Ramy Bensebaini\Ramy-Bensebaini,dz ALG,DF,Rennes,fr Ligue 1,23,1995,23.9,63,30,35,19,9,26,51,51,25,313,106,33.9,184,93,36,53,10,1,43,39,102,89,1
254,Nabil Bentaleb\Nabil-Bentaleb,dz ALG,MF,Schalke 04,de Bundesliga,23,1994,19.9,30,21,10,16,4,5,24,20.8,19,285,79,27.7,75,170,40,29,7,0,22,35,65,23,0
255,Rodrigo Bentancur\Rodrigo-Bentancur,uy URU,MF,Juventus,it Serie A,21,1997,22.3,50,28,22,23,5,18,56,32.1,38,548,138,25.2,150,287,111,38,8,0,30,44,94,44,1
256,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,eng Premier League,27,1990,9,5,4,2,2,1,2,4,50,2,153,33,21.6,10,91,52,5,1,0,4,0,5,13,0
257,Karim Benzema\Karim-Benzema,fr FRA,FW,Real Madrid,es La Liga,30,1987,32.8,18,13,4,8,6,4,17,23.5,13,442,99,22.4,19,185,238,14,2,0,12,8,26,25,0
258,Yassine Benzia\Yassine-Benzia,dz ALG,MF,Lille,fr Ligue 1,23,1994,1.8,1,1,0,1,0,1,2,50,1,29,7,24.1,3,16,10,3,0,0,3,0,1,0,0
259,Domenico Berardi\Domenico-Berardi,it ITA,FWMF,Sassuolo,it Serie A,23,1994,31.9,41,23,16,13,12,18,72,25,54,697,140,20.1,157,332,208,39,4,0,35,28,69,22,0
260,Yuri Berchiche\Yuri-Berchiche,es ESP,DFFW,Athletic Club,es La Liga,28,1990,34.7,56,42,29,14,13,20,56,35.7,36,477,125,26.2,219,194,64,67,10,0,57,42,98,94,1
261,Álex Berenguer\Alex-Berenguer,es ESP,MFFW,Torino,it Serie A,23,1995,16.5,37,27,16,16,5,11,37,29.7,26,324,81,25,69,148,107,24,2,0,22,8,45,6,0
262,Bartosz Bereszyński\Bartosz-Bereszynski,pl POL,DF,Sampdoria,it Serie A,26,1992,24.4,56,25,35,19,2,22,60,36.7,38,315,93,29.5,175,103,37,61,5,0,56,33,89,48,0
263,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MFFW,Burnley,eng Premier League,27,1990,19.5,22,14,12,9,1,9,27,33.3,18,350,83,23.7,115,148,87,40,2,0,38,31,53,30,0
264,Markel Bergara\Markel-Bergara,es ESP,MF,Getafe,es La Liga,32,1986,0.6,2,1,0,1,1,1,2,50,1,15,5,33.3,1,11,3,3,0,0,3,1,3,1,0
265,Robert Berić\Robert-Beric,si SVN,FW,Saint-Étienne,fr Ligue 1,27,1991,13.1,10,5,3,6,1,1,13,7.7,12,280,65,23.2,12,139,129,12,2,0,10,4,14,5,0
266,Etrit Berisha\Etrit-Berisha,al ALB,GK,Atalanta,it Serie A,29,1989,18,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,0,0,1,1,0,0
267,Valon Berisha\Valon-Berisha,xk KVX,MF,Lazio,it Serie A,25,1993,2.2,8,5,2,5,1,0,3,0,3,74,14,18.9,16,41,17,7,0,0,7,4,12,2,0
268,Bernard\Bernard,br BRA,FWMF,Everton,eng Premier League,25,1992,23.5,48,32,19,19,10,16,57,28.1,41,490,126,25.7,166,225,99,52,2,0,50,27,75,10,0
269,Federico Bernardeschi\Federico-Bernardeschi,it ITA,FWMF,Juventus,it Serie A,24,1994,16.4,15,11,7,5,3,6,26,23.1,20,332,69,20.8,75,161,96,12,1,0,11,7,22,8,0
270,Bernardo\Bernardo,br BRA,DF,Brighton,eng Premier League,23,1995,19.5,66,39,46,15,5,22,40,55,18,274,97,35.4,171,83,20,53,16,1,37,33,99,76,0
271,Paul Bernardoni\Paul-Bernardoni,fr FRA,GK,Nîmes,fr Ligue 1,21,1997,38,0,0,0,0,0,0,2,0,2,3,1,33.3,3,0,0,0,0,0,0,2,2,6,0
