Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,AD_Won%
162,Leon Bailey\Leon-Bailey,jm JAM,FWDF,Leverkusen,de Bundesliga,19,1997,24.6,2,0,0,26,31,6,196,20,9,0,0,0,189,19,32,37.3
163,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,eng Premier League,23,1994,11.1,2,0,0,10,9,0,0,23,10,0,0,1,112,11,7,61.1
164,Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,eng Premier League,32,1984,21.2,1,0,0,7,17,1,75,28,9,0,0,0,156,7,12,36.8
165,Riad Bajić\Riad-Bajic,ba BIH,FWMF,Udinese,it Serie A,23,1994,0.9,0,0,0,1,0,1,0,0,0,0,0,0,2,3,6,33.3
166,Marvin Bakalorz\Marvin-Bakalorz,de GER,MF,Hannover 96,de Bundesliga,27,1989,22.8,4,0,0,33,55,2,10,31,19,0,0,0,206,29,21,58
167,Cédric Bakambu\Cedric-Bakambu,cd COD,FW,Villarreal,es La Liga,26,1991,14,5,0,0,41,19,11,12,5,5,0,0,0,44,9,32,22
168,Tiemoué Bakayoko\Tiemoue-Bakayoko,fr FRA,MF,Chelsea,eng Premier League,22,1994,23.6,4,2,1,50,24,2,5,38,44,0,0,0,230,32,28,53.3
169,Zakaria Bakkali\Zakaria-Bakkali,be BEL,FWMF,La Coruña,es La Liga,21,1996,10.2,5,0,0,15,20,4,37,5,6,0,0,0,68,2,8,20
170,Ridle Baku\Ridle-Baku,de GER,MF,Mainz 05,de Bundesliga,19,1998,2.6,1,0,0,5,4,1,3,3,4,0,0,0,33,2,8,20
171,Keita Baldé\Keita-Balde,sn SEN,FWMF,Monaco,fr Ligue 1,22,1995,16.3,3,2,1,23,27,15,38,4,6,0,0,0,87,6,6,50
172,Sam Baldock\Sam-Baldock,eng ENG,FWMF,Brighton,eng Premier League,28,1989,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
173,Gareth Bale\Gareth-Bale,wal WAL,FWMF,Real Madrid,es La Liga,28,1989,19.9,5,0,0,25,16,13,56,12,7,2,0,0,67,23,19,54.8
174,Mikel Balenziaga\Mikel-Balenziaga,es ESP,DF,Athletic Club,es La Liga,29,1988,17.2,1,0,0,22,17,0,49,19,25,0,0,0,170,7,6,53.8
175,Andrija Balić\Andrija-Balic,hr CRO,MF,Udinese,it Serie A,19,1997,12,2,0,0,15,10,1,37,18,17,0,0,0,148,6,9,40
176,Iván Balliu\Ivan-Balliu,al ALB,DF,Metz,fr Ligue 1,25,1992,21.7,6,0,0,23,36,2,51,34,13,0,0,0,210,4,8,33.3
177,Fodé Ballo-Touré\Fode-Ballo-Toure,fr FRA,DF,Lille,fr Ligue 1,20,1997,22.8,5,1,0,30,19,8,45,28,21,0,2,1,203,11,13,45.8
178,Florent Balmont\Florent-Balmont,fr FRA,MF,Dijon,fr Ligue 1,37,1980,9.6,3,0,0,10,16,0,17,9,6,0,0,0,111,0,1,0
179,Leon Balogun\Leon-Balogun,ng NGA,DF,Mainz 05,de Bundesliga,29,1988,13,5,1,1,22,4,0,3,40,23,0,1,0,150,42,19,68.9
180,Mario Balotelli\Mario-Balotelli,it ITA,FW,Nice,fr Ligue 1,26,1990,25.2,11,1,0,57,72,23,16,12,4,1,0,0,66,10,13,43.5
181,Abdoulaye Bamba\Abdoulaye-Bamba,ci CIV,DF,Angers,fr Ligue 1,27,1990,17,2,0,0,19,19,2,35,14,9,0,1,0,155,7,4,63.6
182,Jonathan Bamba\Jonathan-Bamba,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,21,1996,28.6,1,0,0,28,46,20,108,18,20,2,0,0,205,8,22,26.7
183,Yacine Bammou\Yacine-Bammou,ma MAR,MFFW,Nantes,fr Ligue 1,25,1991,8.1,2,2,1,18,8,5,17,5,5,0,0,0,68,4,8,33.3
184,Éver Banega\Ever-Banega,ar ARG,MF,Sevilla,es La Liga,29,1988,26.7,9,1,0,39,53,2,144,12,39,0,0,0,299,5,8,38.5
185,Mattia Bani\Mattia-Bani,it ITA,DF,Chievo,it Serie A,23,1993,14.6,5,1,0,16,12,1,5,26,15,0,0,0,132,37,16,69.8
186,Beni Baningime\Beni-Baningime,cd COD,MF,Everton,eng Premier League,18,1998,2.2,1,0,0,4,1,0,0,3,3,0,0,0,29,1,0,100
187,Léo Baptistão\Leo-Baptistao,br BRA,FWMF,Espanyol,es La Liga,24,1992,29.7,4,0,0,49,50,16,34,25,33,0,0,0,150,28,40,41.2
188,Sekou Baradji\Sekou-Baradji,fr FRA,MF,Amiens,fr Ligue 1,33,1984,0.1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,
189,Antonín Barák\Antonin-Barak,cz CZE,MF,Udinese,it Serie A,22,1994,30.1,5,0,0,46,28,0,34,21,31,0,0,0,266,34,30,53.1
190,Andrea Barberis\Andrea-Barberis,it ITA,MF,Crotone,it Serie A,23,1993,33.7,1,0,0,29,23,1,91,57,56,0,1,0,363,39,46,45.9
191,Mariano Barbosa\Mariano-Barbosa,ar ARG,GK,Villarreal,es La Liga,33,1984,12.5,0,0,0,0,3,0,0,1,0,0,0,0,46,0,0,
192,Enis Bardhi\Enis-Bardhi,mk MKD,MF,Levante,es La Liga,22,1995,17.6,9,0,0,37,25,3,57,17,22,0,0,0,131,3,12,20
193,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,eng Premier League,32,1985,12.5,5,0,0,22,18,0,19,23,18,0,1,0,161,16,21,43.2
194,Nicolò Barella\Nicolo-Barella,it ITA,MF,Cagliari,it Serie A,20,1997,32.8,14,2,1,76,64,1,106,39,60,0,1,0,396,29,29,50
195,Philipp Bargfrede\Philipp-Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,28,1989,20.7,5,0,0,42,28,0,3,55,41,0,0,0,269,34,36,48.6
196,Ross Barkley\Ross-Barkley,eng ENG,MFFW,Chelsea,eng Premier League,23,1993,1.4,0,0,0,1,1,0,3,0,0,0,0,0,6,0,5,0
197,Aymen Barkok\Aymen-Barkok,de GER,MFFW,Eint Frankfurt,de Bundesliga,19,1998,3.5,1,0,0,6,2,3,4,6,5,0,0,0,30,4,10,28.6
198,Ashley Barnes\Ashley-Barnes,at AUT,FW,Burnley,eng Premier League,27,1989,24.1,10,0,0,53,71,26,16,2,10,0,0,0,107,46,105,30.5
199,Harvey Barnes\Harvey-Barnes,eng ENG,MFFW,Leicester City,eng Premier League,19,1997,0.1,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,100
200,Antonio Barragán\Antonio-Barragan,es ESP,DFMF,Betis,es La Liga,30,1987,26.3,7,0,0,51,19,4,91,23,22,0,0,0,217,30,15,66.7
201,Antonio Barreca\Antonio-Barreca,it ITA,DFMF,Torino,it Serie A,22,1995,5.2,0,1,0,4,2,2,12,3,4,0,0,0,61,7,2,77.8
202,Édgar Barreto\Edgar-Barreto,py PAR,MF,Sampdoria,it Serie A,33,1984,21.8,5,2,1,26,24,0,34,21,33,0,1,0,212,21,42,33.3
203,Barri\Barri,es ESP,MFFW,Getafe,es La Liga,21,1995,1.3,0,0,0,3,0,0,0,2,0,0,0,0,8,2,1,66.7
204,Musa Barrow\Musa-Barrow,gm GAM,FWMF,Atalanta,it Serie A,18,1998,4.9,0,0,0,2,3,3,8,0,1,0,0,0,9,2,7,22.2
205,Gareth Barry\Gareth-Barry,eng ENG,MF,West Brom,eng Premier League,36,1981,21.4,4,0,0,28,29,1,29,20,24,0,0,0,280,24,23,51.1
206,Fin Bartels\Fin-Bartels,de GER,FW,Werder Bremen,de Bundesliga,30,1987,12.5,0,0,0,10,15,5,15,9,7,0,0,0,72,6,15,28.6
207,Kyle Bartley\Kyle-Bartley,eng ENG,DF,Swansea City,eng Premier League,26,1991,2.6,2,0,0,5,1,0,0,3,1,0,0,0,27,9,1,90
208,Marc Bartra\Marc-Bartra,es ESP,DF,Dortmund,de Bundesliga,26,1991,9,1,0,0,9,9,1,4,34,12,0,0,0,154,18,11,62.1
209,Marc Bartra\Marc-Bartra,es ESP,DF,Betis,es La Liga,26,1991,15.8,6,0,0,19,17,0,2,32,27,0,0,0,208,19,8,70.4
210,Andrea Barzagli\Andrea-Barzagli,it ITA,DF,Juventus,it Serie A,36,1981,16.1,2,0,0,10,12,0,4,14,19,0,0,1,171,27,14,65.9
211,Daniele Baselli\Daniele-Baselli,it ITA,MF,Torino,it Serie A,25,1992,28,13,2,1,52,52,3,26,57,39,0,0,0,265,29,29,50
212,Nicolas Basin\Nicolas-Basin,fr FRA,DF,Metz,fr Ligue 1,19,1998,3.5,1,0,0,2,3,0,9,9,5,0,0,0,38,3,2,60
213,Dušan Basta\Dusan-Basta,rs SRB,DFMF,Lazio,it Serie A,32,1984,8.6,0,0,0,7,4,3,29,14,4,0,1,0,79,4,6,40
214,Gil Bastião Dias\Gil-Bastiao-Dias,pt POR,FW,Monaco,fr Ligue 1,20,1996,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
215,Gil Bastião Dias\Gil-Bastiao-Dias,pt POR,FWMF,Fiorentina,it Serie A,20,1996,13.2,1,0,0,14,15,4,19,22,28,0,0,0,98,12,18,40
216,Samuel Bastien\Samuel-Bastien,be BEL,MFFW,Chievo,it Serie A,20,1996,15.1,3,2,1,15,15,3,12,22,17,0,0,0,124,16,32,33.3
217,Borja Bastón\Borja-Baston,es ESP,FW,Málaga,es La Liga,24,1992,11,2,0,0,14,7,9,5,3,3,1,0,0,39,23,21,52.3
218,Alessandro Bastoni\Alessandro-Bastoni,it ITA,DF,Atalanta,it Serie A,18,1999,1,0,0,0,2,5,0,0,1,3,0,0,0,15,0,3,0
219,Bastos\Bastos,ao ANG,DF,Lazio,it Serie A,26,1991,15.6,4,0,0,12,5,0,1,24,24,0,3,0,138,18,10,64.3
220,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Chelsea,eng Premier League,23,1993,4,0,0,0,4,3,6,0,1,4,0,0,1,15,2,11,15.4
221,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Dortmund,de Bundesliga,23,1993,9.3,2,0,0,16,3,12,0,0,4,0,0,0,35,10,25,28.6
222,Moritz Bauer\Moritz-Bauer,at AUT,DFMF,Stoke City,eng Premier League,25,1992,14.5,4,0,0,19,20,1,40,10,12,0,0,0,112,14,8,63.6
223,Robert Bauer\Robert-Bauer,de GER,DF,Werder Bremen,de Bundesliga,22,1995,10.6,4,0,0,13,11,0,15,23,12,0,0,0,133,6,7,46.2
224,Oliver Baumann\Oliver-Baumann,de GER,GK,Hoffenheim,de Bundesliga,27,1990,34,0,0,0,0,6,0,0,3,0,0,0,0,236,0,0,
225,Timo Baumgartl\Timo-Baumgartl,de GER,DF,Stuttgart,de Bundesliga,21,1996,29,4,0,0,40,29,1,9,60,48,0,1,0,336,65,34,65.7
226,Julian Baumgartlinger\Julian-Baumgartlinger,at AUT,MFDF,Leverkusen,de Bundesliga,29,1988,15.5,3,0,0,18,26,0,2,24,36,1,0,0,202,17,17,50
227,Jon Bautista\Jon-Bautista,es ESP,FWMF,Real Sociedad,es La Liga,22,1995,2.1,0,0,0,4,1,1,0,0,0,0,0,0,9,6,5,54.5
228,Paul Baysse\Paul-Baysse,fr FRA,DF,Bordeaux,fr Ligue 1,29,1988,6.3,0,1,0,8,1,0,1,7,3,0,0,0,75,10,4,71.4
229,Paul Baysse\Paul-Baysse,fr FRA,DF,Málaga,es La Liga,29,1988,13.8,1,0,0,17,9,3,0,22,10,0,0,0,173,26,12,68.4
230,Noah Joel Sarenren Bazee\Noah-Joel-Sarenren-Bazee,ng NGA,FWMF,Hannover 96,de Bundesliga,20,1996,1.3,1,0,0,4,5,2,5,0,1,0,0,0,10,4,3,57.1
231,Hervé Bazile\Herve-Bazile,ht HAI,FWMF,Caen,fr Ligue 1,27,1990,9.8,1,0,0,15,16,5,108,16,11,0,0,0,72,2,6,25
232,Riechedly Bazoer\Riechedly-Bazoer,nl NED,MF,Wolfsburg,de Bundesliga,20,1996,6.6,2,0,0,11,13,2,3,9,5,1,0,0,68,4,7,36.4
233,Enrico Bearzotti\Enrico-Bearzotti,it ITA,DFFW,Hellas Verona,it Serie A,20,1996,4.6,0,0,0,2,2,0,14,4,1,0,1,0,35,3,2,60
234,Claudio Beauvue\Claudio-Beauvue,GPE,FW,Leganés,es La Liga,29,1988,18.6,4,0,0,28,26,18,12,2,2,0,0,0,41,47,61,43.5
235,Bebé\Bebe,pt POR,MFFW,Eibar,es La Liga,27,1990,4.1,0,0,0,5,4,3,47,3,5,0,0,0,30,2,2,50
236,Ihlas Bebou\Ihlas-Bebou,tg TOG,MFFW,Hannover 96,de Bundesliga,23,1994,23.8,3,0,0,20,44,9,53,28,25,0,0,0,203,53,47,53
237,Andreas Beck\Andreas-Beck,de GER,DFMF,Stuttgart,de Bundesliga,30,1987,21.4,5,0,0,34,47,1,68,29,25,0,0,0,168,40,44,47.6
238,Henri Bedimo\Henri-Bedimo,cm CMR,DFMF,Marseille,fr Ligue 1,33,1984,0.5,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,
239,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,eng Premier League,21,1996,4.7,1,0,0,3,1,0,0,5,2,0,0,0,45,3,8,27.3
240,Asmir Begović\Asmir-Begovic,ba BIH,GK,Bournemouth,eng Premier League,30,1987,38,2,0,0,2,8,0,0,1,0,0,0,0,225,1,0,100
241,Valon Behrami\Valon-Behrami,ch SUI,MF,Udinese,it Serie A,32,1985,15.5,5,0,0,46,23,0,1,26,49,0,0,0,187,19,5,79.2
242,Vid Belec\Vid-Belec,si SVN,GK,Sampdoria,it Serie A,27,1990,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,
243,Vid Belec\Vid-Belec,si SVN,GK,Benevento,it Serie A,27,1990,12.4,1,1,0,2,3,0,0,1,0,0,1,0,68,0,0,
244,Ishak Belfodil\Ishak-Belfodil,dz ALG,FW,Werder Bremen,de Bundesliga,25,1992,15,1,0,0,64,15,23,22,2,6,0,0,0,71,74,60,55.2
245,Stefan Bell\Stefan-Bell,de GER,DF,Mainz 05,de Bundesliga,25,1991,24.2,8,0,0,45,20,1,2,59,28,0,0,1,290,56,29,65.9
246,Karim Bellarabi\Karim-Bellarabi,de GER,FWMF,Leverkusen,de Bundesliga,27,1990,12.7,2,0,0,19,22,4,54,14,13,0,0,0,86,2,10,16.7
247,Héctor Bellerín\Hector-Bellerin,es ESP,DFMF,Arsenal,eng Premier League,22,1995,33.9,5,0,0,37,9,4,63,27,34,0,2,0,346,21,33,38.9
248,François Bellugou\Francois-Bellugou,fr FRA,MF,Troyes,fr Ligue 1,30,1987,24.2,6,1,0,28,13,0,3,37,27,0,0,0,260,19,18,51.4
249,Andrea Belotti\Andrea-Belotti,it ITA,FW,Torino,it Serie A,23,1993,29.8,2,0,0,56,94,22,10,7,24,1,0,0,124,73,99,42.4
250,Chaouki Ben Saada\Chaouki-Ben-Saada,tn TUN,FWMF,Troyes,fr Ligue 1,33,1984,3.8,3,0,0,8,3,0,15,2,7,0,0,0,36,1,0,100
251,Wissam Ben Yedder\Wissam-Ben-Yedder,fr FRA,FW,Sevilla,es La Liga,26,1990,18.9,2,2,1,15,21,21,8,5,3,0,0,0,77,7,34,17.1
252,Diego Benaglio\Diego-Benaglio,ch SUI,GK,Monaco,fr Ligue 1,33,1983,2.5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,
253,Ahmad Benali\Ahmad-Benali,ly LBY,MF,Crotone,it Serie A,25,1992,9,2,0,0,8,15,0,11,7,19,0,0,0,88,7,13,35
254,Yohan Benalouane\Yohan-Benalouane,tn TUN,DF,Leicester City,eng Premier League,30,1987,1,0,0,0,1,1,1,3,2,0,0,0,0,11,1,0,100
255,Marco Benassi\Marco-Benassi,it ITA,MFFW,Fiorentina,it Serie A,22,1994,30.9,6,0,0,33,23,4,68,32,39,0,0,0,279,30,59,33.7
256,Medhi Benatia\Medhi-Benatia,ma MAR,DF,Juventus,it Serie A,30,1987,19.5,8,0,0,27,13,3,0,43,24,0,0,0,266,37,23,61.7
257,Lars Bender\Lars-Bender,de GER,DFMF,Leverkusen,de Bundesliga,28,1989,17.7,5,0,0,10,23,1,32,29,31,0,0,0,204,35,22,61.4
258,Sven Bender\Sven-Bender,de GER,DF,Leverkusen,de Bundesliga,28,1989,26.1,0,0,0,19,18,2,0,68,30,0,0,0,337,66,56,54.1
259,László Bénes\Laszlo-Benes,sk SVK,MF,M'gladbach,de Bundesliga,19,1997,0.4,0,0,0,2,1,0,1,1,0,0,0,0,4,0,0,
260,Nicolas Benezet\Nicolas-Benezet,fr FRA,FWMF,Guingamp,fr Ligue 1,26,1991,18.3,2,0,0,23,41,10,115,12,16,0,0,0,132,5,17,22.7
261,Marcel Benger\Marcel-Benger,de GER,MF,M'gladbach,de Bundesliga,19,1998,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
262,Walter Benítez\Walter-Benitez,ar ARG,GK,Nice,fr Ligue 1,24,1993,28,3,0,0,3,2,0,0,0,0,0,0,0,125,0,0,
263,Charlison Benschop\Charlison-Benschop,cw CUW,MFFW,Hannover 96,de Bundesliga,27,1989,2,0,0,0,4,1,0,2,2,4,0,0,0,10,4,4,50
264,Ramy Bensebaini\Ramy-Bensebaini,dz ALG,DF,Rennes,fr Ligue 1,22,1995,26,6,0,0,36,40,4,62,35,19,0,1,1,316,33,12,73.3
265,Nabil Bentaleb\Nabil-Bentaleb,dz ALG,MF,Schalke 04,de Bundesliga,22,1994,11.2,3,1,0,25,7,1,5,26,16,0,0,0,155,10,3,76.9
266,Rodrigo Bentancur\Rodrigo-Bentancur,uy URU,MF,Juventus,it Serie A,20,1997,6.5,0,0,0,13,12,0,2,3,19,0,0,0,80,10,7,58.8
267,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,eng Premier League,26,1990,24.9,6,0,0,48,27,12,3,7,7,2,0,0,83,170,106,61.6
268,Karim Benzema\Karim-Benzema,fr FRA,FW,Real Madrid,es La Liga,29,1987,23.9,0,0,0,19,13,17,7,8,6,1,0,0,81,3,16,15.8
269,Yassine Benzia\Yassine-Benzia,dz ALG,MFFW,Lille,fr Ligue 1,22,1994,25.4,8,0,0,59,55,2,84,25,38,0,0,0,177,5,6,45.5
270,Saido Berahino\Saido-Berahino,bi BDI,FW,Stoke City,eng Premier League,23,1993,5.5,0,0,0,6,4,4,3,2,2,1,0,0,24,4,7,36.4
271,Domenico Berardi\Domenico-Berardi,it ITA,FW,Sassuolo,it Serie A,22,1994,25.5,8,1,0,43,48,21,122,16,21,0,0,0,193,14,34,29.2
272,Yuri Berchiche\Yuri-Berchiche,es ESP,DF,Paris S-G,fr Ligue 1,27,1990,19.1,4,0,0,18,28,4,58,25,20,0,0,0,175,25,15,62.5
273,Álex Berenguer\Alex-Berenguer,es ESP,FW,Torino,it Serie A,22,1995,11.6,1,0,0,22,20,3,44,12,12,0,0,0,86,9,14,39.1
274,Bartosz Bereszyński\Bartosz-Bereszynski,pl POL,DF,Sampdoria,it Serie A,25,1992,27.6,5,0,0,24,27,0,61,37,45,0,1,0,275,25,26,49
275,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MFFW,Burnley,eng Premier League,26,1990,31.5,2,0,0,18,33,2,208,35,17,0,0,0,261,20,23,46.5
276,Markel Bergara\Markel-Bergara,es ESP,MF,Getafe,es La Liga,31,1986,16.2,5,0,0,33,18,2,5,23,16,0,0,0,175,23,13,63.9
277,Emil Berggreen\Emil-Berggreen,dk DEN,FW,Mainz 05,de Bundesliga,24,1993,7.4,2,0,0,21,5,2,2,1,5,0,0,0,22,43,54,44.3
278,Robert Berić\Robert-Beric,si SVN,FW,Saint-Étienne,fr Ligue 1,26,1991,11.6,0,0,0,26,21,14,5,5,4,1,0,0,35,2,16,11.1
279,Kévin Bérigaud\Kevin-Berigaud,fr FRA,MFFW,Montpellier,fr Ligue 1,29,1988,3,0,0,0,3,3,0,2,0,0,0,0,0,10,3,3,50
280,Etrit Berisha\Etrit-Berisha,al ALB,GK,Atalanta,it Serie A,28,1989,31,0,0,0,1,3,0,0,2,0,0,0,0,170,0,0,
281,Federico Bernardeschi\Federico-Bernardeschi,it ITA,FWMF,Juventus,it Serie A,23,1994,9.4,4,0,0,13,25,1,24,12,10,1,0,0,66,2,4,33.3
282,Bernardo\Bernardo,br BRA,DF,RB Leipzig,de Bundesliga,22,1995,15,2,0,0,27,19,1,19,33,19,0,1,0,192,45,17,72.6
283,Juan Bernat\Juan-Bernat,es ESP,DFFW,Bayern Munich,de Bundesliga,24,1993,9.9,1,0,0,11,12,1,23,13,13,0,0,0,66,11,18,37.9
284,Andrea Bertolacci\Andrea-Bertolacci,it ITA,MF,Genoa,it Serie A,26,1991,32.2,7,1,0,68,86,0,31,55,57,1,0,0,354,25,21,54.3
285,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,eng Premier League,27,1989,34.8,2,0,0,32,33,1,136,41,19,0,0,0,279,27,28,49.1
286,Muhamed Bešić\Muhamed-Besic,ba BIH,MF,Everton,eng Premier League,24,1992,0.5,0,0,0,1,2,0,0,1,1,0,0,0,7,2,1,66.7
287,Daniel Bessa\Daniel-Bessa,it ITA,MF,Genoa,it Serie A,24,1993,4.9,0,0,0,9,4,0,9,6,4,0,0,0,54,4,6,40
288,Daniel Bessa\Daniel-Bessa,it ITA,MFFW,Hellas Verona,it Serie A,24,1993,15.4,5,0,0,28,13,5,23,15,18,1,0,0,126,2,18,10
289,Vincent Bessat\Vincent-Bessat,fr FRA,DFMF,Caen,fr Ligue 1,31,1985,17.4,2,0,0,15,6,2,119,18,19,0,1,0,165,2,12,14.3
290,Quentin Beunardeau\Quentin-Beunardeau,fr FRA,GK,Metz,fr Ligue 1,23,1994,0.4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
291,Matteo Bianchetti\Matteo-Bianchetti,it ITA,DF,Hellas Verona,it Serie A,24,1993,1.4,1,0,0,2,1,0,4,1,0,0,0,0,12,3,3,50
292,Ermin Bičakčić\Ermin-Bicakcic,ba BIH,DF,Hoffenheim,de Bundesliga,27,1990,6.1,4,0,0,10,5,0,0,12,9,0,1,0,66,18,7,72
293,Pedro Bigas\Pedro-Bigas,es ESP,DF,Las Palmas,es La Liga,26,1990,9.9,3,0,0,12,6,1,0,16,12,0,0,0,100,6,3,66.7
294,Lucas Biglia\Lucas-Biglia,ar ARG,MF,Milan,it Serie A,31,1986,22.7,5,0,0,35,41,0,8,30,41,0,0,0,317,15,17,46.9
295,Philip Billing\Philip-Billing,dk DEN,MF,Huddersfield,eng Premier League,21,1996,8.5,3,0,0,14,6,1,12,19,17,0,1,0,116,19,9,67.9
296,Jean-Claude Billong\Jean-Claude-Billong,fr FRA,DF,Benevento,it Serie A,23,1993,3.3,0,0,0,3,1,0,1,6,7,0,0,0,24,2,3,40
297,Davide Biondini\Davide-Biondini,it ITA,MFFW,Sassuolo,it Serie A,34,1983,2.3,1,0,0,6,2,0,4,2,3,0,0,0,16,2,3,40
298,Cristiano Biraghi\Cristiano-Biraghi,it ITA,DF,Fiorentina,it Serie A,24,1992,33.1,7,0,0,38,35,0,244,50,40,1,0,0,320,32,31,50.8
299,Mame Biram Diouf\Mame-Biram-Diouf,sn SEN,FWMF,Stoke City,eng Premier League,29,1987,28.8,6,0,0,38,39,23,35,16,24,0,0,0,145,78,92,45.9
300,Davide Biraschi\Davide-Biraschi,it ITA,DF,Genoa,it Serie A,23,1994,20,2,0,0,24,22,0,36,38,28,0,0,0,197,26,17,60.5
301,Valter Birsa\Valter-Birsa,si SVN,MFFW,Chievo,it Serie A,30,1986,27.8,3,0,0,24,32,1,223,24,15,0,0,0,213,25,45,35.7
302,Milan Biševac\Milan-Bisevac,rs SRB,DF,Metz,fr Ligue 1,33,1983,7.9,1,0,0,4,3,1,2,7,7,0,1,0,82,2,3,40
303,Yves Bissouma\Yves-Bissouma,ml MLI,MFDF,Lille,fr Ligue 1,20,1996,17.4,3,0,0,33,13,4,8,32,37,0,0,0,195,8,4,66.7
304,Leonardo Bittencourt\Leonardo-Bittencourt,de GER,MFFW,Köln,de Bundesliga,23,1993,17.9,4,0,0,34,41,7,57,16,29,0,0,0,133,3,17,15
305,Albano Bizzarri\Albano-Bizzarri,ar ARG,GK,Udinese,it Serie A,39,1977,32,0,1,0,2,3,0,1,2,0,0,0,0,186,0,0,
306,Rubén Blanco\Ruben-Blanco,es ESP,GK,Celta Vigo,es La Liga,22,1995,21.6,3,1,0,4,0,0,0,4,0,0,0,0,69,0,0,
307,Ludovic Blas\Ludovic-Blas,fr FRA,MF,Guingamp,fr Ligue 1,19,1997,19.9,3,2,1,27,34,4,7,19,16,0,0,0,194,9,16,36
308,Pablo de Blasis\Pablo-de-Blasis,ar ARG,FWMF,Mainz 05,de Bundesliga,29,1988,18.4,2,0,0,26,23,12,21,14,21,1,0,0,122,23,37,38.3
309,Jérémy Blayac\Jeremy-Blayac,fr FRA,FWMF,Strasbourg,fr Ligue 1,34,1983,10.2,2,0,0,11,23,16,9,2,3,1,0,0,37,42,27,60.9
310,Alexis Blin\Alexis-Blin,fr FRA,MF,Toulouse,fr Ligue 1,20,1996,21,5,0,0,29,39,0,15,32,21,1,1,0,226,11,19,36.7
311,Daley Blind\Daley-Blind,nl NED,DFMF,Manchester Utd,eng Premier League,27,1990,4,0,0,0,4,4,0,26,6,4,0,0,0,43,6,8,42.9
312,Danny Blum\Danny-Blum,de GER,FWDF,Eint Frankfurt,de Bundesliga,26,1991,0.3,0,0,0,3,0,0,0,1,1,0,0,0,2,0,2,0
313,Emmanuel Boateng\Emmanuel-Boateng,gh GHA,FW,Levante,es La Liga,21,1996,14.2,5,0,0,41,38,9,3,5,2,1,1,0,54,44,37,54.3
314,Jérôme Boateng\Jerome-Boateng,de GER,DF,Bayern Munich,de Bundesliga,28,1988,18.2,4,0,0,14,7,0,18,23,18,0,0,0,218,30,12,71.4
315,Kevin-Prince Boateng\Kevin-Prince-Boateng,gh GHA,MFFW,Eint Frankfurt,de Bundesliga,30,1987,26.2,4,0,0,72,95,14,16,38,22,0,1,0,282,43,60,41.7
316,Raúl Bobadilla\Raul-Bobadilla,py PAR,FWMF,M'gladbach,de Bundesliga,30,1987,5,2,0,0,17,13,5,4,1,4,0,0,0,27,4,18,18.2
317,Yann Bodiger\Yann-Bodiger,fr FRA,MFFW,Toulouse,fr Ligue 1,22,1995,2.5,0,0,0,4,3,0,4,3,1,0,0,0,24,4,0,100
318,Mathieu Bodmer\Mathieu-Bodmer,fr FRA,DFMF,Amiens,fr Ligue 1,34,1982,4.4,2,0,0,7,3,0,1,1,2,0,0,0,49,3,7,30
319,Jeremie Boga\Jeremie-Boga,ci CIV,MF,Chelsea,eng Premier League,20,1997,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
320,Quentin Boisgard\Quentin-Boisgard,fr FRA,MFFW,Toulouse,fr Ligue 1,20,1997,2,1,0,0,4,3,1,7,1,1,0,0,0,20,1,1,50
321,Yannick Bolasie\Yannick-Bolasie,cd COD,FWMF,Everton,eng Premier League,28,1989,9.5,0,0,0,12,11,4,53,5,7,0,0,0,81,10,13,43.5
322,Deian Boldor\Deian-Boldor,ro ROU,DF,Hellas Verona,it Serie A,22,1995,1,1,0,0,1,0,0,0,3,0,0,0,0,7,2,2,50
323,Giacomo Bonaventura\Giacomo-Bonaventura,it ITA,MF,Milan,it Serie A,27,1989,28.2,3,0,0,23,48,2,79,33,21,0,0,0,223,20,28,41.7
