Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_S,Att_S,Cmp%_S,Cmp_M,Att_M,Cmp%_M,Cmp_L,Att_L,Cmp%_L,Ast,KP,pass13,PPA,CrsPA,Prog
1941,Pablo Piatti\Pablo-Piatti,ar ARG,FWMF,Espanyol,es La Liga,29,1989,8.3,193,297,65,3220,918,5,13,38.5,158,207,76.3,30,77,39,0,13,12,15,4,33
1942,Lucas Piazon\Lucas-Piazon,br BRA,MFFW,Chievo,it Serie A,24,1994,0.9,25,38,65.8,344,63,4,6,66.7,17,23,73.9,4,9,44.4,0,1,1,0,0,2
1943,Cristiano Piccini\Cristiano-Piccini,it ITA,DF,Valencia,es La Liga,25,1992,20.8,805,1025,78.5,14828,5679,9,35,25.7,645,739,87.3,151,251,60.2,0,6,58,24,11,138
1944,Roberto Piccoli\Roberto-Piccoli,it ITA,FW,Atalanta,it Serie A,17,2001,0.5,3,8,37.5,34,0,0,0,,3,7,42.9,0,1,0,0,0,0,0,0,0
1945,Jordan Pickford\Jordan-Pickford,eng ENG,GK,Everton,eng Premier League,24,1994,38,748,1250,59.8,28716,19158,1,1,100,295,301,98,452,948,47.7,0,1,36,0,0,1
1946,Jérémy Pied\Jeremy-Pied,fr FRA,DF,Lille,fr Ligue 1,29,1989,5.2,264,339,77.9,4327,1877,2,8,25,227,273,83.2,35,58,60.3,2,7,20,6,4,41
1947,Ronaël Pierre-Gabriel\Ronael-Pierre-Gabriel,fr FRA,DF,Monaco,fr Ligue 1,20,1998,3.9,163,202,80.7,3094,1207,0,4,0,131,150,87.3,32,48,66.7,0,1,10,2,0,22
1948,Erik Pieters\Erik-Pieters,nl NED,DF,Amiens,fr Ligue 1,29,1988,14,522,725,72,10156,4528,6,26,23.1,394,478,82.4,122,221,55.2,1,13,44,13,6,114
1949,Tomás Pina Isla\Tomas-Pina-Isla,es ESP,MF,Alavés,es La Liga,30,1987,26,886,1059,83.7,15754,4958,17,43,39.5,714,808,88.4,155,208,74.5,0,19,85,6,2,113
1950,Andrea Pinamonti\Andrea-Pinamonti,it ITA,FW,Frosinone,it Serie A,19,1999,18.1,299,410,72.9,4601,705,10,33,30.3,251,317,79.2,38,60,63.3,3,19,15,11,4,26
1951,Carlo Pinsoglio\Carlo-Pinsoglio,it ITA,GK,Juventus,it Serie A,28,1990,1,28,36,77.8,868,498,0,0,,15,15,100,13,21,61.9,0,0,0,0,0,0
1952,Virgile Pinson\Virgile-Pinson,fr FRA,FW,Reims,fr Ligue 1,22,1996,0.1,4,5,80,64,0,0,0,,4,5,80,0,0,,0,0,0,0,0,0
1953,Lenny Pintor\Lenny-Pintor,fr FRA,FW,Lyon,fr Ligue 1,17,2000,0,0,1,0,0,0,0,0,,0,1,0,0,0,,0,0,0,0,0,0
1954,Gerard Piqué\Gerard-Pique,es ESP,DF,Barcelona,es La Liga,31,1987,35,2230,2429,91.8,46352,14931,12,22,54.5,1590,1689,94.1,628,718,87.5,2,8,156,5,0,105
1955,Facundo Píriz\Facundo-Piriz,uy URU,MF,Montpellier,fr Ligue 1,28,1990,1.3,47,60,78.3,874,177,1,4,25,39,47,83,7,9,77.8,0,0,2,0,0,2
1956,Fabio Pisacane\Fabio-Pisacane,it ITA,DF,Cagliari,it Serie A,32,1986,25.2,958,1156,82.9,20003,5879,14,27,51.9,646,721,89.6,298,408,73,1,2,33,1,0,48
1957,Łukasz Piszczek\Lukasz-Piszczek,pl POL,DF,Dortmund,de Bundesliga,33,1985,19.5,1082,1350,80.1,17568,6985,20,43,46.5,926,1066,86.9,136,241,56.4,6,17,66,20,10,128
1958,Claudio Pizarro\Claudio-Pizarro,pe PER,FW,Werder Bremen,de Bundesliga,39,1978,7.7,192,259,74.1,3032,747,3,13,23.1,165,215,76.7,24,31,77.4,2,9,20,6,0,29
1959,Marko Pjaca\Marko-Pjaca,hr CRO,FWMF,Fiorentina,it Serie A,23,1995,8.3,176,238,73.9,2890,684,4,17,23.5,144,181,79.6,28,40,70,1,16,11,8,1,20
1960,Miralem Pjanić\Miralem-Pjanic,ba BIH,MF,Juventus,it Serie A,28,1990,25.3,1826,2075,88,38294,9633,19,40,47.5,1263,1348,93.7,544,687,79.2,6,75,191,33,6,213
1961,Carles Planas\Carles-Planas,es ESP,DFMF,Girona,es La Liga,27,1991,4.7,165,223,74,3047,1155,2,5,40,129,154,83.8,34,64,53.1,1,2,8,6,4,33
1962,Óscar Plano\Oscar-Plano,es ESP,MFFW,Valladolid,es La Liga,27,1991,29.9,666,887,75.1,11292,2996,20,47,42.6,538,656,82,108,184,58.7,4,32,66,27,8,92
1963,Jaroslav Plašil\Jaroslav-Plasil,cz CZE,MF,Bordeaux,fr Ligue 1,36,1982,16,755,902,83.7,12910,3909,9,29,31,633,716,88.4,113,157,72,1,11,77,5,0,90
1964,Marvin Plattenhardt\Marvin-Plattenhardt,de GER,DF,Hertha BSC,de Bundesliga,26,1992,21.4,837,1145,73.1,16528,7277,3,30,10,627,699,89.7,207,416,49.8,2,32,68,18,11,168
1965,Stiven Plaza\Stiven-Plaza,ec ECU,FWMF,Valladolid,es La Liga,19,1999,0.4,5,7,71.4,54,6,0,1,0,5,6,83.3,0,0,,0,0,0,0,0,0
1966,Alassane Pléa\Alassane-Plea,fr FRA,FW,M'gladbach,de Bundesliga,25,1993,27.8,452,622,72.7,7097,1834,12,44,27.3,372,477,78,68,101,67.3,4,32,43,20,1,59
1967,Luca Plogmann\Luca-Plogmann,de GER,GK,Werder Bremen,de Bundesliga,18,2000,0.4,5,5,100,114,67,0,0,,4,4,100,1,1,100,0,0,0,0,0,0
1968,Morgan Poaty\Morgan-Poaty,fr FRA,MF,Montpellier,fr Ligue 1,21,1997,1,29,46,63,558,301,0,0,,21,28,75,8,18,44.4,0,1,3,2,1,11
1969,Paul Pogba\Paul-Pogba,fr FRA,MF,Manchester Utd,eng Premier League,25,1993,33.4,1728,2115,81.7,33679,9741,21,57,36.8,1311,1507,87,396,551,71.9,9,51,225,64,8,274
1970,Denis-Will Poha\Denis-Will-Poha,fr FRA,MF,Rennes,fr Ligue 1,21,1997,0.3,10,16,62.5,256,95,0,1,0,4,5,80,6,10,60,0,0,2,0,0,2
1971,Andrea Poli\Andrea-Poli,it ITA,MF,Bologna,it Serie A,28,1989,21.5,668,765,87.3,11180,2880,11,31,35.5,552,595,92.8,105,139,75.5,1,13,75,12,2,60
1972,Matteo Politano\Matteo-Politano,it ITA,FWMF,Inter,it Serie A,24,1993,28.3,1070,1476,72.5,19708,5904,20,58,34.5,834,1018,81.9,216,400,54,6,63,66,65,19,194
1973,Pierre-Yves Polomat\Pierre-Yves-Polomat,fr FRA,DFMF,Saint-Étienne,fr Ligue 1,24,1993,10.6,450,562,80.1,7908,2778,4,20,20,373,419,89,73,123,59.3,2,14,31,8,4,60
1974,Giacomo Poluzzi\Giacomo-Poluzzi,it ITA,GK,SPAL,it Serie A,30,1988,0.1,3,3,100,53,21,0,0,,3,3,100,0,0,,0,0,0,0,0,0
1975,Pere Pons\Pere-Pons,es ESP,MF,Girona,es La Liga,25,1993,31,964,1228,78.5,17435,4270,9,37,24.3,760,921,82.5,195,270,72.2,2,14,83,11,2,83
1976,Pedro Porro\Pedro-Porro,es ESP,DFMF,Girona,es La Liga,18,1999,24.6,859,1230,69.8,16932,6451,11,60,18.3,638,775,82.3,210,395,53.2,4,23,77,36,20,169
1977,Manolo Portanova\Manolo-Portanova,it ITA,MF,Juventus,it Serie A,18,2000,0.4,6,10,60,133,29,0,0,,5,8,62.5,1,2,50,0,0,1,0,0,1
1978,Francisco Portillo\Francisco-Portillo,es ESP,MFFW,Getafe,es La Liga,28,1990,22.2,592,808,73.3,9376,3340,9,47,19.1,493,603,81.8,90,158,57,4,23,54,39,6,107
1979,Portu\Portu,es ESP,FWMF,Girona,es La Liga,26,1992,31.3,508,719,70.7,7893,2315,7,35,20,437,569,76.8,64,115,55.7,2,33,40,36,17,88
1980,Stefan Posch\Stefan-Posch,at AUT,DF,Hoffenheim,de Bundesliga,21,1997,15.6,881,999,88.2,17266,5296,7,15,46.7,675,724,93.2,199,260,76.5,0,0,79,7,2,63
1981,Sergio Postigo\Sergio-Postigo,es ESP,DF,Levante,es La Liga,29,1988,16.1,392,495,79.2,8761,3624,4,12,33.3,253,275,92,135,208,64.9,1,4,41,4,0,44
1982,Yussuf Poulsen\Yussuf-Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,24,1994,27.2,502,810,62,6740,1700,21,57,36.8,445,673,66.1,36,80,45,3,32,36,25,4,54
1983,Maxime Poundjé\Maxime-Poundje,fr FRA,DF,Bordeaux,fr Ligue 1,25,1992,28.2,1132,1460,77.5,18396,8221,18,50,36,979,1121,87.3,135,289,46.7,2,31,82,30,22,188
1984,Gaëtan Poussin\Gaetan-Poussin,fr FRA,GK,Bordeaux,fr Ligue 1,19,1999,1,19,35,54.3,628,506,0,0,,11,11,100,8,24,33.3,0,0,0,0,0,0
1985,José Pozo\Jose-Pozo,es ESP,MFFW,Rayo Vallecano,es La Liga,22,1996,18,617,768,80.3,10180,2655,11,22,50,517,595,86.9,89,151,58.9,0,29,67,24,2,76
1986,Dennis Praet\Dennis-Praet,be BEL,MF,Sampdoria,it Serie A,24,1994,32.1,1560,1878,83.1,25939,6963,18,64,28.1,1326,1486,89.2,216,328,65.9,3,37,137,47,14,175
1987,Sanjin Prcić\Sanjin-Prcic,ba BIH,MF,Levante,es La Liga,24,1993,5.9,231,280,82.5,4330,1204,2,5,40,184,209,88,45,66,68.2,0,2,24,3,0,28
1988,Sanjin Prcić\Sanjin-Prcic,ba BIH,MF,Strasbourg,fr Ligue 1,24,1993,11.7,639,753,84.9,15254,3839,8,20,40,368,401,91.8,263,332,79.2,1,21,77,14,3,98
1989,Nicolas de Préville\Nicolas-de-Preville,fr FRA,FWMF,Bordeaux,fr Ligue 1,27,1991,14.1,337,504,66.9,6200,1729,9,29,31,254,321,79.1,74,154,48.1,3,21,31,9,1,50
1990,Edgar Prib\Edgar-Prib,de GER,MF,Hannover 96,de Bundesliga,28,1989,2.2,70,107,65.4,1341,448,1,6,16.7,51,62,82.3,18,39,46.2,1,6,6,5,2,12
1991,Alex Pritchard\Alex-Pritchard,eng ENG,MFFW,Huddersfield,eng Premier League,25,1993,23.1,694,977,71,10901,2879,21,64,32.8,594,733,81,79,180,43.9,0,34,60,28,7,90
1992,Sebastian Prödl\Sebastian-Prodl,at AUT,DF,Watford,eng Premier League,31,1987,0.1,3,3,100,64,12,0,0,,2,2,100,1,1,100,0,0,0,0,0,0
1993,Quincy Promes\Quincy-Promes,nl NED,DFMF,Sevilla,es La Liga,26,1992,17.6,724,940,77,12079,4469,10,40,25,609,732,83.2,105,168,62.5,3,26,54,32,12,107
1994,Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,eng Premier League,26,1991,28.3,980,1252,78.3,19444,5003,18,46,39.1,720,864,83.3,242,342,70.8,1,19,122,21,3,130
1995,Silvio Proto\Silvio-Proto,be BEL,GK,Lazio,it Serie A,35,1983,2,45,65,69.2,1805,1275,0,0,,11,11,100,34,54,63,0,0,0,0,0,0
1996,Ivan Provedel\Ivan-Provedel,it ITA,GK,Empoli,it Serie A,24,1994,16,349,481,72.6,11144,6713,0,1,0,144,145,99.3,205,335,61.2,0,3,6,0,0,0
1997,Javi Puado\Javi-Puado,es ESP,FWMF,Espanyol,es La Liga,20,1998,4,63,86,73.3,836,195,1,3,33.3,60,78,76.9,2,5,40,0,4,5,3,0,6
1998,Manuel Pucciarelli\Manuel-Pucciarelli,it ITA,FW,Chievo,it Serie A,27,1991,3.4,73,98,74.5,977,111,5,10,50,65,82,79.3,3,6,50,0,2,4,0,0,1
1999,Riqui Puig\Riqui-Puig,es ESP,MF,Barcelona,es La Liga,18,1999,1.7,111,122,91,1817,255,1,1,100,96,104,92.3,14,17,82.4,0,2,13,1,0,6
2000,Erick Pulgar\Erick-Pulgar,cl CHI,MF,Bologna,it Serie A,24,1994,26.2,1248,1591,78.4,25775,8442,20,39,51.3,881,1007,87.5,347,545,63.7,2,56,125,20,3,210
2001,Jorge Pulido\Jorge-Pulido,es ESP,DF,Huesca,es La Liga,27,1991,30.9,814,1070,76.1,16211,6328,8,29,27.6,592,681,86.9,214,360,59.4,3,11,43,8,2,88
2002,Christian Pulisic\Christian-Pulisic,us USA,FWMF,Dortmund,de Bundesliga,19,1998,10.4,403,529,76.2,5911,1244,8,23,34.8,362,431,84,33,75,44,4,15,10,12,3,39
2003,Jason Puncheon\Jason-Puncheon,eng ENG,MF,Crystal Palace,eng Premier League,32,1986,0.1,10,11,90.9,117,32,0,0,,10,11,90.9,0,0,,0,1,1,0,0,0
2004,Jason Puncheon\Jason-Puncheon,eng ENG,MFFW,Huddersfield,eng Premier League,32,1986,4.2,168,214,78.5,3108,1040,4,10,40,129,148,87.2,35,56,62.5,0,5,14,5,0,28
2005,Ignacio Pussetto\Ignacio-Pussetto,ar ARG,FWMF,Udinese,it Serie A,22,1995,24.2,503,720,69.9,7821,2244,9,44,20.5,438,571,76.7,56,105,53.3,4,22,33,16,5,73
2006,Fabio Quagliarella\Fabio-Quagliarella,it ITA,FW,Sampdoria,it Serie A,35,1983,35.5,627,929,67.5,9715,1992,18,62,29,536,715,75,73,152,48,8,37,41,31,5,70
2007,Robin Quaison\Robin-Quaison,se SWE,FWMF,Mainz 05,de Bundesliga,24,1993,24.4,340,459,74.1,5343,1153,6,28,21.4,287,361,79.5,47,70,67.1,3,21,28,16,2,45
2008,Collin Quaner\Collin-Quaner,de GER,FWMF,Huddersfield,eng Premier League,27,1991,0.4,13,17,76.5,168,45,1,2,50,11,14,78.6,1,1,100,0,1,2,3,0,3
2009,Domingos Quina\Domingos-Quina,pt POR,MF,Watford,eng Premier League,18,1999,3.8,198,232,85.3,3731,950,2,6,33.3,149,166,89.8,47,60,78.3,0,1,25,3,1,19
2010,Xavi Quintillà\Xavi-Quintilla,es ESP,DF,Villarreal,es La Liga,21,1996,7,288,366,78.7,4801,2082,2,11,18.2,247,278,88.8,39,77,50.6,0,5,19,3,3,46
2011,Dani Raba\Dani-Raba,es ESP,MF,Villarreal,es La Liga,22,1995,2.1,71,96,74,1294,179,2,6,33.3,53,64,82.8,16,26,61.5,1,5,2,2,0,6
2012,Adrien Rabiot\Adrien-Rabiot,fr FRA,MF,Paris S-G,fr Ligue 1,23,1995,11.8,969,1048,92.5,17353,4370,10,18,55.6,786,839,93.7,173,191,90.6,1,7,109,12,0,87
2013,Nemanja Radonjić\Nemanja-Radonjic,rs SRB,FW,Marseille,fr Ligue 1,22,1996,7.6,118,177,66.7,1988,521,0,16,0,100,128,78.1,18,33,54.5,0,4,11,5,3,13
2014,Ivan Radovanović\Ivan-Radovanovic,rs SRB,MF,Genoa,it Serie A,29,1988,14.2,563,674,83.5,12070,2717,4,11,36.4,387,433,89.4,172,230,74.8,0,4,68,9,2,63
2015,Ivan Radovanović\Ivan-Radovanovic,rs SRB,MF,Chievo,it Serie A,29,1988,19,872,1038,84,20152,5586,8,15,53.3,557,638,87.3,307,385,79.7,0,8,103,5,0,107
2016,Ionuț Radu\Ionut-Radu,ro ROU,GK,Genoa,it Serie A,21,1997,33,454,959,47.3,20469,16261,3,3,100,119,122,97.5,332,834,39.8,0,3,34,4,0,1
2017,Ștefan Radu\Stefan-Radu,ro ROU,DF,Lazio,it Serie A,31,1986,24.9,1126,1335,84.3,19439,8756,15,31,48.4,919,1008,91.2,192,296,64.9,1,8,116,16,8,154
2018,Rafael\Rafael,br BRA,DF,Lyon,fr Ligue 1,28,1990,11.4,582,735,79.2,9693,4031,4,22,18.2,511,593,86.2,67,120,55.8,1,11,55,11,7,86
2019,Raffael\Raffael,br BRA,FW,M'gladbach,de Bundesliga,33,1985,6,176,216,81.5,2622,565,3,9,33.3,152,175,86.9,21,32,65.6,1,15,15,5,0,15
2020,Rafinha\Rafinha,br BRA,FWMF,Barcelona,es La Liga,25,1993,2.5,137,152,90.1,2282,354,1,1,100,117,128,91.4,19,23,82.6,0,2,11,2,0,10
2021,Rafinha\Rafinha,br BRA,DF,Bayern Munich,de Bundesliga,32,1985,10,813,878,92.6,14656,4525,6,15,40,668,703,95,139,160,86.9,1,5,72,12,5,84
2022,Andrea Raggi\Andrea-Raggi,it ITA,DFMF,Monaco,fr Ligue 1,34,1984,5.5,196,244,80.3,3975,1852,1,4,25,151,174,86.8,44,66,66.7,0,3,16,2,2,36
2023,Baba Rahman\Baba-Rahman,gh GHA,DF,Reims,fr Ligue 1,24,1994,10.7,454,563,80.6,8411,3439,5,23,21.7,364,422,86.3,85,118,72,1,3,29,5,2,69
2024,Baba Rahman\Baba-Rahman,gh GHA,DF,Schalke 04,de Bundesliga,24,1994,1.8,69,91,75.8,1343,517,0,2,0,58,70,82.9,11,19,57.9,0,3,12,2,2,16
2025,Ivan Rakitić\Ivan-Rakitic,hr CRO,MF,Barcelona,es La Liga,30,1988,29.4,2357,2602,90.6,43441,11078,42,65,64.6,1829,1952,93.7,486,585,83.1,5,16,275,34,4,199
2026,Joe Ralls\Joe-Ralls,eng ENG,MF,Cardiff City,eng Premier League,24,1993,21.8,568,863,65.8,12450,4760,9,29,31,391,490,79.8,168,344,48.8,0,28,107,16,5,140
2027,Jonás Ramalho\Jonas-Ramalho,es ESP,DF,Girona,es La Liga,25,1993,18,648,791,81.9,12964,4798,3,25,12,479,522,91.8,166,244,68,0,2,27,6,2,58
2028,Benito Raman\Benito-Raman,be BEL,MFFW,Düsseldorf,de Bundesliga,23,1994,18.7,320,481,66.5,6181,2051,4,25,16,244,334,73.1,72,122,59,4,21,36,26,10,84
2029,Adil Rami\Adil-Rami,fr FRA,DF,Marseille,fr Ligue 1,32,1985,15.7,707,843,83.9,15223,5274,5,13,38.5,485,552,87.9,217,278,78.1,1,3,39,5,0,47
2030,Gastón Ramírez\Gaston-Ramirez,uy URU,MFFW,Sampdoria,it Serie A,27,1990,17.5,657,874,75.2,10047,2559,26,47,55.3,541,645,83.9,90,182,49.5,4,32,51,27,5,83
2031,Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Real Sociedad,es La Liga,23,1995,11.7,280,384,72.9,4650,1242,7,19,36.8,234,285,82.1,39,80,48.8,0,19,19,14,4,44
2032,Iván Ramis\Ivan-Ramis,es ESP,DF,Eibar,es La Liga,33,1984,18.6,647,784,82.5,16774,4745,7,12,58.3,328,365,89.9,312,407,76.7,0,1,51,0,0,65
2033,Chris Ramos\Chris-Ramos,es ESP,FW,Valladolid,es La Liga,21,1997,0.7,1,8,12.5,21,14,0,1,0,1,6,16.7,0,1,0,0,0,0,0,0,1
2034,Sergio Ramos\Sergio-Ramos,es ESP,DF,Real Madrid,es La Liga,32,1986,27.5,1771,1933,91.6,38957,14729,11,18,61.1,1186,1260,94.1,574,655,87.6,1,7,147,6,0,106
2035,Aaron Ramsey\Aaron-Ramsey,wal WAL,MFFW,Arsenal,eng Premier League,27,1990,14.8,647,790,81.9,11035,2577,11,38,28.9,527,612,86.1,109,140,77.9,6,24,53,21,5,70
2036,Kayne Ramsey\Kayne-Ramsey,eng ENG,DF,Southampton,eng Premier League,17,2000,1,14,18,77.8,263,56,0,0,,10,11,90.9,4,7,57.1,0,0,0,0,0,0
2037,Andrea Ranocchia\Andrea-Ranocchia,it ITA,DFMF,Inter,it Serie A,30,1988,0.7,17,30,56.7,457,198,0,0,,9,16,56.3,8,14,57.1,0,0,2,0,0,1
2038,Marcus Rashford\Marcus-Rashford,eng ENG,FW,Manchester Utd,eng Premier League,20,1997,25.9,538,728,73.9,8159,2006,8,40,20,466,560,83.2,64,128,50,6,38,32,24,3,75
2039,Milot Rashica\Milot-Rashica,xk KVX,FWMF,Werder Bremen,de Bundesliga,22,1996,17.2,315,512,61.5,5534,1395,3,27,11.1,250,342,73.1,62,143,43.4,5,32,12,26,13,52
2040,Jacob Rasmussen\Jacob-Rasmussen,dk DEN,DFMF,Empoli,it Serie A,21,1997,11.3,571,656,87,12630,4316,4,8,50,389,423,92,178,225,79.1,1,3,46,0,0,31
2041,Giacomo Raspadori\Giacomo-Raspadori,it ITA,DF,Sassuolo,it Serie A,18,2000,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0
2042,Yoric Ravet\Yoric-Ravet,fr FRA,MFFW,Freiburg,de Bundesliga,28,1989,0.8,19,31,61.3,294,117,0,2,0,18,25,72,1,4,25,0,1,1,1,0,5
2043,Tim Ream\Tim-Ream,us USA,DF,Fulham,eng Premier League,30,1987,22.7,910,1036,87.8,17923,6478,2,14,14.3,707,757,93.4,201,265,75.8,0,2,48,2,0,70
2044,Ante Rebić\Ante-Rebic,hr CRO,FWMF,Eint Frankfurt,de Bundesliga,24,1993,22,311,553,56.2,4733,1126,7,38,18.4,256,404,63.4,48,111,43.2,4,34,22,22,6,51
2045,Pedro Rebocho\Pedro-Rebocho,pt POR,DF,Guingamp,fr Ligue 1,23,1995,36,1520,2095,72.6,28821,14422,14,68,20.6,1183,1388,85.2,323,639,50.5,8,53,122,38,25,329
2046,Arkadiusz Reca\Arkadiusz-Reca,pl POL,DFFW,Atalanta,it Serie A,23,1995,0.5,28,36,77.8,519,158,1,5,20,20,22,90.9,7,9,77.8,0,2,1,2,1,4
2047,Recio\Recio,es ESP,MF,Leganés,es La Liga,27,1991,14.3,562,665,84.5,9726,2524,10,29,34.5,446,501,89,106,135,78.5,0,6,46,4,1,46
2048,Nathan Redmond\Nathan-Redmond,eng ENG,FWMF,Southampton,eng Premier League,24,1994,36.3,877,1215,72.2,14892,3753,23,78,29.5,685,861,79.6,169,276,61.2,4,55,62,61,22,111
2049,Vasco Regini\Vasco-Regini,it ITA,DF,SPAL,it Serie A,27,1990,0.9,32,41,78,500,196,0,0,,31,36,86.1,1,5,20,0,0,2,0,0,3
2050,Sergio Reguilón\Sergio-Reguilon,es ESP,DF,Real Madrid,es La Liga,21,1996,12.4,663,780,85,10499,3715,10,31,32.3,570,621,91.8,83,128,64.8,2,15,49,11,4,61
2051,Bobby Reid\Bobby-Reid,jm JAM,FWMF,Cardiff City,eng Premier League,25,1993,15.8,237,330,71.8,3447,835,10,27,37,206,256,80.5,21,47,44.7,2,14,15,6,1,20
2052,Pepe Reina\Pepe-Reina,es ESP,GK,Milan,it Serie A,35,1982,3.7,85,115,73.9,2689,1837,0,0,,36,36,100,49,79,62,0,0,0,0,0,0
2053,Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,FWMF,Angers,fr Ligue 1,20,1998,28.4,943,1124,83.9,15524,3433,13,37,35.1,777,890,87.3,153,197,77.7,3,32,69,34,1,99
2054,Karim Rekik\Karim-Rekik,nl NED,DF,Hertha BSC,de Bundesliga,23,1994,23,1023,1163,88,22294,6861,5,12,41.7,718,784,91.6,300,367,81.7,0,1,47,3,1,61
2055,Loïc Rémy\Loic-Remy,fr FRA,FW,Lille,fr Ligue 1,31,1987,13.4,172,221,77.8,2475,335,8,15,53.3,152,187,81.3,12,19,63.2,2,8,10,4,0,13
2056,Michael Rensing\Michael-Rensing,de GER,GK,Düsseldorf,de Bundesliga,34,1984,32,645,1008,64,24157,16274,0,0,,227,229,99.1,418,779,53.7,0,0,11,0,0,0
2057,Marco Reus\Marco-Reus,de GER,MFFW,Dortmund,de Bundesliga,29,1989,25.7,849,1060,80.1,13195,3098,32,61,52.5,690,814,84.8,127,185,68.6,8,37,69,40,5,107
2058,Elvis Rexhbeçaj\Elvis-Rexhbecaj,de GER,MF,Wolfsburg,de Bundesliga,20,1997,12.7,293,414,70.8,5370,1615,8,17,47.1,232,299,77.6,53,98,54.1,2,9,32,14,1,50
2059,Diego Reyes\Diego-Reyes,mx MEX,DF,Leganés,es La Liga,25,1992,3.6,150,177,84.7,3413,1377,1,3,33.3,99,107,92.5,50,67,74.6,0,1,20,1,0,19
2060,Baptiste Reynet\Baptiste-Reynet,fr FRA,GK,Toulouse,fr Ligue 1,27,1990,30,695,1061,65.5,24813,17378,1,1,100,259,262,98.9,435,798,54.5,0,4,25,2,0,1
2061,Simon Rhein\Simon-Rhein,de GER,MF,Nürnberg,de Bundesliga,20,1998,5.5,229,273,83.9,4269,1135,3,7,42.9,185,206,89.8,41,60,68.3,0,0,15,2,0,23
2062,Franck Ribéry\Franck-Ribery,fr FRA,FWMF,Bayern Munich,de Bundesliga,35,1983,13,609,753,80.9,10062,2620,18,47,38.3,500,571,87.6,91,135,67.4,3,22,41,43,7,94
2063,Declan Rice\Declan-Rice,eng ENG,MF,West Ham,eng Premier League,19,1999,33.4,1364,1570,86.9,26601,5928,17,36,47.2,1002,1119,89.5,345,415,83.1,0,9,127,5,0,85
2064,Jazz Richards\Jazz-Richards,wal WAL,DFMF,Cardiff City,eng Premier League,27,1991,1.5,25,35,71.4,394,174,0,0,,22,28,78.6,3,7,42.9,0,0,2,0,0,2
2065,Richarlison\Richarlison,br BRA,FWMF,Everton,eng Premier League,21,1997,29.6,546,837,65.2,8745,1986,16,75,21.3,452,623,72.6,78,139,56.1,1,17,39,25,3,76
2066,Marco Richter\Marco-Richter,de GER,FWMF,Augsburg,de Bundesliga,20,1997,15.8,328,485,67.6,6117,1568,5,32,15.6,251,339,74,72,114,63.2,6,16,34,19,2,52
2067,Diego Rico\Diego-Rico,es ESP,DFMF,Bournemouth,eng Premier League,25,1993,6.8,259,382,67.8,4716,2356,3,13,23.1,208,265,78.5,48,104,46.2,0,11,22,7,5,67
2068,Mikel Rico\Mikel-Rico,es ESP,MF,Athletic Club,es La Liga,33,1984,2.7,72,92,78.3,1206,314,1,3,33.3,60,73,82.2,11,16,68.8,0,1,2,2,0,9
2069,Sergio Rico\Sergio-Rico,es ESP,GK,Fulham,eng Premier League,24,1993,29,519,891,58.2,21633,17650,1,1,100,179,181,98.9,339,709,47.8,0,2,12,1,0,0
2070,Asier Riesgo\Asier-Riesgo,es ESP,GK,Eibar,es La Liga,34,1983,14,218,384,56.8,10123,8302,0,0,,53,53,100,165,331,49.8,0,0,25,0,0,0
2071,Sascha Riether\Sascha-Riether,de GER,DF,Schalke 04,de Bundesliga,35,1983,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0
2072,Emiliano Rigoni\Emiliano-Rigoni,ar ARG,FWMF,Atalanta,it Serie A,25,1993,5.8,153,246,62.2,2785,663,8,21,38.1,112,155,72.3,33,70,47.1,0,10,11,7,3,25
2073,Luca Rigoni\Luca-Rigoni,it ITA,MF,Parma,it Serie A,33,1984,19.6,432,549,78.7,8351,2634,10,22,45.5,308,366,84.2,114,161,70.8,1,11,45,7,1,60
2074,Nicola Rigoni\Nicola-Rigoni,it ITA,MF,Chievo,it Serie A,27,1990,21.7,724,904,80.1,13694,5255,10,24,41.7,573,667,85.9,141,213,66.2,1,11,102,7,1,110
2075,Kévin Rimane\Kevin-Rimane,gf GUF,MF,Paris S-G,fr Ligue 1,27,1991,0.1,8,8,100,158,37,0,0,,6,6,100,2,2,100,0,0,1,0,0,3
2076,Tomás Rincón\Tomas-Rincon,ve VEN,MF,Torino,it Serie A,30,1988,31.1,1074,1380,77.8,21379,6637,19,46,41.3,788,915,86.1,267,419,63.7,1,28,113,24,5,140
2077,Renaud Ripart\Renaud-Ripart,fr FRA,FWDF,Nîmes,fr Ligue 1,25,1993,33.4,854,1179,72.4,13345,4424,14,62,22.6,740,912,81.1,100,205,48.8,4,28,51,21,10,104
2078,Mihailo Ristić\Mihailo-Ristic,rs SRB,DF,Montpellier,fr Ligue 1,22,1995,3.6,112,154,72.7,2103,643,3,10,30,83,104,79.8,26,40,65,0,2,7,1,1,26
