Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt
2101,Marko Rog\Marko-Rog,hr CRO,MF,Sevilla,es La Liga,23,1995,4,0,2,0,0,0.5,0,0,,0,0,0
2102,Marko Rog\Marko-Rog,hr CRO,MF,Napoli,it Serie A,23,1995,3.7,1,6,2,33.3,1.62,0.54,0.17,0.5,0,0,0
2103,Rogério\Rogerio,br BRA,DFMF,Sassuolo,it Serie A,20,1998,29.7,1,13,5,38.5,0.44,0.17,0.08,0.2,0,0,0
2104,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,eng Premier League,28,1990,2.4,0,6,3,50,2.55,1.27,0,0,1,0,0
2105,Diego Rolán\Diego-Rolan,uy URU,MFDF,Leganés,es La Liga,25,1993,2.4,0,2,0,0,0.84,0,0,,0,0,0
2106,Diego Rolán\Diego-Rolan,uy URU,FWMF,Alavés,es La Liga,25,1993,3.3,0,8,2,25,2.42,0.6,0,0,0,0,0
2107,Rolando\Rolando,pt POR,DF,Marseille,fr Ligue 1,32,1985,8.9,0,7,1,14.3,0.78,0.11,0,0,0,0,0
2108,Esteban Rolón\Esteban-Rolon,ar ARG,MF,Genoa,it Serie A,23,1995,11.6,0,8,1,12.5,0.69,0.09,0,0,0,0,0
2109,Filippo Romagna\Filippo-Romagna,it ITA,DF,Cagliari,it Serie A,21,1997,16.4,0,6,1,16.7,0.37,0.06,0,0,0,0,0
2110,Alessio Romagnoli\Alessio-Romagnoli,it ITA,DF,Milan,it Serie A,23,1995,31.6,2,11,3,27.3,0.35,0.09,0.18,0.67,0,0,0
2111,Alaixys Romao\Alaixys-Romao,tg TOG,MF,Reims,fr Ligue 1,34,1984,35.1,0,16,2,12.5,0.46,0.06,0,0,0,0,0
2112,Cristian Romero\Cristian-Romero,ar ARG,DF,Genoa,it Serie A,20,1998,26,2,18,7,38.9,0.69,0.27,0.11,0.29,0,0,0
2113,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,eng Premier League,26,1991,23.7,1,10,4,40,0.42,0.17,0.1,0.25,0,0,0
2114,Rômulo\Romulo,it ITA,MFDF,Genoa,it Serie A,31,1987,15,1,13,3,23.1,0.87,0.2,0,0,1,1,1
2115,Rômulo\Romulo,it ITA,DFMF,Lazio,it Serie A,31,1987,8.6,0,4,3,75,0.46,0.35,0,0,0,0,0
2116,Cristiano Ronaldo\Cristiano-Ronaldo,pt POR,FW,Juventus,it Serie A,33,1985,29.9,21,170,62,36.5,5.69,2.08,0.09,0.26,17,5,6
2117,Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Valencia,es La Liga,31,1987,6.7,0,2,0,0,0.3,0,0,,0,0,0
2118,Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Celta Vigo,es La Liga,31,1987,11.9,0,1,0,0,0.08,0,0,,0,0,0
2119,Salomón Rondón\Salomon-Rondon,ve VEN,FW,Newcastle Utd,eng Premier League,28,1989,28.9,11,89,29,32.6,3.08,1,0.12,0.38,9,0,0
2120,Valentin Rongier\Valentin-Rongier,fr FRA,MF,Nantes,fr Ligue 1,23,1994,35.8,4,72,15,20.8,2.01,0.42,0.04,0.2,4,1,2
2121,Marten de Roon\Marten-de-Roon,nl NED,MF,Atalanta,it Serie A,27,1991,33.1,2,27,7,25.9,0.82,0.21,0.04,0.14,0,1,1
2122,Roberto Rosales\Roberto-Rosales,ve VEN,DF,Espanyol,es La Liga,29,1988,19.4,3,18,5,27.8,0.93,0.26,0.17,0.6,2,0,0
2123,Danny Rose\Danny-Rose,eng ENG,DFMF,Tottenham,eng Premier League,28,1990,20,0,15,2,13.3,0.75,0.1,0,0,0,0,0
2124,Valentin Rosier\Valentin-Rosier,fr FRA,DFMF,Dijon,fr Ligue 1,21,1996,16.2,0,13,3,23.1,0.8,0.18,0,0,0,0,0
2125,Luca Rossettini\Luca-Rossettini,it ITA,DF,Chievo,it Serie A,33,1985,20.3,0,4,3,75,0.2,0.15,0,0,0,0,0
2126,Francesco Rossi\Francesco-Rossi,it ITA,GK,Atalanta,it Serie A,27,1991,0,0,0,0,,0,0,,,0,0,0
2127,Jérôme Roussillon\Jerome-Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,25,1993,27.3,3,18,9,50,0.66,0.33,0.17,0.33,0,0,0
2128,Nolan Roux\Nolan-Roux,fr FRA,FW,Guingamp,fr Ligue 1,30,1988,17.1,2,41,10,24.4,2.4,0.59,0.05,0.2,0,0,0
2129,Aaron Rowe\Aaron-Rowe,eng ENG,FW,Huddersfield,eng Premier League,17,2000,0.8,0,0,0,,0,0,,,0,0,0
2130,Waldo Rubio\Waldo-Rubio,es ESP,MFFW,Valladolid,es La Liga,22,1995,5.5,1,12,7,58.3,2.2,1.28,0.08,0.14,0,0,0
2131,John Ruddy\John-Ruddy,eng ENG,GK,Wolves,eng Premier League,31,1986,1,0,0,0,,0,0,,,0,0,0
2132,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,eng Premier League,25,1993,31.9,1,28,7,25,0.88,0.22,0.04,0.14,0,0,0
2133,Sebastian Rudy\Sebastian-Rudy,de GER,MF,Schalke 04,de Bundesliga,28,1990,15.1,0,5,1,20,0.33,0.07,0,0,0,0,0
2134,Stéphane Ruffier\Stephane-Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,31,1986,37,0,0,0,,0,0,,,0,0,0
2135,Daniele Rugani\Daniele-Rugani,it ITA,DF,Juventus,it Serie A,24,1994,15,2,9,2,22.2,0.6,0.13,0.22,1,0,0,0
2136,Mário Rui\Mario-Rui,pt POR,DF,Napoli,it Serie A,27,1991,15.7,1,19,4,21.1,1.21,0.25,0.05,0.25,0,0,0
2137,Fabián Ruiz Peña\Fabian-Ruiz-Pena,es ESP,MFFW,Napoli,it Serie A,22,1996,22.1,5,53,15,28.3,2.39,0.68,0.09,0.33,0,0,0
2138,Abel Ruiz\Abel-Ruiz,es ESP,FW,Barcelona,es La Liga,18,2000,0.2,0,1,1,100,4.09,4.09,0,0,0,0,0
2139,Víctor Ruiz\Victor-Ruiz,es ESP,DF,Villarreal,es La Liga,29,1989,21.9,0,7,1,14.3,0.32,0.05,0,0,0,0,0
2140,Gerónimo Rulli\Geronimo-Rulli,ar ARG,GK,Real Sociedad,es La Liga,26,1992,27,0,0,0,,0,0,,,0,0,0
2141,Lukas Rupp\Lukas-Rupp,de GER,MF,Hoffenheim,de Bundesliga,27,1991,0.3,0,0,0,,0,0,,,0,0,0
2142,Marco Russ\Marco-Russ,de GER,DF,Eint Frankfurt,de Bundesliga,32,1985,4.2,0,0,0,,0,0,,,0,0,0
2143,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,eng Premier League,26,1992,34,0,0,0,,0,0,,,0,0,0
2144,Frederik Rønnow\Frederik-Ronnow,dk DEN,GK,Eint Frankfurt,de Bundesliga,25,1992,1.4,0,0,0,,0,0,,,0,0,0
2145,Idriss Saadi\Idriss-Saadi,dz ALG,MF,Strasbourg,fr Ligue 1,26,1992,0.1,0,0,0,,0,0,,,0,0,0
2146,Youssouf Sabaly\Youssouf-Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,25,1993,21.2,0,11,3,27.3,0.52,0.14,0,0,0,0,0
2147,Abdelhamid Sabiri\Abdelhamid-Sabiri,de GER,FW,Huddersfield,eng Premier League,21,1996,0.5,0,0,0,,0,0,,,0,0,0
2148,Marcel Sabitzer\Marcel-Sabitzer,at AUT,MFFW,RB Leipzig,de Bundesliga,24,1994,26.1,4,62,17,27.4,2.37,0.65,0.06,0.24,9,0,0
2149,Ihsan Sacko\Ihsan-Sacko,fr FRA,FW,Nice,fr Ligue 1,21,1997,4.9,0,6,1,16.7,1.22,0.2,0,0,0,0,0
2150,Nuri Şahin\Nuri-Sahin,tr TUR,MF,Werder Bremen,de Bundesliga,29,1988,16.4,1,12,4,33.3,0.73,0.24,0.08,0.25,2,0,0
2151,Samuel Şahin-Radlinger\Samuel-Sahin-Radlinger,at AUT,GK,Hannover 96,de Bundesliga,25,1992,1,0,0,0,,0,0,,,0,0,0
2152,Wesley Saïd\Wesley-Said,fr FRA,FWMF,Dijon,fr Ligue 1,23,1995,25,4,59,24,40.7,2.36,0.96,0.07,0.17,2,0,1
2153,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,FWMF,Nice,fr Ligue 1,21,1997,32.2,5,73,17,23.3,2.27,0.53,0.05,0.24,1,1,2
2154,Théo Sainte-Luce\Theo-Sainte-Luce,fr FRA,FW,Nîmes,fr Ligue 1,19,1998,0,0,0,0,,0,0,,,0,0,0
2155,Romain Saïss\Romain-Saiss,ma MAR,MFDF,Wolves,eng Premier League,28,1990,12.8,2,11,5,45.5,0.86,0.39,0.18,0.4,0,0,0
2156,Samuel Sáiz\Samuel-Saiz,es ESP,FWMF,Getafe,es La Liga,27,1991,3.4,1,7,4,57.1,2.07,1.18,0.14,0.25,2,0,0
2157,Bukayo Saka\Bukayo-Saka,eng ENG,FW,Arsenal,eng Premier League,16,2001,0.1,0,0,0,,0,0,,,0,0,0
2158,Hiroki Sakai\Hiroki-Sakai,jp JPN,DF,Marseille,fr Ligue 1,28,1990,26.4,1,8,4,50,0.3,0.15,0.13,0.25,0,0,0
2159,Diafra Sakho\Diafra-Sakho,sn SEN,FW,Rennes,fr Ligue 1,28,1989,1.6,0,2,0,0,1.25,0,0,,0,0,0
2160,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,eng Premier League,28,1990,26.8,0,5,0,0,0.19,0,0,,0,0,0
2161,Bakary Sako\Bakary-Sako,ml MLI,FWMF,Crystal Palace,eng Premier League,30,1988,0.3,0,0,0,,0,0,,,0,0,0
2162,Emiliano Sala\Emiliano-Sala,ar ARG,FW,Nantes,fr Ligue 1,27,1990,15.2,12,34,16,47.1,2.24,1.05,0.29,0.63,0,2,2
2163,Jacopo Sala\Jacopo-Sala,it ITA,DF,Sampdoria,it Serie A,26,1991,16.9,0,9,3,33.3,0.53,0.18,0,0,0,0,0
2164,Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,eng Premier League,26,1992,36.1,22,135,60,44.4,3.74,1.66,0.14,0.32,3,3,3
2165,Bartosz Salamon\Bartosz-Salamon,pl POL,DF,Frosinone,it Serie A,27,1991,19.2,0,10,2,20,0.52,0.1,0,0,0,0,0
2166,Carlos Salcedo\Carlos-Salcedo,mx MEX,DF,Eint Frankfurt,de Bundesliga,24,1993,5.1,0,3,1,33.3,0.59,0.2,0,0,0,0,0
2167,William Saliba\William-Saliba,fr FRA,DF,Saint-Étienne,fr Ligue 1,17,2001,14.2,0,4,0,0,0.28,0,0,,0,0,0
2168,Yannis Salibur\Yannis-Salibur,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,27,1991,9.8,1,34,4,11.8,3.46,0.41,0.03,0.25,4,0,0
2169,Yannis Salibur\Yannis-Salibur,fr FRA,FW,Guingamp,fr Ligue 1,27,1991,0.2,0,0,0,,0,0,,,0,0,0
2170,Roland Sallai\Roland-Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,21,1997,5.9,2,14,5,35.7,2.39,0.85,0.14,0.4,0,0,0
2171,Edgar Salli\Edgar-Salli,cm CMR,MFFW,Nürnberg,de Bundesliga,25,1992,1.3,0,1,1,100,0.78,0.78,0,0,0,0,0
2172,Brice Samba\Brice-Samba,fr FRA,GK,Caen,fr Ligue 1,24,1994,38,0,0,0,,0,0,,,0,0,0
2173,Junior Sambia\Junior-Sambia,fr FRA,MFFW,Montpellier,fr Ligue 1,21,1996,10.3,0,23,8,34.8,2.24,0.78,0,0,6,0,0
2174,Paolo Sammarco\Paolo-Sammarco,it ITA,MF,Frosinone,it Serie A,35,1983,6.1,1,6,1,16.7,0.98,0.16,0.17,1,0,0,0
2175,Frédéric Sammaritano\Frederic-Sammaritano,fr FRA,FWMF,Dijon,fr Ligue 1,32,1986,6,0,10,5,50,1.67,0.84,0,0,0,0,0
2176,Mikel San José\Mikel-San-Jose,es ESP,MF,Athletic Club,es La Liga,29,1989,19.3,0,12,3,25,0.62,0.16,0,0,0,0,0
2177,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Genoa,it Serie A,22,1996,8.5,3,29,10,34.5,3.41,1.17,0.1,0.3,2,0,1
2178,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Betis,es La Liga,22,1996,9,2,15,1,6.7,1.66,0.11,0.07,1,1,1,1
2179,Renato Sanches\Renato-Sanches,pt POR,MF,Bayern Munich,de Bundesliga,20,1997,6.4,1,18,4,22.2,2.81,0.62,0.06,0.25,0,0,0
2180,Alexis Sánchez\Alexis-Sanchez,cl CHI,FWMF,Manchester Utd,eng Premier League,29,1988,9.8,1,18,9,50,1.84,0.92,0.06,0.11,2,0,0
2181,Carlos Sánchez\Carlos-Sanchez,co COL,MF,West Ham,eng Premier League,32,1986,2.7,0,3,0,0,1.1,0,0,,0,0,0
2182,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,eng Premier League,22,1996,21.6,1,12,3,25,0.56,0.14,0.08,0.33,0,0,0
2183,Javi Sánchez\Javi-Sanchez,es ESP,DF,Real Madrid,es La Liga,21,1997,0.5,0,0,0,,0,0,,,0,0,0
2184,Víctor Sánchez\Victor-Sanchez,es ESP,MF,Espanyol,es La Liga,30,1987,14.1,0,11,2,18.2,0.78,0.14,0,0,0,0,0
2185,Jadon Sancho\Jadon-Sancho,eng ENG,FWMF,Dortmund,de Bundesliga,18,2000,27.3,12,39,20,51.3,1.43,0.73,0.31,0.6,0,0,0
2186,Sandro\Sandro,br BRA,MF,Udinese,it Serie A,29,1989,6.6,0,8,1,12.5,1.21,0.15,0,0,0,0,0
2187,Sandro\Sandro,br BRA,MF,Genoa,it Serie A,29,1989,7.9,0,7,1,14.3,0.89,0.13,0,0,0,0,0
2188,Alex Sandro\Alex-Sandro,br BRA,DF,Juventus,it Serie A,27,1991,26.5,1,21,8,38.1,0.79,0.3,0.05,0.13,0,0,0
2189,Leroy Sané\Leroy-Sane,de GER,FW,Manchester City,eng Premier League,22,1996,20.7,10,56,24,42.9,2.7,1.16,0.18,0.42,5,0,0
2190,Salif Sané\Salif-Sane,sn SEN,DF,Schalke 04,de Bundesliga,27,1990,29,2,18,2,11.1,0.62,0.07,0.11,1,0,0,0
2191,Luca Sangalli\Luca-Sangalli,es ESP,MFFW,Real Sociedad,es La Liga,23,1995,11.1,1,11,5,45.5,0.99,0.45,0.09,0.2,0,0,0
2192,Ibrahim Sangaré\Ibrahim-Sangare,ci CIV,MF,Toulouse,fr Ligue 1,20,1997,27.4,1,36,5,13.9,1.31,0.18,0.03,0.2,1,0,0
2193,Younousse Sankharé\Younousse-Sankhare,sn SEN,MF,Bordeaux,fr Ligue 1,28,1989,16.4,1,18,5,27.8,1.1,0.3,0.06,0.2,0,0,0
2194,Baissama Sankoh\Baissama-Sankoh,gn GUI,MFFW,Caen,fr Ligue 1,26,1992,7.2,0,4,0,0,0.55,0,0,,0,0,0
2195,Yaya Sanogo\Yaya-Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,25,1993,13.8,3,42,16,38.1,3.04,1.16,0.05,0.13,0,1,1
2196,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Marseille,fr Ligue 1,23,1994,26.7,5,38,11,28.9,1.42,0.41,0.13,0.45,0,0,0
2197,Nicola Sansone\Nicola-Sansone,it ITA,FW,Bologna,it Serie A,26,1991,12.7,2,29,11,37.9,2.29,0.87,0.07,0.18,1,0,0
2198,Nicola Sansone\Nicola-Sansone,it ITA,FWMF,Villarreal,es La Liga,26,1991,0.4,1,2,1,50,4.86,2.43,0.5,1,0,0,0
2199,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Angers,fr Ligue 1,23,1995,36.1,1,25,5,20,0.69,0.14,0.04,0.2,0,0,0
2200,Roberto Santamaría\Roberto-Santamaria,es ESP,GK,Huesca,es La Liga,33,1985,20,0,0,0,,0,0,,,0,0,0
2201,Federico Santander\Federico-Santander,py PAR,FW,Bologna,it Serie A,27,1991,22.9,8,74,26,35.1,3.23,1.13,0.11,0.31,4,0,0
2202,Davide Santon\Davide-Santon,it ITA,DF,Roma,it Serie A,27,1991,11.2,0,3,1,33.3,0.27,0.09,0,0,0,0,0
2203,Michael Santos\Michael-Santos,uy URU,FWMF,Leganés,es La Liga,25,1993,6.2,1,16,5,31.3,2.59,0.81,0.06,0.2,0,0,0
2204,Samir Santos\Samir-Santos,br BRA,DF,Udinese,it Serie A,23,1994,20,2,8,3,37.5,0.4,0.15,0.25,0.67,0,0,0
2205,Riccardo Saponara\Riccardo-Saponara,it ITA,MFFW,Sampdoria,it Serie A,26,1991,10.1,2,26,6,23.1,2.59,0.6,0.08,0.33,0,0,0
2206,Pablo Sarabia\Pablo-Sarabia,es ESP,MFFW,Sevilla,es La Liga,26,1992,30.3,13,74,31,41.9,2.44,1.02,0.16,0.39,3,1,1
2207,Marcelo Saracchi\Marcelo-Saracchi,uy URU,DF,RB Leipzig,de Bundesliga,20,1998,7.3,0,2,0,0,0.28,0,0,,0,0,0
2208,Josh Sargent\Josh-Sargent,us USA,FW,Werder Bremen,de Bundesliga,18,2000,2.4,2,4,2,50,1.7,0.85,0.5,1,0,0,0
2209,Bouna Sarr\Bouna-Sarr,gn GUI,DFFW,Marseille,fr Ligue 1,26,1992,24.9,1,21,2,9.5,0.84,0.08,0.05,0.5,0,0,0
2210,Ismaila Sarr\Ismaila-Sarr,sn SEN,FWMF,Rennes,fr Ligue 1,20,1998,31,8,52,20,38.5,1.68,0.65,0.13,0.35,0,1,1
2211,Malang Sarr\Malang-Sarr,fr FRA,DF,Nice,fr Ligue 1,19,1999,33.3,1,10,1,10,0.3,0.03,0.1,1,3,0,0
2212,Lluís Sastre\Lluis-Sastre,es ESP,MF,Huesca,es La Liga,32,1986,1.3,0,0,0,,0,0,,,0,0,0
2213,Marco Sau\Marco-Sau,it ITA,MFFW,Sampdoria,it Serie A,30,1987,0.6,0,0,0,,0,0,,,0,0,0
2214,Marco Sau\Marco-Sau,it ITA,FW,Cagliari,it Serie A,30,1987,6.2,1,11,3,27.3,1.77,0.48,0.09,0.33,0,0,0
2215,Téji Savanier\Teji-Savanier,fr FRA,MF,Nîmes,fr Ligue 1,26,1991,31.8,6,63,17,27,1.98,0.53,0.03,0.12,16,4,4
2216,Stefan Savić\Stefan-Savic,me MNE,DF,Atlético Madrid,es La Liga,27,1991,15.5,0,7,0,0,0.45,0,0,,0,0,0
2217,Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,eng Premier League,26,1991,22.2,4,23,7,30.4,1.04,0.32,0.17,0.57,1,0,0
2218,Ezequiel Schelotto\Ezequiel-Schelotto,it ITA,DFMF,Chievo,it Serie A,29,1989,1.6,0,1,1,100,0.63,0.63,0,0,0,0,0
2219,Nicolás Schiappacasse\Nicolas-Schiappacasse,uy URU,FW,Parma,it Serie A,19,1999,0.9,0,0,0,,0,0,,,0,0,0
2220,Pasquale Schiattarella\Pasquale-Schiattarella,it ITA,MF,SPAL,it Serie A,31,1987,20.5,0,15,4,26.7,0.73,0.2,0,0,1,0,0
2221,Patrik Schick\Patrik-Schick,cz CZE,FW,Roma,it Serie A,22,1996,14.6,3,34,14,41.2,2.33,0.96,0.09,0.21,0,0,0
2222,Julian Schieber\Julian-Schieber,de GER,FW,Augsburg,de Bundesliga,29,1989,2.9,1,5,1,20,1.74,0.35,0.2,1,0,0,0
2223,Christopher Schindler\Christopher-Schindler,de GER,DF,Huddersfield,eng Premier League,28,1990,36.2,1,14,3,21.4,0.39,0.08,0.07,0.33,0,0,0
2224,Keven Schlotterbeck\Keven-Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,21,1997,8.6,0,2,1,50,0.23,0.12,0,0,0,0,0
2225,Nico Schlotterbeck\Nico-Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,18,1999,2.5,0,1,0,0,0.4,0,0,,0,0,0
2226,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MFFW,Crystal Palace,eng Premier League,25,1992,18.6,4,29,9,31,1.56,0.49,0.14,0.44,0,0,0
2227,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,eng Premier League,31,1986,38,0,1,0,0,0.03,0,0,,0,0,0
2228,Marcel Schmelzer\Marcel-Schmelzer,de GER,DF,Dortmund,de Bundesliga,30,1988,6.3,0,4,0,0,0.64,0,0,,0,0,0
2229,Jonathan Schmid\Jonathan-Schmid,fr FRA,DF,Augsburg,de Bundesliga,28,1990,28,3,15,8,53.3,0.54,0.29,0.2,0.38,7,0,0
2230,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Everton,eng Premier League,28,1989,9.3,0,3,0,0,0.32,0,0,,0,0,0
2231,Alessandro Schöpf\Alessandro-Schopf,at AUT,MFDF,Schalke 04,de Bundesliga,24,1994,11.2,1,19,3,15.8,1.7,0.27,0.05,0.33,0,0,0
2232,Nico Schulz\Nico-Schulz,de GER,DFMF,Hoffenheim,de Bundesliga,25,1993,28.2,1,29,8,27.6,1.03,0.28,0.03,0.13,0,0,0
2233,André Schürrle\Andre-Schurrle,de GER,FWMF,Fulham,eng Premier League,27,1990,18.2,6,56,17,30.4,3.07,0.93,0.11,0.35,4,0,0
2234,Pirmin Schwegler\Pirmin-Schwegler,ch SUI,MF,Hannover 96,de Bundesliga,31,1987,23.1,0,12,1,8.3,0.52,0.04,0,0,0,0,0
2235,Alexander Schwolow\Alexander-Schwolow,de GER,GK,Freiburg,de Bundesliga,26,1992,33,0,0,0,,0,0,,,0,0,0
2236,Matteo Scozzarella\Matteo-Scozzarella,it ITA,MF,Parma,it Serie A,30,1988,16.2,0,9,1,11.1,0.56,0.06,0,0,1,0,0
2237,Simone Scuffet\Simone-Scuffet,it ITA,GK,Udinese,it Serie A,22,1996,9,0,0,0,,0,0,,,0,0,0
2238,Andrea Seculin\Andrea-Seculin,it ITA,GK,Chievo,it Serie A,28,1990,1,0,0,0,,0,0,,,0,0,0
2239,Stanley Segarel\Stanley-Segarel,fr FRA,FWMF,Amiens,fr Ligue 1,24,1994,0.2,0,0,0,,0,0,,,0,0,0
2240,Davie Selke\Davie-Selke,de GER,FWMF,Hertha BSC,de Bundesliga,23,1995,19.3,3,45,20,44.4,2.33,1.04,0.07,0.15,0,0,0
2241,Ole Selnæs\Ole-Selnaes,no NOR,MF,Saint-Étienne,fr Ligue 1,24,1994,18.5,0,13,3,23.1,0.7,0.16,0,0,0,0,0
2242,Matz Sels\Matz-Sels,be BEL,GK,Strasbourg,fr Ligue 1,26,1992,37,0,0,0,,0,0,,,0,0,0
2243,Ken Sema\Ken-Sema,se SWE,FWMF,Watford,eng Premier League,24,1993,8.4,1,10,3,30,1.19,0.36,0.1,0.33,0,0,0
2244,Alfa Semedo\Alfa-Semedo,pt POR,MF,Espanyol,es La Liga,20,1997,0.5,0,1,0,0,2,0,0,,0,0,0
2245,Nélson Semedo\Nelson-Semedo,pt POR,DF,Barcelona,es La Liga,24,1993,17.8,1,6,2,33.3,0.34,0.11,0.17,0.5,0,0,0
2246,Rúben Semedo\Ruben-Semedo,pt POR,DF,Huesca,es La Liga,24,1994,9.4,0,7,0,0,0.74,0,0,,0,0,0
2247,Adrian Šemper\Adrian-Semper,hr CRO,GK,Chievo,it Serie A,20,1998,6,0,0,0,,0,0,,,0,0,0
2248,Stefano Sensi\Stefano-Sensi,it ITA,MF,Sassuolo,it Serie A,22,1995,21.9,2,37,8,21.6,1.69,0.37,0.05,0.25,6,0,0
2249,Luigi Sepe\Luigi-Sepe,it ITA,GK,Parma,it Serie A,27,1991,37,0,0,0,,0,0,,,0,0,0
2250,Suat Serdar\Suat-Serdar,de GER,MF,Schalke 04,de Bundesliga,21,1997,19.2,2,28,8,28.6,1.46,0.42,0.07,0.25,0,0,0
2251,Jean Seri\Jean-Seri,ci CIV,MF,Fulham,eng Premier League,27,1991,24.9,1,18,6,33.3,0.72,0.24,0.06,0.17,3,0,0
2252,Leonardo Sernicola\Leonardo-Sernicola,it ITA,FW,Sassuolo,it Serie A,21,1997,0.1,0,0,0,,0,0,,,0,0,0
2253,Julien Serrano\Julien-Serrano,fr FRA,MFDF,Monaco,fr Ligue 1,20,1998,1.3,0,1,0,0,0.76,0,0,,0,0,0
2254,Grégory Sertic\Gregory-Sertic,fr FRA,MF,Marseille,fr Ligue 1,28,1989,1.2,0,1,0,0,0.83,0,0,,0,0,0
2255,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,FWDF,Fulham,eng Premier League,18,2000,25.6,2,28,10,35.7,1.1,0.39,0.07,0.2,0,0,0
2256,Paik Seung-ho\Paik-Seung-ho,kr KOR,FWMF,Girona,es La Liga,21,1997,0.7,0,1,0,0,1.5,0,0,,0,0,0
2257,Stephan El Shaarawy\Stephan-El-Shaarawy,it ITA,FW,Roma,it Serie A,25,1992,23.4,11,69,29,42,2.95,1.24,0.16,0.38,0,0,0
2258,Meritan Shabani\Meritan-Shabani,al ALB,FW,Bayern Munich,de Bundesliga,19,1999,0,0,0,0,,0,0,,,0,0,0
2259,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,FWMF,Liverpool,eng Premier League,26,1991,11.8,6,26,10,38.5,2.2,0.85,0.23,0.6,5,0,0
2260,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,eng Premier League,23,1995,28.8,1,20,6,30,0.69,0.21,0.05,0.17,0,0,0
2261,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,26,1992,10.5,1,24,8,33.3,2.28,0.76,0.04,0.13,5,0,0
2262,Gaku Shibasaki\Gaku-Shibasaki,jp JPN,MFFW,Getafe,es La Liga,26,1992,4.3,0,6,1,16.7,1.39,0.23,0,0,0,0,0
2263,Gen Shoji\Gen-Shoji,jp JPN,DF,Toulouse,fr Ligue 1,25,1992,18,0,2,0,0,0.11,0,0,,0,0,0
2264,Djibril Sidibé\Djibril-Sidibe,fr FRA,DFMF,Monaco,fr Ligue 1,26,1992,23.1,0,18,3,16.7,0.78,0.13,0,0,1,0,0
2265,Kalidou Sidibé\Kalidou-Sidibe,fr FRA,MF,Toulouse,fr Ligue 1,19,1999,14,1,6,2,33.3,0.43,0.14,0.17,0.5,0,0,0
2266,Sidnei\Sidnei,br BRA,DF,Betis,es La Liga,28,1989,19.4,1,9,2,22.2,0.46,0.1,0.11,0.5,0,0,0
2267,Theoson Siebatcheu\Theoson-Siebatcheu,fr FRA,FW,Rennes,fr Ligue 1,22,1996,6.8,3,20,10,50,2.96,1.48,0.15,0.3,0,0,0
2268,Francisco Sierralta\Francisco-Sierralta,cl CHI,DF,Parma,it Serie A,21,1997,3,0,1,0,0,0.33,0,0,,0,0,0
2269,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,eng Premier League,28,1989,34.6,13,81,29,35.8,2.34,0.84,0.14,0.38,7,2,5
2270,Luca Siligardi\Luca-Siligardi,it ITA,FW,Parma,it Serie A,30,1988,18.2,1,36,7,19.4,1.98,0.38,0.03,0.14,1,0,0
2271,Adrien Silva\Adrien-Silva,pt POR,MF,Leicester City,eng Premier League,29,1989,1,0,0,0,,0,0,,,0,0,0
2272,Adrien Silva\Adrien-Silva,pt POR,MF,Monaco,fr Ligue 1,29,1989,13.2,0,9,3,33.3,0.68,0.23,0,0,1,0,0
2273,André Silva\Andre-Silva,pt POR,FW,Sevilla,es La Liga,22,1995,24,9,61,25,41,2.54,1.04,0.15,0.36,0,0,0
